date,CA stock
2016-05-04,44
2016-05-05,35
2016-05-06,32
2016-05-07,25
2016-05-08,4
2016-05-09,36
2016-05-10,26
2016-05-11,19
2016-05-12,32
2016-05-13,26
2016-05-14,15
2016-05-15,15
2016-05-16,39
2016-05-17,36
2016-05-18,28
2016-05-19,23
2016-05-20,26
2016-05-21,18
2016-05-22,18
2016-05-23,26
2016-05-24,30
2016-05-25,19
2016-05-26,32
2016-05-27,30
2016-05-28,11
2016-05-29,18
2016-05-30,12
2016-05-31,21
2016-06-01,19
2016-06-02,43
2016-06-03,40
2016-06-04,4
2016-06-05,20
2016-06-06,27
2016-06-07,42
2016-06-08,34
2016-06-09,31
2016-06-10,24
2016-06-11,11
2016-06-12,13
2016-06-13,13
2016-06-14,21
2016-06-15,21
2016-06-16,36
2016-06-17,24
2016-06-18,9
2016-06-19,16
2016-06-20,23
2016-06-21,29
2016-06-22,33
2016-06-23,20
2016-06-24,40
2016-06-25,23
2016-06-26,20
2016-06-27,36
2016-06-28,33
2016-06-29,14
2016-06-30,30
2016-07-01,35
2016-07-02,32
2016-07-03,14
2016-07-04,12
2016-07-05,32
2016-07-06,20
2016-07-07,25
2016-07-08,32
2016-07-09,26
2016-07-10,21
2016-07-11,26
2016-07-12,34
2016-07-13,36
2016-07-14,29
2016-07-15,31
2016-07-16,21
2016-07-17,33
2016-07-18,23
2016-07-19,22
2016-07-20,23
2016-07-21,35
2016-07-22,29
2016-07-23,12
2016-07-24,24
2016-07-25,24
2016-07-26,36
2016-07-27,30
2016-07-28,32
2016-07-29,28
2016-07-30,19
2016-07-31,12
2016-08-01,26
2016-08-02,36
2016-08-03,28
2016-08-04,23
2016-08-05,28
2016-08-06,2
2016-08-07,19
2016-08-08,27
2016-08-09,31
2016-08-10,17
2016-08-11,24
2016-08-12,33
2016-08-13,5
2016-08-14,2
2016-08-15,18
2016-08-16,19
2016-08-17,34
2016-08-18,28
2016-08-19,7
2016-08-20,25
2016-08-21,7
2016-08-22,19
2016-08-23,30
2016-08-24,29
2016-08-25,28
2016-08-26,23
2016-08-27,19
2016-08-28,19
2016-08-29,26
2016-08-30,33
2016-08-31,25
2016-09-01,28
2016-09-02,29
2016-09-03,19
2016-09-04,25
2016-09-05,8
2016-09-06,33
2016-09-07,30
2016-09-08,34
2016-09-09,25
2016-09-10,18
2016-09-11,25
2016-09-12,26
2016-09-13,25
2016-09-14,22
2016-09-15,18
2016-09-16,27
2016-09-17,18
2016-09-18,22
2016-09-19,21
2016-09-20,42
2016-09-21,21
2016-09-22,26
2016-09-23,26
2016-09-24,27
2016-09-25,20
2016-09-26,29
2016-09-27,13
2016-09-28,25
2016-09-29,29
2016-09-30,22
2016-10-01,13
2016-10-02,6
2016-10-03,33
2016-10-04,27
2016-10-05,27
2016-10-06,39
2016-10-07,22
2016-10-08,13
2016-10-09,17
2016-10-10,35
2016-10-11,29
2016-10-12,35
2016-10-13,21
2016-10-14,28
2016-10-15,9
2016-10-16,22
2016-10-17,34
2016-10-18,19
2016-10-19,19
2016-10-20,13
2016-10-21,20
2016-10-22,9
2016-10-23,13
2016-10-24,23
2016-10-25,19
2016-10-26,27
2016-10-27,43
2016-10-28,41
2016-10-29,13
2016-10-30,13
2016-10-31,22
2016-11-01,31
2016-11-02,21
2016-11-03,34
2016-11-04,16
2016-11-05,13
2016-11-06,17
2016-11-07,26
2016-11-08,43
2016-11-09,100
2016-11-10,37
2016-11-11,48
2016-11-12,18
2016-11-13,11
2016-11-14,26
2016-11-15,29
2016-11-16,27
2016-11-17,40
2016-11-18,28
2016-11-19,15
2016-11-20,19
2016-11-21,30
2016-11-22,39
2016-11-23,19
2016-11-24,25
2016-11-25,29
2016-11-26,15
2016-11-27,21
2016-11-28,36
2016-11-29,31
2016-11-30,33
2016-12-01,46
2016-12-02,33
2016-12-03,31
2016-12-04,18
2016-12-05,25
2016-12-06,32
2016-12-07,25
2016-12-08,30
2016-12-09,27
2016-12-10,13
2016-12-11,18
2016-12-12,27
2016-12-13,16
2016-12-14,31
2016-12-15,32
2016-12-16,37
2016-12-17,35
2016-12-18,11
2016-12-19,17
2016-12-20,46
2016-12-21,43
2016-12-22,30
2016-12-23,19
2016-12-24,26
2016-12-25,12
2016-12-26,19
2016-12-27,33
2016-12-28,25
2016-12-29,24
2016-12-30,27
2016-12-31,23
2017-01-01,35
2017-01-02,19
2017-01-03,30
2017-01-04,47
2017-01-05,34
2017-01-06,29
2017-01-07,25
2017-01-08,20
2017-01-09,32
2017-01-10,30
2017-01-11,43
2017-01-12,27
2017-01-13,44
2017-01-14,17
2017-01-15,20
2017-01-16,20
2017-01-17,32
2017-01-18,33
2017-01-19,36
