date,CA stock
2015-04-10,35
2015-04-11,25
2015-04-12,11
2015-04-13,45
2015-04-14,47
2015-04-15,57
2015-04-16,24
2015-04-17,56
2015-04-18,21
2015-04-19,28
2015-04-20,32
2015-04-21,39
2015-04-22,39
2015-04-23,30
2015-04-24,47
2015-04-25,21
2015-04-26,21
2015-04-27,50
2015-04-28,33
2015-04-29,44
2015-04-30,56
2015-05-01,37
2015-05-02,14
2015-05-03,28
2015-05-04,44
2015-05-05,32
2015-05-06,23
2015-05-07,42
2015-05-08,35
2015-05-09,36
2015-05-10,18
2015-05-11,29
2015-05-12,17
2015-05-13,38
2015-05-14,34
2015-05-15,25
2015-05-16,36
2015-05-17,25
2015-05-18,20
2015-05-19,35
2015-05-20,32
2015-05-21,15
2015-05-22,44
2015-05-23,18
2015-05-24,14
2015-05-25,22
2015-05-26,52
2015-05-27,32
2015-05-28,53
2015-05-29,34
2015-05-30,32
2015-05-31,21
2015-06-01,18
2015-06-02,32
2015-06-03,50
2015-06-04,34
2015-06-05,13
2015-06-06,14
2015-06-07,11
2015-06-08,20
2015-06-09,47
2015-06-10,30
2015-06-11,39
2015-06-12,19
2015-06-13,18
2015-06-14,18
2015-06-15,35
2015-06-16,47
2015-06-17,38
2015-06-18,39
2015-06-19,48
2015-06-20,43
2015-06-21,11
2015-06-22,48
2015-06-23,53
2015-06-24,47
2015-06-25,33
2015-06-26,43
2015-06-27,39
2015-06-28,22
2015-06-29,48
2015-06-30,41
2015-07-01,39
2015-07-02,36
2015-07-03,19
2015-07-04,33
2015-07-05,15
2015-07-06,50
2015-07-07,44
2015-07-08,80
2015-07-09,51
2015-07-10,28
2015-07-11,22
2015-07-12,22
2015-07-13,32
2015-07-14,39
2015-07-15,27
2015-07-16,71
2015-07-17,22
2015-07-18,19
2015-07-19,27
2015-07-20,38
2015-07-21,45
2015-07-22,51
2015-07-23,39
2015-07-24,60
2015-07-25,42
2015-07-26,18
2015-07-27,47
2015-07-28,38
2015-07-29,48
2015-07-30,69
2015-07-31,65
2015-08-01,40
2015-08-02,18
2015-08-03,24
2015-08-04,27
2015-08-05,30
2015-08-06,48
2015-08-07,41
2015-08-08,25
2015-08-09,14
2015-08-10,45
2015-08-11,56
2015-08-12,27
2015-08-13,30
2015-08-14,59
2015-08-15,28
2015-08-16,14
2015-08-17,32
2015-08-18,50
2015-08-19,48
2015-08-20,27
2015-08-21,58
2015-08-22,46
2015-08-23,24
2015-08-24,100
2015-08-25,80
2015-08-26,61
2015-08-27,44
2015-08-28,61
2015-08-29,35
2015-08-30,21
2015-08-31,29
2015-09-01,54
2015-09-02,55
2015-09-03,35
2015-09-04,44
2015-09-05,24
2015-09-06,14
2015-09-07,33
2015-09-08,48
2015-09-09,25
2015-09-10,35
2015-09-11,33
2015-09-12,39
2015-09-13,16
2015-09-14,64
2015-09-15,43
2015-09-16,34
2015-09-17,34
2015-09-18,21
2015-09-19,23
2015-09-20,16
2015-09-21,33
2015-09-22,45
2015-09-23,39
2015-09-24,29
2015-09-25,33
2015-09-26,23
2015-09-27,13
2015-09-28,41
2015-09-29,25
2015-09-30,39
2015-10-01,39
2015-10-02,44
2015-10-03,30
2015-10-04,22
2015-10-05,27
2015-10-06,30
2015-10-07,70
2015-10-08,28
2015-10-09,26
2015-10-10,10
2015-10-11,26
2015-10-12,83
2015-10-13,30
2015-10-14,27
2015-10-15,30
2015-10-16,20
2015-10-17,6
2015-10-18,10
2015-10-19,36
2015-10-20,43
2015-10-21,28
2015-10-22,48
2015-10-23,41
2015-10-24,13
2015-10-25,16
2015-10-26,41
2015-10-27,57
2015-10-28,33
2015-10-29,34
2015-10-30,12
2015-10-31,33
2015-11-01,23
2015-11-02,50
2015-11-03,38
2015-11-04,25
2015-11-05,46
2015-11-06,31
2015-11-07,26
2015-11-08,35
2015-11-09,30
2015-11-10,49
2015-11-11,43
2015-11-12,34
2015-11-13,29
2015-11-14,26
2015-11-15,13
2015-11-16,33
2015-11-17,40
2015-11-18,47
2015-11-19,22
2015-11-20,34
2015-11-21,19
2015-11-22,38
2015-11-23,27
2015-11-24,27
2015-11-25,33
2015-11-26,14
2015-11-27,17
2015-11-28,32
2015-11-29,28
2015-11-30,34
2015-12-01,30
2015-12-02,38
2015-12-03,34
2015-12-04,20
2015-12-05,20
2015-12-06,10
2015-12-07,33
2015-12-08,44
2015-12-09,44
2015-12-10,39
2015-12-11,26
2015-12-12,26
2015-12-13,13
2015-12-14,50
2015-12-15,28
2015-12-16,23
2015-12-17,50
2015-12-18,30
2015-12-19,17
2015-12-20,23
2015-12-21,35
2015-12-22,51
2015-12-23,25
2015-12-24,46
2015-12-25,19
2015-12-26,24
