date,CA stock
2010-08-24,58
2010-08-25,19
2010-08-26,39
2010-08-27,61
2010-08-28,25
2010-08-29,12
2010-08-30,56
2010-08-31,18
2010-09-01,48
2010-09-02,10
2010-09-03,30
2010-09-04,12
2010-09-05,0
2010-09-06,10
2010-09-07,19
2010-09-08,66
2010-09-09,39
2010-09-10,40
2010-09-11,36
2010-09-12,23
2010-09-13,37
2010-09-14,64
2010-09-15,28
2010-09-16,38
2010-09-17,60
2010-09-18,24
2010-09-19,12
2010-09-20,37
2010-09-21,28
2010-09-22,47
2010-09-23,18
2010-09-24,68
2010-09-25,35
2010-09-26,23
2010-09-27,63
2010-09-28,27
2010-09-29,72
2010-09-30,37
2010-10-01,59
2010-10-02,12
2010-10-03,34
2010-10-04,72
2010-10-05,45
2010-10-06,55
2010-10-07,10
2010-10-08,39
2010-10-09,47
2010-10-10,35
2010-10-11,56
2010-10-12,65
2010-10-13,46
2010-10-14,45
2010-10-15,48
2010-10-16,0
2010-10-17,44
2010-10-18,35
2010-10-19,62
2010-10-20,54
2010-10-21,100
2010-10-22,19
2010-10-23,90
2010-10-24,22
2010-10-25,9
2010-10-26,17
2010-10-27,35
2010-10-28,9
2010-10-29,57
2010-10-30,23
2010-10-31,23
2010-11-01,27
2010-11-02,52
2010-11-03,60
2010-11-04,35
2010-11-05,19
2010-11-06,33
2010-11-07,11
2010-11-08,17
2010-11-09,52
2010-11-10,52
2010-11-11,54
2010-11-12,46
2010-11-13,33
2010-11-14,43
2010-11-15,18
2010-11-16,70
2010-11-17,26
2010-11-18,0
2010-11-19,56
2010-11-20,22
2010-11-21,11
2010-11-22,51
2010-11-23,52
2010-11-24,35
2010-11-25,19
2010-11-26,19
2010-11-27,11
2010-11-28,11
2010-11-29,42
2010-11-30,59
2010-12-01,34
2010-12-02,17
2010-12-03,18
2010-12-04,33
2010-12-05,21
2010-12-06,26
2010-12-07,26
2010-12-08,80
2010-12-09,44
2010-12-10,27
2010-12-11,0
2010-12-12,64
2010-12-13,26
2010-12-14,17
2010-12-15,35
2010-12-16,27
2010-12-17,57
2010-12-18,22
2010-12-19,33
2010-12-20,36
2010-12-21,45
2010-12-22,47
2010-12-23,29
2010-12-24,12
2010-12-25,14
2010-12-26,0
2010-12-27,39
2010-12-28,48
2010-12-29,10
2010-12-30,30
2010-12-31,58
2011-01-01,25
2011-01-02,44
2011-01-03,44
2011-01-04,43
2011-01-05,26
2011-01-06,70
2011-01-07,63
2011-01-08,21
2011-01-09,10
2011-01-10,100
2011-01-11,33
2011-01-12,33
2011-01-13,33
2011-01-14,26
2011-01-15,41
2011-01-16,40
2011-01-17,90
2011-01-18,73
2011-01-19,49
2011-01-20,40
2011-01-21,42
2011-01-22,40
2011-01-23,0
2011-01-24,16
2011-01-25,40
2011-01-26,32
2011-01-27,57
2011-01-28,60
2011-01-29,20
2011-01-30,9
2011-01-31,15
2011-02-01,46
2011-02-02,31
2011-02-03,48
2011-02-04,41
2011-02-05,49
2011-02-06,29
2011-02-07,31
2011-02-08,56
2011-02-09,24
2011-02-10,41
2011-02-11,25
2011-02-12,50
2011-02-13,59
2011-02-14,64
2011-02-15,78
2011-02-16,32
2011-02-17,73
2011-02-18,50
2011-02-19,10
2011-02-20,49
2011-02-21,48
2011-02-22,62
2011-02-23,32
2011-02-24,64
2011-02-25,83
2011-02-26,20
2011-02-27,67
2011-02-28,39
2011-03-01,39
2011-03-02,48
2011-03-03,24
2011-03-04,33
2011-03-05,30
2011-03-06,20
2011-03-07,48
2011-03-08,40
2011-03-09,78
2011-03-10,56
2011-03-11,64
2011-03-12,30
2011-03-13,10
2011-03-14,33
2011-03-15,39
2011-03-16,55
2011-03-17,72
2011-03-18,25
2011-03-19,49
2011-03-20,19
2011-03-21,70
2011-03-22,62
2011-03-23,47
2011-03-24,40
2011-03-25,83
2011-03-26,58
2011-03-27,10
2011-03-28,46
2011-03-29,23
2011-03-30,40
2011-03-31,88
2011-04-01,41
2011-04-02,71
2011-04-03,29
2011-04-04,39
2011-04-05,39
2011-04-06,39
2011-04-07,48
2011-04-08,67
2011-04-09,40
2011-04-10,30
2011-04-11,31
2011-04-12,62
2011-04-13,87
2011-04-14,56
2011-04-15,58
2011-04-16,10
2011-04-17,10
2011-04-18,88
2011-04-19,65
2011-04-20,90
2011-04-21,78
2011-04-22,38
2011-04-23,75
2011-04-24,44
2011-04-25,26
2011-04-26,16
2011-04-27,31
2011-04-28,16
2011-04-29,75
2011-04-30,40
2011-05-01,40
2011-05-02,46
2011-05-03,62
2011-05-04,39
2011-05-05,40
2011-05-06,42
2011-05-07,30
2011-05-08,10
2011-05-09,62
2011-05-10,70
2011-05-11,31
