date,CA stock
2017-10-06,43
2017-10-07,33
2017-10-08,14
2017-10-09,45
2017-10-10,61
2017-10-11,58
2017-10-12,36
2017-10-13,49
2017-10-14,24
2017-10-15,24
2017-10-16,43
2017-10-17,43
2017-10-18,45
2017-10-19,27
2017-10-20,48
2017-10-21,19
2017-10-22,18
2017-10-23,44
2017-10-24,32
2017-10-25,47
2017-10-26,46
2017-10-27,49
2017-10-28,19
2017-10-29,9
2017-10-30,32
2017-10-31,42
2017-11-01,50
2017-11-02,52
2017-11-03,53
2017-11-04,11
2017-11-05,7
2017-11-06,54
2017-11-07,56
2017-11-08,43
2017-11-09,38
2017-11-10,46
2017-11-11,25
2017-11-12,14
2017-11-13,38
2017-11-14,41
2017-11-15,46
2017-11-16,54
2017-11-17,62
2017-11-18,23
2017-11-19,22
2017-11-20,32
2017-11-21,46
2017-11-22,44
2017-11-23,31
2017-11-24,31
2017-11-25,23
2017-11-26,27
2017-11-27,48
2017-11-28,47
2017-11-29,42
2017-11-30,49
2017-12-01,48
2017-12-02,28
2017-12-03,18
2017-12-04,42
2017-12-05,54
2017-12-06,46
2017-12-07,50
2017-12-08,28
2017-12-09,39
2017-12-10,16
2017-12-11,47
2017-12-12,35
2017-12-13,47
2017-12-14,43
2017-12-15,53
2017-12-16,35
2017-12-17,28
2017-12-18,40
2017-12-19,55
2017-12-20,64
2017-12-21,33
2017-12-22,18
2017-12-23,25
2017-12-24,39
2017-12-25,29
2017-12-26,56
2017-12-27,33
2017-12-28,35
2017-12-29,29
2017-12-30,38
2017-12-31,10
2018-01-01,27
2018-01-02,54
2018-01-03,66
2018-01-04,47
2018-01-05,55
2018-01-06,29
2018-01-07,25
2018-01-08,64
2018-01-09,51
2018-01-10,61
2018-01-11,41
2018-01-12,39
2018-01-13,36
2018-01-14,18
2018-01-15,29
2018-01-16,45
2018-01-17,33
2018-01-18,41
2018-01-19,45
2018-01-20,27
2018-01-21,13
2018-01-22,43
2018-01-23,58
2018-01-24,61
2018-01-25,51
2018-01-26,40
2018-01-27,47
2018-01-28,20
2018-01-29,37
2018-01-30,58
2018-01-31,58
2018-02-01,41
2018-02-02,50
2018-02-03,36
2018-02-04,35
2018-02-05,58
2018-02-06,100
2018-02-07,69
2018-02-08,82
2018-02-09,44
2018-02-10,27
2018-02-11,24
2018-02-12,57
2018-02-13,48
2018-02-14,39
2018-02-15,52
2018-02-16,41
2018-02-17,43
2018-02-18,24
2018-02-19,19
2018-02-20,35
2018-02-21,47
2018-02-22,56
2018-02-23,56
2018-02-24,24
2018-02-25,26
2018-02-26,50
2018-02-27,53
2018-02-28,38
2018-03-01,68
2018-03-02,66
2018-03-03,24
2018-03-04,21
2018-03-05,38
2018-03-06,45
2018-03-07,34
2018-03-08,29
2018-03-09,48
2018-03-10,20
2018-03-11,17
2018-03-12,38
2018-03-13,61
2018-03-14,42
2018-03-15,62
2018-03-16,36
2018-03-17,20
2018-03-18,21
2018-03-19,57
2018-03-20,48
2018-03-21,56
2018-03-22,78
2018-03-23,48
2018-03-24,20
2018-03-25,22
2018-03-26,52
2018-03-27,41
2018-03-28,36
2018-03-29,66
2018-03-30,42
2018-03-31,43
2018-04-01,28
2018-04-02,39
2018-04-03,62
2018-04-04,50
2018-04-05,65
2018-04-06,61
2018-04-07,34
2018-04-08,11
