date,CA stock
2017-01-19,45
2017-01-20,35
2017-01-21,31
2017-01-22,17
2017-01-23,43
2017-01-24,37
2017-01-25,56
2017-01-26,47
2017-01-27,46
2017-01-28,20
2017-01-29,6
2017-01-30,39
2017-01-31,46
2017-02-01,41
2017-02-02,47
2017-02-03,41
2017-02-04,50
2017-02-05,22
2017-02-06,44
2017-02-07,41
2017-02-08,44
2017-02-09,57
2017-02-10,40
2017-02-11,23
2017-02-12,44
2017-02-13,47
2017-02-14,49
2017-02-15,34
2017-02-16,34
2017-02-17,48
2017-02-18,28
2017-02-19,31
2017-02-20,24
2017-02-21,43
2017-02-22,46
2017-02-23,41
2017-02-24,25
2017-02-25,33
2017-02-26,16
2017-02-27,45
2017-02-28,50
2017-03-01,30
2017-03-02,61
2017-03-03,57
2017-03-04,24
2017-03-05,24
2017-03-06,48
2017-03-07,55
2017-03-08,57
2017-03-09,63
2017-03-10,41
2017-03-11,33
2017-03-12,23
2017-03-13,42
2017-03-14,58
2017-03-15,46
2017-03-16,37
2017-03-17,54
2017-03-18,19
2017-03-19,17
2017-03-20,31
2017-03-21,29
2017-03-22,55
2017-03-23,41
2017-03-24,45
2017-03-25,25
2017-03-26,20
2017-03-27,34
2017-03-28,54
2017-03-29,36
2017-03-30,42
2017-03-31,38
2017-04-01,8
2017-04-02,25
2017-04-03,29
2017-04-04,38
2017-04-05,39
2017-04-06,46
2017-04-07,40
2017-04-08,45
2017-04-09,31
2017-04-10,34
2017-04-11,59
2017-04-12,65
2017-04-13,47
2017-04-14,34
2017-04-15,29
2017-04-16,23
2017-04-17,47
2017-04-18,64
2017-04-19,40
2017-04-20,46
2017-04-21,53
2017-04-22,20
2017-04-23,22
2017-04-24,38
2017-04-25,38
2017-04-26,40
2017-04-27,38
2017-04-28,43
2017-04-29,40
2017-04-30,17
2017-05-01,41
2017-05-02,60
2017-05-03,41
2017-05-04,34
2017-05-05,53
2017-05-06,11
2017-05-07,16
2017-05-08,48
2017-05-09,52
2017-05-10,67
2017-05-11,59
2017-05-12,53
2017-05-13,26
2017-05-14,31
2017-05-15,51
2017-05-16,57
2017-05-17,67
2017-05-18,39
2017-05-19,38
2017-05-20,27
2017-05-21,18
2017-05-22,49
2017-05-23,33
2017-05-24,55
2017-05-25,53
2017-05-26,42
2017-05-27,25
2017-05-28,15
2017-05-29,21
2017-05-30,53
2017-05-31,30
2017-06-01,42
2017-06-02,47
2017-06-03,48
2017-06-04,27
2017-06-05,49
2017-06-06,45
2017-06-07,55
2017-06-08,45
2017-06-09,56
2017-06-10,27
2017-06-11,21
2017-06-12,66
2017-06-13,35
2017-06-14,62
2017-06-15,39
2017-06-16,54
2017-06-17,22
2017-06-18,21
2017-06-19,51
2017-06-20,62
2017-06-21,100
2017-06-22,95
2017-06-23,72
2017-06-24,30
2017-06-25,40
2017-06-26,59
2017-06-27,37
2017-06-28,32
2017-06-29,37
2017-06-30,52
2017-07-01,36
2017-07-02,24
2017-07-03,27
2017-07-04,35
2017-07-05,64
2017-07-06,43
2017-07-07,46
2017-07-08,34
2017-07-09,18
2017-07-10,31
2017-07-11,49
2017-07-12,55
2017-07-13,29
2017-07-14,51
2017-07-15,21
2017-07-16,18
2017-07-17,78
2017-07-18,47
2017-07-19,42
2017-07-20,66
2017-07-21,52
2017-07-22,30
2017-07-23,15
2017-07-24,57
2017-07-25,51
2017-07-26,41
2017-07-27,68
2017-07-28,41
2017-07-29,27
2017-07-30,12
2017-07-31,67
2017-08-01,62
2017-08-02,55
2017-08-03,43
2017-08-04,45
2017-08-05,30
2017-08-06,36
2017-08-07,52
2017-08-08,53
2017-08-09,78
2017-08-10,82
2017-08-11,64
2017-08-12,21
2017-08-13,26
2017-08-14,49
2017-08-15,52
2017-08-16,40
2017-08-17,51
2017-08-18,47
2017-08-19,32
2017-08-20,29
2017-08-21,57
2017-08-22,35
2017-08-23,43
2017-08-24,61
2017-08-25,16
2017-08-26,29
2017-08-27,17
2017-08-28,18
2017-08-29,17
2017-08-30,51
2017-08-31,41
2017-09-01,58
2017-09-02,24
2017-09-03,32
2017-09-04,23
2017-09-05,39
2017-09-06,47
2017-09-07,50
2017-09-08,64
2017-09-09,32
2017-09-10,23
2017-09-11,54
2017-09-12,52
2017-09-13,27
2017-09-14,32
2017-09-15,46
2017-09-16,43
2017-09-17,17
2017-09-18,22
2017-09-19,47
2017-09-20,40
2017-09-21,47
2017-09-22,44
2017-09-23,29
2017-09-24,14
2017-09-25,37
2017-09-26,49
2017-09-27,34
2017-09-28,45
2017-09-29,31
2017-09-30,18
2017-10-01,25
2017-10-02,24
2017-10-03,72
2017-10-04,52
2017-10-05,79
2017-10-06,60
