date,CA stock
2014-03-16,22
2014-03-17,63
2014-03-18,63
2014-03-19,53
2014-03-20,68
2014-03-21,61
2014-03-22,28
2014-03-23,17
2014-03-24,67
2014-03-25,57
2014-03-26,92
2014-03-27,68
2014-03-28,65
2014-03-29,51
2014-03-30,34
2014-03-31,53
2014-04-01,67
2014-04-02,63
2014-04-03,53
2014-04-04,60
2014-04-05,57
2014-04-06,51
2014-04-07,38
2014-04-08,76
2014-04-09,58
2014-04-10,59
2014-04-11,67
2014-04-12,29
2014-04-13,46
2014-04-14,54
2014-04-15,34
2014-04-16,69
2014-04-17,72
2014-04-18,39
2014-04-19,54
2014-04-20,25
2014-04-21,63
2014-04-22,43
2014-04-23,73
2014-04-24,59
2014-04-25,56
2014-04-26,29
2014-04-27,23
2014-04-28,33
2014-04-29,62
2014-04-30,54
2014-05-01,64
2014-05-02,83
2014-05-03,35
2014-05-04,51
2014-05-05,34
2014-05-06,58
2014-05-07,63
2014-05-08,39
2014-05-09,46
2014-05-10,29
2014-05-11,68
2014-05-12,43
2014-05-13,61
2014-05-14,57
2014-05-15,24
2014-05-16,70
2014-05-17,47
2014-05-18,35
2014-05-19,58
2014-05-20,100
2014-05-21,48
2014-05-22,70
2014-05-23,61
2014-05-24,39
2014-05-25,26
2014-05-26,27
2014-05-27,37
2014-05-28,63
2014-05-29,59
2014-05-30,95
2014-05-31,20
2014-06-01,45
2014-06-02,42
2014-06-03,52
2014-06-04,58
2014-06-05,70
2014-06-06,51
2014-06-07,13
2014-06-08,40
2014-06-09,43
2014-06-10,81
2014-06-11,37
2014-06-12,38
2014-06-13,45
2014-06-14,26
2014-06-15,32
2014-06-16,69
2014-06-17,69
2014-06-18,43
2014-06-19,77
2014-06-20,34
2014-06-21,33
2014-06-22,72
2014-06-23,48
2014-06-24,48
2014-06-25,70
2014-06-26,33
2014-06-27,69
2014-06-28,40
2014-06-29,39
2014-06-30,65
2014-07-01,60
2014-07-02,44
2014-07-03,68
2014-07-04,36
2014-07-05,27
2014-07-06,26
2014-07-07,54
2014-07-08,48
2014-07-09,76
2014-07-10,49
2014-07-11,51
2014-07-12,46
2014-07-13,26
2014-07-14,81
2014-07-15,43
2014-07-16,45
2014-07-17,61
2014-07-18,28
2014-07-19,20
2014-07-20,47
2014-07-21,27
2014-07-22,27
2014-07-23,73
2014-07-24,61
2014-07-25,46
2014-07-26,7
2014-07-27,13
2014-07-28,78
2014-07-29,60
2014-07-30,88
2014-07-31,55
2014-08-01,52
2014-08-02,46
2014-08-03,47
2014-08-04,81
2014-08-05,54
2014-08-06,49
2014-08-07,55
2014-08-08,58
2014-08-09,60
2014-08-10,19
2014-08-11,65
2014-08-12,65
2014-08-13,74
2014-08-14,66
2014-08-15,65
2014-08-16,33
2014-08-17,32
2014-08-18,27
2014-08-19,53
2014-08-20,48
2014-08-21,76
2014-08-22,39
2014-08-23,25
2014-08-24,44
2014-08-25,21
2014-08-26,57
2014-08-27,21
2014-08-28,27
2014-08-29,44
2014-08-30,38
2014-08-31,37
2014-09-01,26
2014-09-02,61
2014-09-03,41
2014-09-04,62
2014-09-05,49
2014-09-06,43
2014-09-07,48
2014-09-08,62
2014-09-09,45
2014-09-10,45
2014-09-11,41
2014-09-12,32
2014-09-13,43
2014-09-14,30
2014-09-15,66
2014-09-16,46
2014-09-17,93
2014-09-18,56
2014-09-19,64
2014-09-20,67
2014-09-21,30
2014-09-22,40
2014-09-23,51
2014-09-24,91
2014-09-25,46
2014-09-26,54
2014-09-27,50
2014-09-28,37
2014-09-29,50
2014-09-30,71
2014-10-01,51
2014-10-02,62
2014-10-03,38
2014-10-04,43
2014-10-05,54
2014-10-06,91
2014-10-07,40
2014-10-08,81
2014-10-09,66
2014-10-10,58
2014-10-11,31
2014-10-12,42
2014-10-13,85
2014-10-14,65
2014-10-15,75
2014-10-16,55
2014-10-17,89
2014-10-18,30
2014-10-19,12
2014-10-20,60
2014-10-21,59
2014-10-22,55
2014-10-23,81
2014-10-24,89
2014-10-25,36
2014-10-26,23
2014-10-27,49
2014-10-28,44
2014-10-29,60
2014-10-30,76
2014-10-31,53
2014-11-01,36
2014-11-02,35
2014-11-03,55
2014-11-04,63
2014-11-05,73
2014-11-06,65
2014-11-07,62
2014-11-08,41
2014-11-09,46
2014-11-10,35
2014-11-11,59
2014-11-12,74
2014-11-13,78
2014-11-14,61
2014-11-15,52
2014-11-16,23
2014-11-17,39
2014-11-18,47
2014-11-19,41
2014-11-20,45
2014-11-21,72
2014-11-22,23
2014-11-23,28
2014-11-24,34
2014-11-25,48
2014-11-26,74
2014-11-27,10
2014-11-28,31
2014-11-29,29
2014-11-30,28
2014-12-01,48
