date,CA stock
2011-05-11,30
2011-05-12,63
2011-05-13,60
2011-05-14,59
2011-05-15,29
2011-05-16,32
2011-05-17,27
2011-05-18,27
2011-05-19,27
2011-05-20,25
2011-05-21,47
2011-05-22,17
2011-05-23,33
2011-05-24,36
2011-05-25,43
2011-05-26,40
2011-05-27,43
2011-05-28,21
2011-05-29,17
2011-05-30,21
2011-05-31,33
2011-06-01,57
2011-06-02,46
2011-06-03,32
2011-06-04,22
2011-06-05,21
2011-06-06,36
2011-06-07,42
2011-06-08,40
2011-06-09,23
2011-06-10,32
2011-06-11,26
2011-06-12,51
2011-06-13,34
2011-06-14,49
2011-06-15,43
2011-06-16,34
2011-06-17,42
2011-06-18,30
2011-06-19,34
2011-06-20,29
2011-06-21,33
2011-06-22,17
2011-06-23,45
2011-06-24,32
2011-06-25,26
2011-06-26,35
2011-06-27,26
2011-06-28,46
2011-06-29,34
2011-06-30,31
2011-07-01,50
2011-07-02,17
2011-07-03,13
2011-07-04,14
2011-07-05,34
2011-07-06,50
2011-07-07,20
2011-07-08,57
2011-07-09,18
2011-07-10,35
2011-07-11,44
2011-07-12,24
2011-07-13,47
2011-07-14,21
2011-07-15,40
2011-07-16,56
2011-07-17,22
2011-07-18,33
2011-07-19,63
2011-07-20,47
2011-07-21,47
2011-07-22,60
2011-07-23,42
2011-07-24,30
2011-07-25,36
2011-07-26,30
2011-07-27,33
2011-07-28,47
2011-07-29,39
2011-07-30,21
2011-07-31,13
2011-08-01,41
2011-08-02,30
2011-08-03,57
2011-08-04,67
2011-08-05,49
2011-08-06,42
2011-08-07,41
2011-08-08,100
2011-08-09,58
2011-08-10,76
2011-08-11,76
2011-08-12,39
2011-08-13,34
2011-08-14,33
2011-08-15,41
2011-08-16,60
2011-08-17,40
2011-08-18,82
2011-08-19,31
2011-08-20,33
2011-08-21,24
2011-08-22,35
2011-08-23,47
2011-08-24,64
2011-08-25,48
2011-08-26,34
2011-08-27,28
2011-08-28,20
2011-08-29,29
2011-08-30,35
2011-08-31,29
2011-09-01,42
2011-09-02,40
2011-09-03,39
2011-09-04,23
2011-09-05,16
2011-09-06,34
2011-09-07,25
2011-09-08,41
2011-09-09,45
2011-09-10,35
2011-09-11,30
2011-09-12,49
2011-09-13,33
2011-09-14,43
2011-09-15,25
2011-09-16,23
2011-09-17,19
2011-09-18,37
2011-09-19,24
2011-09-20,24
2011-09-21,39
2011-09-22,49
2011-09-23,29
2011-09-24,34
2011-09-25,11
2011-09-26,36
2011-09-27,24
2011-09-28,21
2011-09-29,37
2011-09-30,29
2011-10-01,35
2011-10-02,11
2011-10-03,37
2011-10-04,54
2011-10-05,48
2011-10-06,43
2011-10-07,35
2011-10-08,15
2011-10-09,33
2011-10-10,33
2011-10-11,39
2011-10-12,35
2011-10-13,42
2011-10-14,47
2011-10-15,37
2011-10-16,40
2011-10-17,29
2011-10-18,56
2011-10-19,47
2011-10-20,51
2011-10-21,38
2011-10-22,26
2011-10-23,21
2011-10-24,35
2011-10-25,35
2011-10-26,30
2011-10-27,39
2011-10-28,51
2011-10-29,30
2011-10-30,14
2011-10-31,24
2011-11-01,34
2011-11-02,45
2011-11-03,36
2011-11-04,37
2011-11-05,7
2011-11-06,21
2011-11-07,47
2011-11-08,49
2011-11-09,41
2011-11-10,41
2011-11-11,47
2011-11-12,22
2011-11-13,14
2011-11-14,37
2011-11-15,44
2011-11-16,20
2011-11-17,32
2011-11-18,31
2011-11-19,21
2011-11-20,14
2011-11-21,26
2011-11-22,46
2011-11-23,47
2011-11-24,37
2011-11-25,25
2011-11-26,14
2011-11-27,17
2011-11-28,37
2011-11-29,23
2011-11-30,46
2011-12-01,43
2011-12-02,31
2011-12-03,25
2011-12-04,41
2011-12-05,31
2011-12-06,80
2011-12-07,40
2011-12-08,29
2011-12-09,21
2011-12-10,10
2011-12-11,17
2011-12-12,23
2011-12-13,31
2011-12-14,40
2011-12-15,29
2011-12-16,25
2011-12-17,39
2011-12-18,36
2011-12-19,17
2011-12-20,44
2011-12-21,36
2011-12-22,19
2011-12-23,36
2011-12-24,20
2011-12-25,8
2011-12-26,14
2011-12-27,34
2011-12-28,59
2011-12-29,38
2011-12-30,26
2011-12-31,23
2012-01-01,24
2012-01-02,22
2012-01-03,26
2012-01-04,40
2012-01-05,37
2012-01-06,18
2012-01-07,37
2012-01-08,16
2012-01-09,36
2012-01-10,41
2012-01-11,27
2012-01-12,31
2012-01-13,49
2012-01-14,50
2012-01-15,16
2012-01-16,27
2012-01-17,40
2012-01-18,35
2012-01-19,41
2012-01-20,45
2012-01-21,46
2012-01-22,19
2012-01-23,24
2012-01-24,46
2012-01-25,43
2012-01-26,44
