date,CA stock
2012-01-26,82
2012-01-27,56
2012-01-28,38
2012-01-29,26
2012-01-30,32
2012-01-31,31
2012-02-01,21
2012-02-02,43
2012-02-03,55
2012-02-04,32
2012-02-05,25
2012-02-06,58
2012-02-07,41
2012-02-08,31
2012-02-09,47
2012-02-10,66
2012-02-11,32
2012-02-12,12
2012-02-13,51
2012-02-14,11
2012-02-15,11
2012-02-16,43
2012-02-17,39
2012-02-18,58
2012-02-19,39
2012-02-20,27
2012-02-21,22
2012-02-22,47
2012-02-23,26
2012-02-24,22
2012-02-25,38
2012-02-26,38
2012-02-27,57
2012-02-28,52
2012-02-29,57
2012-03-01,43
2012-03-02,39
2012-03-03,13
2012-03-04,32
2012-03-05,49
2012-03-06,26
2012-03-07,36
2012-03-08,38
2012-03-09,77
2012-03-10,32
2012-03-11,18
2012-03-12,21
2012-03-13,26
2012-03-14,26
2012-03-15,53
2012-03-16,49
2012-03-17,57
2012-03-18,19
2012-03-19,31
2012-03-20,36
2012-03-21,26
2012-03-22,32
2012-03-23,39
2012-03-24,19
2012-03-25,13
2012-03-26,57
2012-03-27,31
2012-03-28,26
2012-03-29,42
2012-03-30,56
2012-03-31,38
2012-04-01,13
2012-04-02,42
2012-04-03,31
2012-04-04,27
2012-04-05,55
2012-04-06,31
2012-04-07,27
2012-04-08,13
2012-04-09,12
2012-04-10,22
2012-04-11,26
2012-04-12,21
2012-04-13,28
2012-04-14,0
2012-04-15,19
2012-04-16,26
2012-04-17,31
2012-04-18,31
2012-04-19,47
2012-04-20,16
2012-04-21,19
2012-04-22,24
2012-04-23,46
2012-04-24,31
2012-04-25,36
2012-04-26,47
2012-04-27,33
2012-04-28,19
2012-04-29,38
2012-04-30,43
2012-05-01,34
2012-05-02,51
2012-05-03,26
2012-05-04,27
2012-05-05,44
2012-05-06,19
2012-05-07,46
2012-05-08,51
2012-05-09,51
2012-05-10,58
2012-05-11,38
2012-05-12,39
2012-05-13,13
2012-05-14,25
2012-05-15,55
2012-05-16,56
2012-05-17,48
2012-05-18,100
2012-05-19,33
2012-05-20,32
2012-05-21,56
2012-05-22,41
2012-05-23,31
2012-05-24,37
2012-05-25,33
2012-05-26,20
2012-05-27,7
2012-05-28,16
2012-05-29,56
2012-05-30,40
2012-05-31,26
2012-06-01,54
2012-06-02,19
2012-06-03,38
2012-06-04,71
2012-06-05,26
2012-06-06,25
2012-06-07,42
2012-06-08,32
2012-06-09,37
2012-06-10,12
2012-06-11,66
2012-06-12,30
2012-06-13,10
2012-06-14,62
2012-06-15,33
2012-06-16,13
2012-06-17,19
2012-06-18,50
2012-06-19,35
2012-06-20,31
2012-06-21,52
2012-06-22,32
2012-06-23,26
2012-06-24,32
2012-06-25,20
2012-06-26,61
2012-06-27,56
2012-06-28,47
2012-06-29,28
2012-06-30,33
2012-07-01,19
2012-07-02,52
2012-07-03,21
2012-07-04,33
2012-07-05,54
2012-07-06,38
2012-07-07,19
2012-07-08,26
2012-07-09,36
2012-07-10,31
2012-07-11,10
2012-07-12,26
2012-07-13,33
2012-07-14,45
2012-07-15,26
2012-07-16,21
2012-07-17,62
2012-07-18,31
2012-07-19,37
2012-07-20,49
2012-07-21,33
2012-07-22,46
2012-07-23,41
2012-07-24,47
2012-07-25,26
2012-07-26,42
2012-07-27,33
2012-07-28,46
2012-07-29,19
2012-07-30,41
2012-07-31,21
2012-08-01,16
2012-08-02,37
2012-08-03,44
2012-08-04,13
2012-08-05,19
2012-08-06,10
2012-08-07,62
2012-08-08,26
2012-08-09,37
2012-08-10,33
2012-08-11,26
2012-08-12,26
2012-08-13,47
2012-08-14,26
2012-08-15,16
2012-08-16,27
2012-08-17,39
2012-08-18,26
2012-08-19,33
2012-08-20,38
2012-08-21,52
2012-08-22,62
2012-08-23,37
2012-08-24,38
2012-08-25,19
2012-08-26,25
2012-08-27,41
2012-08-28,56
2012-08-29,45
2012-08-30,47
2012-08-31,32
2012-09-01,56
2012-09-02,12
2012-09-03,52
2012-09-04,49
2012-09-05,20
2012-09-06,56
2012-09-07,32
2012-09-08,19
2012-09-09,30
2012-09-10,15
2012-09-11,39
2012-09-12,34
2012-09-13,50
2012-09-14,67
2012-09-15,18
2012-09-16,18
2012-09-17,20
2012-09-18,20
2012-09-19,25
2012-09-20,20
2012-09-21,42
2012-09-22,43
2012-09-23,12
2012-09-24,29
2012-09-25,44
2012-09-26,19
2012-09-27,55
2012-09-28,26
2012-09-29,42
2012-09-30,24
2012-10-01,25
2012-10-02,49
2012-10-03,10
2012-10-04,24
2012-10-05,25
2012-10-06,6
2012-10-07,45
2012-10-08,52
2012-10-09,43
2012-10-10,19
2012-10-11,34
2012-10-12,46
