date,CA stock
2015-12-26,39
2015-12-27,35
2015-12-28,41
2015-12-29,57
2015-12-30,54
2015-12-31,30
2016-01-01,47
2016-01-02,30
2016-01-03,21
2016-01-04,70
2016-01-05,63
2016-01-06,87
2016-01-07,86
2016-01-08,61
2016-01-09,12
2016-01-10,28
2016-01-11,82
2016-01-12,57
2016-01-13,55
2016-01-14,86
2016-01-15,75
2016-01-16,38
2016-01-17,49
2016-01-18,55
2016-01-19,65
2016-01-20,83
2016-01-21,63
2016-01-22,61
2016-01-23,41
2016-01-24,29
2016-01-25,36
2016-01-26,69
2016-01-27,62
2016-01-28,62
2016-01-29,53
2016-01-30,42
2016-01-31,20
2016-02-01,80
2016-02-02,46
2016-02-03,54
2016-02-04,55
2016-02-05,57
2016-02-06,29
2016-02-07,25
2016-02-08,52
2016-02-09,70
2016-02-10,54
2016-02-11,51
2016-02-12,60
2016-02-13,8
2016-02-14,28
2016-02-15,32
2016-02-16,50
2016-02-17,79
2016-02-18,58
2016-02-19,59
2016-02-20,29
2016-02-21,20
2016-02-22,71
2016-02-23,35
2016-02-24,50
2016-02-25,62
2016-02-26,56
2016-02-27,33
2016-02-28,36
2016-02-29,45
2016-03-01,74
2016-03-02,60
2016-03-03,57
2016-03-04,52
2016-03-05,61
2016-03-06,40
2016-03-07,67
2016-03-08,46
2016-03-09,71
2016-03-10,25
2016-03-11,71
2016-03-12,25
2016-03-13,28
2016-03-14,64
2016-03-15,53
2016-03-16,46
2016-03-17,63
2016-03-18,53
2016-03-19,37
2016-03-20,12
2016-03-21,50
2016-03-22,58
2016-03-23,26
2016-03-24,62
2016-03-25,16
2016-03-26,30
2016-03-27,26
2016-03-28,60
2016-03-29,71
2016-03-30,69
2016-03-31,43
2016-04-01,41
2016-04-02,16
2016-04-03,29
2016-04-04,61
2016-04-05,68
2016-04-06,46
2016-04-07,51
2016-04-08,60
2016-04-09,34
2016-04-10,49
2016-04-11,50
2016-04-12,57
2016-04-13,54
2016-04-14,58
2016-04-15,72
2016-04-16,4
2016-04-17,12
2016-04-18,58
2016-04-19,36
2016-04-20,43
2016-04-21,37
2016-04-22,49
2016-04-23,54
2016-04-24,41
2016-04-25,46
2016-04-26,85
2016-04-27,67
2016-04-28,58
2016-04-29,53
2016-04-30,29
2016-05-01,21
2016-05-02,47
2016-05-03,64
2016-05-04,40
2016-05-05,60
2016-05-06,50
2016-05-07,60
2016-05-08,47
2016-05-09,33
2016-05-10,93
2016-05-11,61
2016-05-12,44
2016-05-13,45
2016-05-14,50
2016-05-15,17
2016-05-16,68
2016-05-17,49
2016-05-18,53
2016-05-19,50
2016-05-20,46
2016-05-21,52
2016-05-22,46
2016-05-23,100
2016-05-24,36
2016-05-25,52
2016-05-26,42
2016-05-27,66
2016-05-28,47
2016-05-29,9
2016-05-30,19
2016-05-31,47
2016-06-01,44
2016-06-02,45
2016-06-03,57
2016-06-04,43
2016-06-05,29
2016-06-06,40
2016-06-07,58
2016-06-08,54
2016-06-09,56
2016-06-10,61
2016-06-11,21
2016-06-12,21
2016-06-13,33
2016-06-14,71
2016-06-15,51
2016-06-16,59
2016-06-17,46
2016-06-18,52
2016-06-19,13
2016-06-20,44
2016-06-21,66
2016-06-22,84
2016-06-23,53
2016-06-24,74
2016-06-25,39
2016-06-26,47
2016-06-27,47
2016-06-28,59
2016-06-29,52
2016-06-30,52
2016-07-01,58
2016-07-02,31
2016-07-03,44
2016-07-04,23
2016-07-05,62
2016-07-06,47
2016-07-07,75
2016-07-08,32
2016-07-09,23
2016-07-10,22
2016-07-11,69
2016-07-12,50
2016-07-13,59
2016-07-14,45
2016-07-15,64
2016-07-16,27
2016-07-17,32
2016-07-18,39
2016-07-19,65
2016-07-20,59
2016-07-21,23
2016-07-22,32
2016-07-23,23
2016-07-24,14
2016-07-25,57
2016-07-26,38
2016-07-27,50
2016-07-28,55
2016-07-29,72
2016-07-30,23
2016-07-31,22
2016-08-01,53
2016-08-02,61
2016-08-03,51
2016-08-04,67
2016-08-05,50
2016-08-06,33
2016-08-07,19
2016-08-08,92
2016-08-09,52
2016-08-10,60
2016-08-11,29
2016-08-12,51
2016-08-13,23
2016-08-14,14
2016-08-15,38
2016-08-16,52
2016-08-17,53
2016-08-18,50
2016-08-19,42
2016-08-20,42
2016-08-21,5
2016-08-22,52
2016-08-23,40
2016-08-24,31
2016-08-25,58
2016-08-26,32
2016-08-27,27
2016-08-28,9
2016-08-29,67
2016-08-30,45
2016-08-31,34
2016-09-01,45
2016-09-02,40
2016-09-03,18
2016-09-04,13
2016-09-05,8
2016-09-06,56
2016-09-07,42
2016-09-08,57
2016-09-09,47
2016-09-10,53
2016-09-11,35
