date,Apple,isPartial
2018-02-13,80,False
2018-02-14,76,False
2018-02-15,80,False
2018-02-16,79,False
2018-02-17,89,False
2018-02-18,85,False
2018-02-19,81,False
2018-02-20,80,False
2018-02-21,79,False
2018-02-22,80,False
2018-02-23,81,False
2018-02-24,86,False
2018-02-25,84,False
2018-02-26,81,False
2018-02-27,80,False
2018-02-28,80,False
2018-03-01,77,False
2018-03-02,77,False
2018-03-03,85,False
2018-03-04,83,False
2018-03-05,79,False
2018-03-06,77,False
2018-03-07,78,False
2018-03-08,77,False
2018-03-09,76,False
2018-03-10,84,False
2018-03-11,82,False
2018-03-12,80,False
2018-03-13,76,False
2018-03-14,76,False
2018-03-15,77,False
2018-03-16,74,False
2018-03-17,78,False
2018-03-18,80,False
2018-03-19,80,False
2018-03-20,74,False
2018-03-21,74,False
2018-03-22,75,False
2018-03-23,74,False
2018-03-24,80,False
2018-03-25,82,False
2018-03-26,80,False
2018-03-27,100,False
2018-03-28,87,False
2018-03-29,82,False
2018-03-30,86,False
2018-03-31,82,False
2018-04-01,83,False
2018-04-02,83,False
2018-04-03,80,False
2018-04-04,78,False
2018-04-05,79,False
2018-04-06,80,False
2018-04-07,80,False
2018-04-08,80,False
2018-04-09,80,False
2018-04-10,79,False
2018-04-11,74,False
2018-04-12,75,False
2018-04-13,78,False
2018-04-14,80,False
2018-04-15,81,False
2018-04-16,76,False
2018-04-17,75,False
2018-04-18,73,False
2018-04-19,76,False
2018-04-20,77,False
2018-04-21,79,False
2018-04-22,78,False
2018-04-23,75,False
2018-04-24,75,False
2018-04-25,77,False
2018-04-26,74,False
2018-04-27,74,False
2018-04-28,78,False
2018-04-29,77,False
2018-04-30,76,False
2018-05-01,82,False
2018-05-02,80,False
2018-05-03,76,False
2018-05-04,78,False
2018-05-05,78,False
2018-05-06,76,False
2018-05-07,75,False
2018-05-08,76,False
2018-05-09,75,False
2018-05-10,79,False
2018-05-11,76,False
2018-05-12,80,False
2018-05-13,82,False
2018-05-14,77,False
2018-05-15,78,False
2018-05-16,76,False
2018-05-17,75,False
2018-05-18,74,False
2018-05-19,74,False
2018-05-20,76,False
2018-05-21,75,False
2018-05-22,73,False
2018-05-23,74,False
2018-05-24,75,False
2018-05-25,75,False
2018-05-26,78,False
2018-05-27,78,False
2018-05-28,75,False
2018-05-29,72,False
2018-05-30,75,False
2018-05-31,74,False
2018-06-01,76,False
2018-06-02,81,False
2018-06-03,82,False
2018-06-04,99,False
2018-06-05,91,False
2018-06-06,82,False
2018-06-07,77,False
2018-06-08,76,False
2018-06-09,82,False
2018-06-10,84,False
2018-06-11,77,False
2018-06-12,77,False
2018-06-13,74,False
2018-06-14,75,False
2018-06-15,78,False
2018-06-16,78,False
2018-06-17,78,False
2018-06-18,74,False
2018-06-19,75,False
2018-06-20,77,False
2018-06-21,71,False
2018-06-22,73,False
2018-06-23,75,False
2018-06-24,78,False
2018-06-25,74,False
2018-06-26,77,False
2018-06-27,73,False
2018-06-28,75,False
2018-06-29,77,False
