date,Apple,isPartial
2017-05-29,23,False
2017-05-30,22,False
2017-05-31,22,False
2017-06-01,23,False
2017-06-02,22,False
2017-06-03,23,False
2017-06-04,24,False
2017-06-05,37,False
2017-06-06,34,False
2017-06-07,27,False
2017-06-08,24,False
2017-06-09,24,False
2017-06-10,25,False
2017-06-11,25,False
2017-06-12,25,False
2017-06-13,24,False
2017-06-14,24,False
2017-06-15,24,False
2017-06-16,24,False
2017-06-17,25,False
2017-06-18,24,False
2017-06-19,25,False
2017-06-20,24,False
2017-06-21,23,False
2017-06-22,23,False
2017-06-23,22,False
2017-06-24,24,False
2017-06-25,25,False
2017-06-26,24,False
2017-06-27,24,False
2017-06-28,24,False
2017-06-29,23,False
2017-06-30,24,False
2017-07-01,25,False
2017-07-02,25,False
2017-07-03,24,False
2017-07-04,23,False
2017-07-05,23,False
2017-07-06,23,False
2017-07-07,24,False
2017-07-08,24,False
2017-07-09,25,False
2017-07-10,24,False
2017-07-11,24,False
2017-07-12,23,False
2017-07-13,23,False
2017-07-14,24,False
2017-07-15,25,False
2017-07-16,24,False
2017-07-17,25,False
2017-07-18,24,False
2017-07-19,24,False
2017-07-20,23,False
2017-07-21,23,False
2017-07-22,24,False
2017-07-23,25,False
2017-07-24,25,False
2017-07-25,24,False
2017-07-26,24,False
2017-07-27,25,False
2017-07-28,25,False
2017-07-29,25,False
2017-07-30,26,False
2017-07-31,25,False
2017-08-01,25,False
2017-08-02,27,False
2017-08-03,25,False
2017-08-04,25,False
2017-08-05,26,False
2017-08-06,25,False
2017-08-07,26,False
2017-08-08,25,False
2017-08-09,26,False
2017-08-10,25,False
2017-08-11,24,False
2017-08-12,26,False
2017-08-13,26,False
2017-08-14,25,False
2017-08-15,25,False
2017-08-16,24,False
2017-08-17,25,False
2017-08-18,25,False
2017-08-19,26,False
2017-08-20,26,False
2017-08-21,24,False
2017-08-22,25,False
2017-08-23,25,False
2017-08-24,25,False
2017-08-25,25,False
2017-08-26,26,False
2017-08-27,25,False
2017-08-28,25,False
2017-08-29,26,False
2017-08-30,26,False
2017-08-31,25,False
2017-09-01,27,False
2017-09-02,28,False
2017-09-03,29,False
2017-09-04,27,False
2017-09-05,26,False
2017-09-06,26,False
2017-09-07,26,False
2017-09-08,25,False
2017-09-09,28,False
2017-09-10,30,False
2017-09-11,31,False
2017-09-12,100,False
2017-09-13,70,False
2017-09-14,42,False
2017-09-15,42,False
2017-09-16,38,False
2017-09-17,36,False
2017-09-18,34,False
2017-09-19,34,False
2017-09-20,35,False
2017-09-21,34,False
2017-09-22,37,False
2017-09-23,39,False
2017-09-24,37,False
2017-09-25,33,False
2017-09-26,32,False
2017-09-27,31,False
2017-09-28,31,False
2017-09-29,32,False
2017-09-30,35,False
2017-10-01,37,False
2017-10-02,30,False
2017-10-03,30,False
2017-10-04,30,False
2017-10-05,31,False
2017-10-06,31,False
2017-10-07,34,False
2017-10-08,35,False
2017-10-09,30,False
2017-10-10,29,False
2017-10-11,29,False
2017-10-12,29,False
2017-10-13,29,False
2017-10-14,32,False
2017-10-15,34,False
2017-10-16,29,False
2017-10-17,28,False
2017-10-18,28,False
2017-10-19,28,False
2017-10-20,28,False
2017-10-21,31,False
2017-10-22,32,False
2017-10-23,28,False
2017-10-24,29,False
2017-10-25,28,False
2017-10-26,29,False
2017-10-27,40,False
2017-10-28,32,False
2017-10-29,32,False
2017-10-30,29,False
2017-10-31,28,False
2017-11-01,29,False
2017-11-02,30,False
2017-11-03,36,False
2017-11-04,35,False
2017-11-05,34,False
2017-11-06,31,False
2017-11-07,30,False
2017-11-08,30,False
2017-11-09,30,False
2017-11-10,31,False
2017-11-11,33,False
2017-11-12,32,False
2017-11-13,29,False
2017-11-14,29,False
2017-11-15,29,False
2017-11-16,29,False
2017-11-17,30,False
2017-11-18,33,False
2017-11-19,34,False
2017-11-20,32,False
2017-11-21,33,False
2017-11-22,37,False
2017-11-23,41,False
2017-11-24,45,False
2017-11-25,38,False
2017-11-26,35,False
2017-11-27,35,False
2017-11-28,31,False
2017-11-29,30,False
2017-11-30,28,False
2017-12-01,28,False
2017-12-02,34,False
2017-12-03,33,False
2017-12-04,29,False
2017-12-05,29,False
2017-12-06,29,False
2017-12-07,29,False
2017-12-08,28,False
2017-12-09,32,False
2017-12-10,32,False
2017-12-11,30,False
2017-12-12,28,False
2017-12-13,28,False
2017-12-14,29,False
2017-12-15,29,False
2017-12-16,33,False
2017-12-17,33,False
2017-12-18,30,False
2017-12-19,30,False
2017-12-20,31,False
2017-12-21,33,False
2017-12-22,32,False
2017-12-23,35,False
2017-12-24,35,False
2017-12-25,47,False
2017-12-26,42,False
2017-12-27,39,False
2017-12-28,36,False
2017-12-29,38,False
2017-12-30,34,False
2017-12-31,31,False
2018-01-01,31,False
2018-01-02,32,False
2018-01-03,31,False
2018-01-04,30,False
2018-01-05,31,False
2018-01-06,32,False
2018-01-07,30,False
2018-01-08,28,False
2018-01-09,28,False
2018-01-10,27,False
2018-01-11,27,False
2018-01-12,28,False
2018-01-13,28,False
2018-01-14,28,False
2018-01-15,26,False
2018-01-16,26,False
2018-01-17,26,False
2018-01-18,28,False
2018-01-19,26,False
2018-01-20,29,False
2018-01-21,28,False
2018-01-22,26,False
2018-01-23,27,False
2018-01-24,26,False
2018-01-25,26,False
2018-01-26,27,False
2018-01-27,28,False
2018-01-28,28,False
2018-01-29,27,False
2018-01-30,26,False
2018-01-31,26,False
2018-02-01,26,False
2018-02-02,26,False
2018-02-03,28,False
2018-02-04,27,False
2018-02-05,26,False
2018-02-06,26,False
2018-02-07,25,False
2018-02-08,25,False
2018-02-09,26,False
2018-02-10,27,False
2018-02-11,28,False
2018-02-12,26,False
2018-02-13,25,False
