date,Apple,isPartial
2015-04-10,41,False
2015-04-11,36,False
2015-04-12,33,False
2015-04-13,31,False
2015-04-14,29,False
2015-04-15,29,False
2015-04-16,29,False
2015-04-17,30,False
2015-04-18,28,False
2015-04-19,29,False
2015-04-20,30,False
2015-04-21,29,False
2015-04-22,29,False
2015-04-23,30,False
2015-04-24,34,False
2015-04-25,37,False
2015-04-26,34,False
2015-04-27,33,False
2015-04-28,32,False
2015-04-29,31,False
2015-04-30,30,False
2015-05-01,31,False
2015-05-02,30,False
2015-05-03,29,False
2015-05-04,29,False
2015-05-05,28,False
2015-05-06,28,False
2015-05-07,28,False
2015-05-08,27,False
2015-05-09,30,False
2015-05-10,29,False
2015-05-11,28,False
2015-05-12,28,False
2015-05-13,27,False
2015-05-14,27,False
2015-05-15,27,False
2015-05-16,28,False
2015-05-17,28,False
2015-05-18,27,False
2015-05-19,28,False
2015-05-20,28,False
2015-05-21,28,False
2015-05-22,27,False
2015-05-23,28,False
2015-05-24,27,False
2015-05-25,27,False
2015-05-26,27,False
2015-05-27,28,False
2015-05-28,28,False
2015-05-29,28,False
2015-05-30,28,False
2015-05-31,30,False
2015-06-01,29,False
2015-06-02,29,False
2015-06-03,28,False
2015-06-04,27,False
2015-06-05,27,False
2015-06-06,28,False
2015-06-07,29,False
2015-06-08,40,False
2015-06-09,37,False
2015-06-10,31,False
2015-06-11,30,False
2015-06-12,29,False
2015-06-13,29,False
2015-06-14,31,False
2015-06-15,28,False
2015-06-16,27,False
2015-06-17,28,False
2015-06-18,28,False
2015-06-19,27,False
2015-06-20,29,False
2015-06-21,30,False
2015-06-22,32,False
2015-06-23,30,False
2015-06-24,28,False
2015-06-25,29,False
2015-06-26,31,False
2015-06-27,30,False
2015-06-28,30,False
2015-06-29,30,False
2015-06-30,38,False
2015-07-01,40,False
2015-07-02,35,False
2015-07-03,34,False
2015-07-04,34,False
2015-07-05,33,False
2015-07-06,31,False
2015-07-07,32,False
2015-07-08,31,False
2015-07-09,31,False
2015-07-10,29,False
2015-07-11,31,False
2015-07-12,32,False
2015-07-13,30,False
2015-07-14,31,False
2015-07-15,31,False
2015-07-16,31,False
2015-07-17,30,False
2015-07-18,32,False
2015-07-19,32,False
2015-07-20,31,False
2015-07-21,32,False
2015-07-22,32,False
2015-07-23,30,False
2015-07-24,29,False
2015-07-25,30,False
2015-07-26,30,False
2015-07-27,30,False
2015-07-28,30,False
2015-07-29,29,False
2015-07-30,28,False
2015-07-31,29,False
2015-08-01,30,False
2015-08-02,30,False
2015-08-03,29,False
2015-08-04,29,False
2015-08-05,29,False
2015-08-06,28,False
2015-08-07,30,False
2015-08-08,30,False
2015-08-09,31,False
2015-08-10,31,False
2015-08-11,30,False
2015-08-12,30,False
2015-08-13,29,False
2015-08-14,29,False
2015-08-15,31,False
2015-08-16,31,False
2015-08-17,31,False
2015-08-18,30,False
2015-08-19,30,False
2015-08-20,29,False
2015-08-21,29,False
2015-08-22,31,False
2015-08-23,32,False
2015-08-24,31,False
2015-08-25,31,False
2015-08-26,30,False
2015-08-27,30,False
2015-08-28,31,False
2015-08-29,31,False
2015-08-30,33,False
2015-08-31,32,False
2015-09-01,31,False
2015-09-02,31,False
2015-09-03,31,False
2015-09-04,31,False
2015-09-05,32,False
2015-09-06,34,False
2015-09-07,34,False
2015-09-08,36,False
2015-09-09,100,False
2015-09-10,78,False
2015-09-11,50,False
2015-09-12,58,False
2015-09-13,44,False
2015-09-14,39,False
2015-09-15,36,False
2015-09-16,39,False
2015-09-17,40,False
2015-09-18,39,False
2015-09-19,42,False
2015-09-20,42,False
2015-09-21,41,False
2015-09-22,40,False
2015-09-23,39,False
2015-09-24,38,False
2015-09-25,44,False
2015-09-26,46,False
2015-09-27,43,False
2015-09-28,39,False
2015-09-29,38,False
2015-09-30,39,False
2015-10-01,37,False
2015-10-02,39,False
2015-10-03,42,False
2015-10-04,42,False
2015-10-05,37,False
2015-10-06,37,False
2015-10-07,36,False
2015-10-08,35,False
2015-10-09,38,False
2015-10-10,43,False
2015-10-11,42,False
2015-10-12,38,False
2015-10-13,36,False
2015-10-14,36,False
2015-10-15,35,False
2015-10-16,36,False
2015-10-17,38,False
2015-10-18,39,False
2015-10-19,34,False
2015-10-20,33,False
2015-10-21,34,False
2015-10-22,34,False
2015-10-23,34,False
2015-10-24,37,False
2015-10-25,37,False
2015-10-26,35,False
2015-10-27,36,False
2015-10-28,35,False
2015-10-29,34,False
2015-10-30,36,False
2015-10-31,36,False
2015-11-01,35,False
2015-11-02,35,False
2015-11-03,34,False
2015-11-04,32,False
2015-11-05,32,False
2015-11-06,32,False
2015-11-07,35,False
2015-11-08,35,False
2015-11-09,32,False
2015-11-10,33,False
2015-11-11,34,False
2015-11-12,34,False
2015-11-13,34,False
2015-11-14,33,False
2015-11-15,33,False
2015-11-16,33,False
2015-11-17,32,False
2015-11-18,32,False
2015-11-19,32,False
2015-11-20,32,False
2015-11-21,35,False
2015-11-22,37,False
2015-11-23,35,False
2015-11-24,35,False
2015-11-25,38,False
2015-11-26,44,False
2015-11-27,47,False
2015-11-28,38,False
2015-11-29,36,False
2015-11-30,36,False
2015-12-01,32,False
2015-12-02,30,False
2015-12-03,30,False
2015-12-04,31,False
2015-12-05,33,False
2015-12-06,35,False
2015-12-07,33,False
2015-12-08,33,False
2015-12-09,33,False
2015-12-10,32,False
2015-12-11,32,False
2015-12-12,37,False
2015-12-13,35,False
2015-12-14,33,False
2015-12-15,33,False
2015-12-16,33,False
2015-12-17,32,False
2015-12-18,34,False
2015-12-19,35,False
2015-12-20,39,False
2015-12-21,37,False
2015-12-22,36,False
2015-12-23,37,False
2015-12-24,39,False
2015-12-25,51,False
2015-12-26,47,False
