date,Apple,isPartial
2012-01-26,18,False
2012-01-27,19,False
2012-01-28,20,False
2012-01-29,20,False
2012-01-30,19,False
2012-01-31,18,False
2012-02-01,17,False
2012-02-02,17,False
2012-02-03,18,False
2012-02-04,20,False
2012-02-05,19,False
2012-02-06,17,False
2012-02-07,18,False
2012-02-08,17,False
2012-02-09,17,False
2012-02-10,17,False
2012-02-11,18,False
2012-02-12,18,False
2012-02-13,18,False
2012-02-14,17,False
2012-02-15,17,False
2012-02-16,19,False
2012-02-17,19,False
2012-02-18,19,False
2012-02-19,19,False
2012-02-20,18,False
2012-02-21,18,False
2012-02-22,17,False
2012-02-23,17,False
2012-02-24,18,False
2012-02-25,19,False
2012-02-26,18,False
2012-02-27,17,False
2012-02-28,17,False
2012-02-29,19,False
2012-03-01,18,False
2012-03-02,19,False
2012-03-03,20,False
2012-03-04,20,False
2012-03-05,18,False
2012-03-06,19,False
2012-03-07,49,False
2012-03-08,39,False
2012-03-09,26,False
2012-03-10,26,False
2012-03-11,23,False
2012-03-12,21,False
2012-03-13,20,False
2012-03-14,20,False
2012-03-15,21,False
2012-03-16,25,False
2012-03-17,24,False
2012-03-18,23,False
2012-03-19,23,False
2012-03-20,21,False
2012-03-21,20,False
2012-03-22,19,False
2012-03-23,20,False
2012-03-24,21,False
2012-03-25,20,False
2012-03-26,19,False
2012-03-27,18,False
2012-03-28,18,False
2012-03-29,18,False
2012-03-30,18,False
2012-03-31,20,False
2012-04-01,20,False
2012-04-02,17,False
2012-04-03,17,False
2012-04-04,18,False
2012-04-05,18,False
2012-04-06,19,False
2012-04-07,20,False
2012-04-08,19,False
2012-04-09,19,False
2012-04-10,17,False
2012-04-11,18,False
2012-04-12,18,False
2012-04-13,17,False
2012-04-14,18,False
2012-04-15,18,False
2012-04-16,17,False
2012-04-17,17,False
2012-04-18,17,False
2012-04-19,17,False
2012-04-20,17,False
2012-04-21,18,False
2012-04-22,19,False
2012-04-23,18,False
2012-04-24,18,False
2012-04-25,18,False
2012-04-26,17,False
2012-04-27,17,False
2012-04-28,18,False
2012-04-29,19,False
2012-04-30,18,False
2012-05-01,18,False
2012-05-02,16,False
2012-05-03,17,False
2012-05-04,17,False
2012-05-05,18,False
2012-05-06,17,False
2012-05-07,17,False
2012-05-08,17,False
2012-05-09,17,False
2012-05-10,16,False
2012-05-11,17,False
2012-05-12,18,False
2012-05-13,18,False
2012-05-14,17,False
2012-05-15,17,False
2012-05-16,17,False
2012-05-17,16,False
2012-05-18,16,False
2012-05-19,16,False
2012-05-20,17,False
2012-05-21,17,False
2012-05-22,17,False
2012-05-23,16,False
2012-05-24,16,False
2012-05-25,15,False
2012-05-26,17,False
2012-05-27,17,False
2012-05-28,16,False
2012-05-29,16,False
2012-05-30,17,False
2012-05-31,16,False
2012-06-01,16,False
2012-06-02,18,False
2012-06-03,18,False
2012-06-04,16,False
2012-06-05,17,False
2012-06-06,16,False
2012-06-07,17,False
2012-06-08,17,False
2012-06-09,18,False
2012-06-10,19,False
2012-06-11,32,False
2012-06-12,30,False
2012-06-13,21,False
2012-06-14,20,False
2012-06-15,20,False
2012-06-16,21,False
2012-06-17,20,False
2012-06-18,19,False
2012-06-19,19,False
2012-06-20,18,False
2012-06-21,17,False
2012-06-22,18,False
2012-06-23,20,False
2012-06-24,19,False
2012-06-25,18,False
