date,Apple,isPartial
2012-06-04,17,False
2012-06-05,16,False
2012-06-06,16,False
2012-06-07,17,False
2012-06-08,17,False
2012-06-09,18,False
2012-06-10,18,False
2012-06-11,32,False
2012-06-12,29,False
2012-06-13,22,False
2012-06-14,19,False
2012-06-15,19,False
2012-06-16,21,False
2012-06-17,20,False
2012-06-18,18,False
2012-06-19,19,False
2012-06-20,18,False
2012-06-21,18,False
2012-06-22,18,False
2012-06-23,19,False
2012-06-24,19,False
2012-06-25,18,False
2012-06-26,18,False
2012-06-27,18,False
2012-06-28,17,False
2012-06-29,17,False
2012-06-30,19,False
2012-07-01,20,False
2012-07-02,17,False
2012-07-03,17,False
2012-07-04,17,False
2012-07-05,17,False
2012-07-06,18,False
2012-07-07,18,False
2012-07-08,18,False
2012-07-09,17,False
2012-07-10,17,False
2012-07-11,17,False
2012-07-12,17,False
2012-07-13,17,False
2012-07-14,19,False
2012-07-15,19,False
2012-07-16,18,False
2012-07-17,17,False
2012-07-18,18,False
2012-07-19,17,False
2012-07-20,17,False
2012-07-21,19,False
2012-07-22,18,False
2012-07-23,18,False
2012-07-24,19,False
2012-07-25,20,False
2012-07-26,20,False
2012-07-27,18,False
2012-07-28,19,False
2012-07-29,19,False
2012-07-30,18,False
2012-07-31,19,False
2012-08-01,18,False
2012-08-02,18,False
2012-08-03,18,False
2012-08-04,18,False
2012-08-05,18,False
2012-08-06,18,False
2012-08-07,18,False
2012-08-08,17,False
2012-08-09,17,False
2012-08-10,17,False
2012-08-11,18,False
2012-08-12,18,False
2012-08-13,18,False
2012-08-14,18,False
2012-08-15,18,False
2012-08-16,18,False
2012-08-17,18,False
2012-08-18,19,False
2012-08-19,19,False
2012-08-20,19,False
2012-08-21,20,False
2012-08-22,19,False
2012-08-23,18,False
2012-08-24,19,False
2012-08-25,25,False
2012-08-26,22,False
2012-08-27,22,False
2012-08-28,23,False
2012-08-29,24,False
2012-08-30,23,False
2012-08-31,21,False
2012-09-01,22,False
2012-09-02,22,False
2012-09-03,22,False
2012-09-04,21,False
2012-09-05,22,False
2012-09-06,21,False
2012-09-07,21,False
2012-09-08,21,False
2012-09-09,22,False
2012-09-10,22,False
2012-09-11,25,False
2012-09-12,100,False
2012-09-13,60,False
2012-09-14,44,False
2012-09-15,34,False
2012-09-16,31,False
2012-09-17,27,False
2012-09-18,26,False
2012-09-19,30,False
2012-09-20,34,False
2012-09-21,40,False
2012-09-22,37,False
2012-09-23,35,False
2012-09-24,31,False
2012-09-25,29,False
2012-09-26,28,False
2012-09-27,27,False
2012-09-28,30,False
2012-09-29,31,False
2012-09-30,29,False
2012-10-01,25,False
2012-10-02,25,False
2012-10-03,24,False
2012-10-04,23,False
2012-10-05,26,False
2012-10-06,29,False
2012-10-07,27,False
2012-10-08,24,False
2012-10-09,22,False
2012-10-10,23,False
2012-10-11,22,False
2012-10-12,23,False
2012-10-13,26,False
2012-10-14,25,False
2012-10-15,22,False
2012-10-16,22,False
2012-10-17,21,False
2012-10-18,21,False
2012-10-19,21,False
2012-10-20,24,False
2012-10-21,25,False
2012-10-22,22,False
2012-10-23,42,False
2012-10-24,37,False
2012-10-25,28,False
2012-10-26,28,False
2012-10-27,27,False
2012-10-28,25,False
2012-10-29,23,False
2012-10-30,22,False
2012-10-31,21,False
2012-11-01,23,False
2012-11-02,26,False
2012-11-03,26,False
2012-11-04,26,False
2012-11-05,22,False
2012-11-06,22,False
2012-11-07,21,False
2012-11-08,22,False
2012-11-09,22,False
2012-11-10,25,False
2012-11-11,24,False
2012-11-12,22,False
2012-11-13,21,False
2012-11-14,21,False
2012-11-15,22,False
2012-11-16,22,False
2012-11-17,24,False
2012-11-18,25,False
2012-11-19,24,False
2012-11-20,25,False
2012-11-21,27,False
2012-11-22,30,False
2012-11-23,37,False
2012-11-24,27,False
2012-11-25,24,False
2012-11-26,24,False
2012-11-27,22,False
2012-11-28,21,False
2012-11-29,21,False
2012-11-30,22,False
2012-12-01,24,False
2012-12-02,24,False
2012-12-03,22,False
2012-12-04,22,False
2012-12-05,21,False
2012-12-06,22,False
2012-12-07,22,False
2012-12-08,24,False
2012-12-09,23,False
2012-12-10,22,False
2012-12-11,22,False
2012-12-12,22,False
2012-12-13,22,False
2012-12-14,22,False
2012-12-15,24,False
2012-12-16,24,False
2012-12-17,23,False
2012-12-18,23,False
2012-12-19,22,False
2012-12-20,22,False
2012-12-21,22,False
2012-12-22,24,False
2012-12-23,25,False
2012-12-24,26,False
2012-12-25,33,False
2012-12-26,30,False
2012-12-27,26,False
2012-12-28,25,False
2012-12-29,25,False
2012-12-30,24,False
2012-12-31,22,False
2013-01-01,23,False
2013-01-02,23,False
2013-01-03,22,False
2013-01-04,22,False
2013-01-05,22,False
2013-01-06,21,False
2013-01-07,20,False
2013-01-08,19,False
2013-01-09,19,False
2013-01-10,19,False
2013-01-11,18,False
2013-01-12,20,False
2013-01-13,20,False
2013-01-14,19,False
2013-01-15,18,False
2013-01-16,18,False
2013-01-17,18,False
2013-01-18,18,False
2013-01-19,20,False
2013-01-20,19,False
2013-01-21,17,False
2013-01-22,18,False
2013-01-23,19,False
2013-01-24,20,False
2013-01-25,19,False
2013-01-26,20,False
2013-01-27,19,False
2013-01-28,18,False
2013-01-29,19,False
2013-01-30,19,False
2013-01-31,18,False
2013-02-01,18,False
2013-02-02,20,False
2013-02-03,19,False
2013-02-04,18,False
2013-02-05,18,False
2013-02-06,18,False
2013-02-07,17,False
2013-02-08,18,False
2013-02-09,19,False
2013-02-10,19,False
2013-02-11,18,False
2013-02-12,18,False
2013-02-13,18,False
2013-02-14,17,False
2013-02-15,17,False
2013-02-16,19,False
2013-02-17,19,False
2013-02-18,17,False
2013-02-19,17,False
