date,Apple,isPartial
2016-09-11,78,False
2016-09-12,70,False
2016-09-13,72,False
2016-09-14,77,False
2016-09-15,77,False
2016-09-16,86,False
2016-09-17,90,False
2016-09-18,82,False
2016-09-19,75,False
2016-09-20,71,False
2016-09-21,73,False
2016-09-22,71,False
2016-09-23,73,False
2016-09-24,77,False
2016-09-25,77,False
2016-09-26,72,False
2016-09-27,69,False
2016-09-28,75,False
2016-09-29,71,False
2016-09-30,73,False
2016-10-01,78,False
2016-10-02,78,False
2016-10-03,71,False
2016-10-04,68,False
2016-10-05,64,False
2016-10-06,63,False
2016-10-07,66,False
2016-10-08,76,False
2016-10-09,75,False
2016-10-10,65,False
2016-10-11,64,False
2016-10-12,64,False
2016-10-13,63,False
2016-10-14,64,False
2016-10-15,71,False
2016-10-16,71,False
2016-10-17,63,False
2016-10-18,59,False
2016-10-19,62,False
2016-10-20,59,False
2016-10-21,63,False
2016-10-22,68,False
2016-10-23,66,False
2016-10-24,62,False
2016-10-25,67,False
2016-10-26,64,False
2016-10-27,89,False
2016-10-28,81,False
2016-10-29,72,False
2016-10-30,69,False
2016-10-31,62,False
2016-11-01,62,False
2016-11-02,62,False
2016-11-03,61,False
2016-11-04,62,False
2016-11-05,65,False
2016-11-06,64,False
2016-11-07,62,False
2016-11-08,56,False
2016-11-09,49,False
2016-11-10,57,False
2016-11-11,58,False
2016-11-12,63,False
2016-11-13,61,False
2016-11-14,60,False
2016-11-15,60,False
2016-11-16,57,False
2016-11-17,59,False
2016-11-18,60,False
2016-11-19,63,False
2016-11-20,66,False
2016-11-21,67,False
2016-11-22,67,False
2016-11-23,73,False
2016-11-24,86,False
2016-11-25,100,False
2016-11-26,75,False
2016-11-27,65,False
2016-11-28,68,False
2016-11-29,60,False
2016-11-30,56,False
2016-12-01,58,False
2016-12-02,57,False
2016-12-03,62,False
2016-12-04,63,False
2016-12-05,59,False
2016-12-06,57,False
2016-12-07,57,False
2016-12-08,60,False
2016-12-09,56,False
2016-12-10,59,False
2016-12-11,62,False
2016-12-12,60,False
2016-12-13,60,False
2016-12-14,59,False
2016-12-15,59,False
2016-12-16,59,False
2016-12-17,67,False
2016-12-18,65,False
2016-12-19,65,False
2016-12-20,65,False
2016-12-21,61,False
2016-12-22,64,False
2016-12-23,65,False
2016-12-24,73,False
2016-12-25,89,False
2016-12-26,80,False
2016-12-27,70,False
2016-12-28,66,False
2016-12-29,63,False
2016-12-30,65,False
2016-12-31,59,False
2017-01-01,61,False
2017-01-02,62,False
2017-01-03,59,False
2017-01-04,58,False
2017-01-05,56,False
2017-01-06,59,False
2017-01-07,60,False
2017-01-08,61,False
2017-01-09,56,False
2017-01-10,55,False
2017-01-11,56,False
2017-01-12,53,False
2017-01-13,54,False
2017-01-14,58,False
2017-01-15,58,False
2017-01-16,54,False
2017-01-17,53,False
2017-01-18,53,False
2017-01-19,52,False
2017-01-20,51,False
2017-01-21,55,False
2017-01-22,59,False
2017-01-23,55,False
2017-01-24,52,False
