date,Apple,isPartial
2011-09-18,22,False
2011-09-19,20,False
2011-09-20,19,False
2011-09-21,19,False
2011-09-22,20,False
2011-09-23,20,False
2011-09-24,22,False
2011-09-25,22,False
2011-09-26,20,False
2011-09-27,20,False
2011-09-28,20,False
2011-09-29,20,False
2011-09-30,20,False
2011-10-01,23,False
2011-10-02,23,False
2011-10-03,23,False
2011-10-04,80,False
2011-10-05,47,False
2011-10-06,100,False
2011-10-07,48,False
2011-10-08,39,False
2011-10-09,35,False
2011-10-10,31,False
2011-10-11,29,False
2011-10-12,38,False
2011-10-13,36,False
2011-10-14,36,False
2011-10-15,36,False
2011-10-16,34,False
2011-10-17,29,False
2011-10-18,28,False
2011-10-19,27,False
2011-10-20,25,False
2011-10-21,26,False
2011-10-22,29,False
2011-10-23,28,False
2011-10-24,26,False
2011-10-25,25,False
2011-10-26,24,False
2011-10-27,23,False
2011-10-28,24,False
2011-10-29,26,False
2011-10-30,26,False
2011-10-31,23,False
2011-11-01,23,False
2011-11-02,22,False
2011-11-03,23,False
2011-11-04,23,False
2011-11-05,24,False
2011-11-06,25,False
2011-11-07,22,False
2011-11-08,22,False
2011-11-09,20,False
2011-11-10,22,False
2011-11-11,23,False
2011-11-12,25,False
2011-11-13,25,False
2011-11-14,23,False
2011-11-15,22,False
2011-11-16,22,False
2011-11-17,22,False
2011-11-18,22,False
2011-11-19,25,False
2011-11-20,25,False
2011-11-21,23,False
2011-11-22,24,False
2011-11-23,27,False
2011-11-24,29,False
2011-11-25,38,False
2011-11-26,28,False
2011-11-27,26,False
2011-11-28,24,False
2011-11-29,22,False
2011-11-30,21,False
2011-12-01,22,False
2011-12-02,22,False
2011-12-03,24,False
2011-12-04,24,False
2011-12-05,22,False
2011-12-06,21,False
2011-12-07,21,False
2011-12-08,22,False
2011-12-09,22,False
2011-12-10,23,False
2011-12-11,24,False
2011-12-12,22,False
2011-12-13,22,False
2011-12-14,22,False
2011-12-15,22,False
2011-12-16,24,False
2011-12-17,25,False
2011-12-18,25,False
2011-12-19,23,False
2011-12-20,24,False
2011-12-21,24,False
2011-12-22,23,False
2011-12-23,25,False
2011-12-24,26,False
2011-12-25,34,False
2011-12-26,31,False
2011-12-27,28,False
2011-12-28,26,False
2011-12-29,24,False
2011-12-30,24,False
2011-12-31,24,False
2012-01-01,24,False
2012-01-02,25,False
2012-01-03,23,False
2012-01-04,22,False
2012-01-05,22,False
2012-01-06,23,False
2012-01-07,23,False
2012-01-08,22,False
2012-01-09,21,False
2012-01-10,21,False
2012-01-11,20,False
2012-01-12,19,False
2012-01-13,20,False
2012-01-14,22,False
2012-01-15,22,False
2012-01-16,20,False
2012-01-17,19,False
2012-01-18,19,False
2012-01-19,20,False
2012-01-20,20,False
2012-01-21,21,False
2012-01-22,21,False
2012-01-23,19,False
2012-01-24,19,False
2012-01-25,20,False
2012-01-26,19,False
2012-01-27,19,False
2012-01-28,20,False
2012-01-29,21,False
2012-01-30,19,False
2012-01-31,18,False
2012-02-01,18,False
2012-02-02,18,False
2012-02-03,19,False
2012-02-04,20,False
2012-02-05,20,False
2012-02-06,18,False
2012-02-07,19,False
2012-02-08,18,False
2012-02-09,18,False
2012-02-10,18,False
2012-02-11,20,False
2012-02-12,19,False
2012-02-13,18,False
2012-02-14,18,False
2012-02-15,18,False
2012-02-16,20,False
2012-02-17,19,False
2012-02-18,21,False
2012-02-19,21,False
2012-02-20,19,False
2012-02-21,19,False
2012-02-22,18,False
2012-02-23,18,False
2012-02-24,18,False
2012-02-25,19,False
2012-02-26,19,False
