date,Apple,isPartial
2017-10-06,67,False
2017-10-07,74,False
2017-10-08,74,False
2017-10-09,67,False
2017-10-10,62,False
2017-10-11,61,False
2017-10-12,61,False
2017-10-13,61,False
2017-10-14,70,False
2017-10-15,71,False
2017-10-16,61,False
2017-10-17,61,False
2017-10-18,60,False
2017-10-19,58,False
2017-10-20,62,False
2017-10-21,70,False
2017-10-22,68,False
2017-10-23,60,False
2017-10-24,62,False
2017-10-25,60,False
2017-10-26,61,False
2017-10-27,86,False
2017-10-28,69,False
2017-10-29,68,False
2017-10-30,63,False
2017-10-31,62,False
2017-11-01,62,False
2017-11-02,66,False
2017-11-03,75,False
2017-11-04,77,False
2017-11-05,70,False
2017-11-06,68,False
2017-11-07,68,False
2017-11-08,65,False
2017-11-09,64,False
2017-11-10,65,False
2017-11-11,69,False
2017-11-12,71,False
2017-11-13,63,False
2017-11-14,64,False
2017-11-15,62,False
2017-11-16,63,False
2017-11-17,66,False
2017-11-18,70,False
2017-11-19,72,False
2017-11-20,69,False
2017-11-21,70,False
2017-11-22,77,False
2017-11-23,87,False
2017-11-24,97,False
2017-11-25,78,False
2017-11-26,75,False
2017-11-27,73,False
2017-11-28,65,False
2017-11-29,63,False
2017-11-30,63,False
2017-12-01,62,False
2017-12-02,70,False
2017-12-03,69,False
2017-12-04,63,False
2017-12-05,64,False
2017-12-06,63,False
2017-12-07,64,False
2017-12-08,62,False
2017-12-09,69,False
2017-12-10,67,False
2017-12-11,62,False
2017-12-12,61,False
2017-12-13,60,False
2017-12-14,62,False
2017-12-15,65,False
2017-12-16,68,False
2017-12-17,70,False
2017-12-18,68,False
2017-12-19,65,False
2017-12-20,66,False
2017-12-21,70,False
2017-12-22,72,False
2017-12-23,76,False
2017-12-24,77,False
2017-12-25,100,False
2017-12-26,92,False
2017-12-27,81,False
2017-12-28,74,False
2017-12-29,83,False
2017-12-30,73,False
2017-12-31,69,False
2018-01-01,65,False
2018-01-02,72,False
2018-01-03,67,False
2018-01-04,67,False
2018-01-05,68,False
2018-01-06,69,False
2018-01-07,64,False
2018-01-08,61,False
2018-01-09,60,False
2018-01-10,59,False
2018-01-11,58,False
2018-01-12,58,False
2018-01-13,62,False
2018-01-14,62,False
2018-01-15,57,False
2018-01-16,56,False
2018-01-17,55,False
2018-01-18,60,False
2018-01-19,57,False
2018-01-20,60,False
2018-01-21,60,False
2018-01-22,58,False
2018-01-23,57,False
2018-01-24,55,False
2018-01-25,55,False
2018-01-26,56,False
2018-01-27,59,False
2018-01-28,59,False
2018-01-29,57,False
2018-01-30,55,False
2018-01-31,53,False
2018-02-01,57,False
2018-02-02,57,False
2018-02-03,60,False
2018-02-04,57,False
2018-02-05,55,False
2018-02-06,54,False
2018-02-07,54,False
2018-02-08,53,False
2018-02-09,55,False
2018-02-10,60,False
2018-02-11,61,False
2018-02-12,55,False
2018-02-13,55,False
2018-02-14,52,False
2018-02-15,53,False
2018-02-16,53,False
2018-02-17,57,False
2018-02-18,58,False
2018-02-19,55,False
2018-02-20,53,False
2018-02-21,52,False
2018-02-22,54,False
2018-02-23,54,False
2018-02-24,55,False
2018-02-25,58,False
2018-02-26,54,False
2018-02-27,54,False
2018-02-28,52,False
2018-03-01,53,False
2018-03-02,53,False
2018-03-03,56,False
2018-03-04,56,False
