date,JB Hunt,isPartial
2013-06-29,26,False
2013-06-30,34,False
2013-07-01,41,False
2013-07-02,67,False
2013-07-03,48,False
2013-07-04,40,False
2013-07-05,52,False
2013-07-06,39,False
2013-07-07,29,False
2013-07-08,50,False
2013-07-09,51,False
2013-07-10,55,False
2013-07-11,59,False
2013-07-12,58,False
2013-07-13,37,False
2013-07-14,36,False
2013-07-15,43,False
2013-07-16,66,False
2013-07-17,84,False
2013-07-18,44,False
2013-07-19,61,False
2013-07-20,41,False
2013-07-21,20,False
2013-07-22,56,False
2013-07-23,60,False
2013-07-24,73,False
2013-07-25,53,False
2013-07-26,60,False
2013-07-27,34,False
2013-07-28,28,False
2013-07-29,55,False
2013-07-30,68,False
2013-07-31,64,False
2013-08-01,42,False
2013-08-02,75,False
2013-08-03,22,False
2013-08-04,22,False
2013-08-05,46,False
2013-08-06,68,False
2013-08-07,75,False
2013-08-08,51,False
2013-08-09,54,False
2013-08-10,34,False
2013-08-11,20,False
2013-08-12,64,False
2013-08-13,64,False
2013-08-14,64,False
2013-08-15,66,False
2013-08-16,54,False
2013-08-17,28,False
2013-08-18,19,False
2013-08-19,45,False
2013-08-20,68,False
2013-08-21,60,False
2013-08-22,51,False
2013-08-23,51,False
2013-08-24,25,False
2013-08-25,29,False
2013-08-26,60,False
2013-08-27,47,False
2013-08-28,100,False
2013-08-29,59,False
2013-08-30,37,False
2013-08-31,19,False
2013-09-01,23,False
2013-09-02,22,False
2013-09-03,44,False
2013-09-04,84,False
2013-09-05,61,False
2013-09-06,40,False
2013-09-07,28,False
2013-09-08,20,False
2013-09-09,44,False
2013-09-10,51,False
2013-09-11,65,False
2013-09-12,70,False
2013-09-13,40,False
2013-09-14,33,False
2013-09-15,18,False
2013-09-16,75,False
2013-09-17,55,False
2013-09-18,64,False
2013-09-19,47,False
2013-09-20,57,False
2013-09-21,18,False
2013-09-22,24,False
2013-09-23,52,False
2013-09-24,38,False
2013-09-25,55,False
2013-09-26,73,False
2013-09-27,33,False
2013-09-28,26,False
2013-09-29,27,False
2013-09-30,58,False
2013-10-01,58,False
2013-10-02,60,False
2013-10-03,45,False
2013-10-04,36,False
2013-10-05,15,False
2013-10-06,37,False
2013-10-07,58,False
2013-10-08,46,False
2013-10-09,73,False
2013-10-10,56,False
2013-10-11,55,False
2013-10-12,15,False
2013-10-13,39,False
2013-10-14,41,False
2013-10-15,56,False
2013-10-16,62,False
2013-10-17,59,False
2013-10-18,39,False
2013-10-19,28,False
2013-10-20,22,False
2013-10-21,39,False
2013-10-22,56,False
2013-10-23,90,False
2013-10-24,46,False
2013-10-25,46,False
2013-10-26,39,False
2013-10-27,30,False
2013-10-28,52,False
2013-10-29,60,False
2013-10-30,56,False
2013-10-31,49,False
2013-11-01,56,False
2013-11-02,20,False
2013-11-03,30,False
2013-11-04,51,False
2013-11-05,42,False
2013-11-06,62,False
2013-11-07,40,False
2013-11-08,40,False
2013-11-09,16,False
2013-11-10,46,False
2013-11-11,42,False
2013-11-12,51,False
2013-11-13,70,False
2013-11-14,45,False
2013-11-15,36,False
2013-11-16,38,False
2013-11-17,33,False
2013-11-18,51,False
2013-11-19,52,False
2013-11-20,75,False
2013-11-21,53,False
2013-11-22,44,False
2013-11-23,21,False
2013-11-24,21,False
2013-11-25,56,False
2013-11-26,65,False
2013-11-27,46,False
2013-11-28,14,False
2013-11-29,11,False
2013-11-30,20,False
2013-12-01,23,False
2013-12-02,33,False
2013-12-03,57,False
2013-12-04,65,False
2013-12-05,52,False
2013-12-06,37,False
2013-12-07,37,False
2013-12-08,23,False
2013-12-09,43,False
2013-12-10,35,False
2013-12-11,70,False
2013-12-12,50,False
2013-12-13,53,False
2013-12-14,23,False
2013-12-15,39,False
2013-12-16,38,False
2013-12-17,41,False
2013-12-18,66,False
2013-12-19,44,False
2013-12-20,33,False
2013-12-21,17,False
2013-12-22,28,False
2013-12-23,40,False
2013-12-24,46,False
2013-12-25,36,False
2013-12-26,57,False
2013-12-27,57,False
2013-12-28,29,False
2013-12-29,24,False
2013-12-30,62,False
2013-12-31,63,False
2014-01-01,42,False
2014-01-02,69,False
2014-01-03,65,False
2014-01-04,41,False
2014-01-05,22,False
2014-01-06,37,False
2014-01-07,50,False
2014-01-08,60,False
2014-01-09,50,False
2014-01-10,55,False
2014-01-11,27,False
2014-01-12,30,False
2014-01-13,40,False
2014-01-14,59,False
2014-01-15,71,False
2014-01-16,50,False
2014-01-17,41,False
2014-01-18,31,False
2014-01-19,20,False
2014-01-20,52,False
2014-01-21,51,False
2014-01-22,49,False
2014-01-23,46,False
2014-01-24,43,False
2014-01-25,28,False
2014-01-26,37,False
2014-01-27,44,False
2014-01-28,55,False
2014-01-29,51,False
2014-01-30,72,False
2014-01-31,49,False
2014-02-01,35,False
2014-02-02,21,False
2014-02-03,54,False
2014-02-04,50,False
2014-02-05,50,False
2014-02-06,31,False
2014-02-07,50,False
2014-02-08,36,False
2014-02-09,34,False
2014-02-10,45,False
2014-02-11,35,False
2014-02-12,37,False
2014-02-13,54,False
2014-02-14,47,False
2014-02-15,30,False
2014-02-16,20,False
2014-02-17,42,False
2014-02-18,38,False
2014-02-19,40,False
2014-02-20,46,False
2014-02-21,45,False
2014-02-22,18,False
2014-02-23,35,False
2014-02-24,53,False
2014-02-25,39,False
2014-02-26,48,False
2014-02-27,53,False
2014-02-28,67,False
2014-03-01,22,False
2014-03-02,21,False
2014-03-03,50,False
2014-03-04,50,False
2014-03-05,37,False
2014-03-06,54,False
2014-03-07,36,False
2014-03-08,22,False
2014-03-09,20,False
2014-03-10,47,False
2014-03-11,52,False
2014-03-12,42,False
2014-03-13,62,False
2014-03-14,40,False
2014-03-15,32,False
2014-03-16,20,False
