date,JB Hunt,isPartial
2011-09-18,25,False
2011-09-19,60,False
2011-09-20,27,False
2011-09-21,74,False
2011-09-22,34,False
2011-09-23,50,False
2011-09-24,42,False
2011-09-25,41,False
2011-09-26,66,False
2011-09-27,47,False
2011-09-28,54,False
2011-09-29,48,False
2011-09-30,35,False
2011-10-01,42,False
2011-10-02,42,False
2011-10-03,47,False
2011-10-04,86,False
2011-10-05,80,False
2011-10-06,61,False
2011-10-07,42,False
2011-10-08,33,False
2011-10-09,16,False
2011-10-10,66,False
2011-10-11,56,False
2011-10-12,51,False
2011-10-13,60,False
2011-10-14,55,False
2011-10-15,40,False
2011-10-16,32,False
2011-10-17,52,False
2011-10-18,52,False
2011-10-19,39,False
2011-10-20,54,False
2011-10-21,42,False
2011-10-22,16,False
2011-10-23,16,False
2011-10-24,32,False
2011-10-25,32,False
2011-10-26,40,False
2011-10-27,40,False
2011-10-28,63,False
2011-10-29,33,False
2011-10-30,16,False
2011-10-31,94,False
2011-11-01,61,False
2011-11-02,53,False
2011-11-03,46,False
2011-11-04,54,False
2011-11-05,24,False
2011-11-06,47,False
2011-11-07,45,False
2011-11-08,71,False
2011-11-09,72,False
2011-11-10,92,False
2011-11-11,62,False
2011-11-12,24,False
2011-11-13,38,False
2011-11-14,51,False
2011-11-15,51,False
2011-11-16,58,False
2011-11-17,26,False
2011-11-18,81,False
2011-11-19,47,False
2011-11-20,23,False
2011-11-21,32,False
2011-11-22,69,False
2011-11-23,39,False
2011-11-24,41,False
2011-11-25,21,False
2011-11-26,8,False
2011-11-27,31,False
2011-11-28,44,False
2011-11-29,57,False
2011-11-30,38,False
2011-12-01,32,False
2011-12-02,47,False
2011-12-03,47,False
2011-12-04,23,False
2011-12-05,57,False
2011-12-06,63,False
2011-12-07,64,False
2011-12-08,46,False
2011-12-09,27,False
2011-12-10,15,False
2011-12-11,46,False
2011-12-12,51,False
2011-12-13,38,False
2011-12-14,57,False
2011-12-15,26,False
2011-12-16,14,False
2011-12-17,8,False
2011-12-18,39,False
2011-12-19,39,False
2011-12-20,60,False
2011-12-21,54,False
2011-12-22,41,False
2011-12-23,59,False
2011-12-24,44,False
2011-12-25,37,False
2011-12-26,15,False
2011-12-27,69,False
2011-12-28,55,False
2011-12-29,42,False
2011-12-30,43,False
2011-12-31,59,False
2012-01-01,0,False
2012-01-02,61,False
2012-01-03,44,False
2012-01-04,87,False
2012-01-05,77,False
2012-01-06,39,False
2012-01-07,30,False
2012-01-08,14,False
2012-01-09,49,False
2012-01-10,60,False
2012-01-11,42,False
2012-01-12,74,False
2012-01-13,32,False
2012-01-14,29,False
2012-01-15,7,False
2012-01-16,65,False
2012-01-17,66,False
2012-01-18,66,False
2012-01-19,60,False
2012-01-20,25,False
2012-01-21,36,False
2012-01-22,7,False
2012-01-23,78,False
2012-01-24,83,False
2012-01-25,78,False
2012-01-26,37,False
2012-01-27,31,False
2012-01-28,22,False
2012-01-29,29,False
2012-01-30,77,False
2012-01-31,94,False
2012-02-01,60,False
2012-02-02,30,False
2012-02-03,62,False
2012-02-04,21,False
2012-02-05,28,False
2012-02-06,53,False
2012-02-07,35,False
2012-02-08,77,False
2012-02-09,65,False
2012-02-10,49,False
2012-02-11,14,False
2012-02-12,41,False
2012-02-13,47,False
2012-02-14,54,False
2012-02-15,83,False
2012-02-16,54,False
2012-02-17,44,False
2012-02-18,58,False
2012-02-19,29,False
2012-02-20,43,False
2012-02-21,37,False
2012-02-22,100,False
2012-02-23,71,False
2012-02-24,93,False
2012-02-25,14,False
2012-02-26,28,False
2012-02-27,53,False
2012-02-28,47,False
2012-02-29,58,False
2012-03-01,75,False
2012-03-02,19,False
2012-03-03,7,False
2012-03-04,15,False
2012-03-05,48,False
2012-03-06,70,False
2012-03-07,64,False
2012-03-08,60,False
2012-03-09,43,False
2012-03-10,28,False
2012-03-11,21,False
2012-03-12,75,False
2012-03-13,70,False
2012-03-14,47,False
2012-03-15,47,False
2012-03-16,25,False
2012-03-17,36,False
2012-03-18,50,False
2012-03-19,94,False
2012-03-20,53,False
2012-03-21,76,False
2012-03-22,78,False
2012-03-23,51,False
2012-03-24,29,False
2012-03-25,29,False
2012-03-26,35,False
2012-03-27,47,False
2012-03-28,77,False
2012-03-29,36,False
2012-03-30,31,False
2012-03-31,21,False
2012-04-01,87,False
2012-04-02,24,False
2012-04-03,65,False
2012-04-04,67,False
2012-04-05,37,False
2012-04-06,54,False
2012-04-07,30,False
2012-04-08,8,False
2012-04-09,28,False
2012-04-10,79,False
2012-04-11,70,False
2012-04-12,47,False
2012-04-13,63,False
2012-04-14,35,False
2012-04-15,28,False
2012-04-16,35,False
2012-04-17,47,False
2012-04-18,64,False
2012-04-19,83,False
2012-04-20,67,False
2012-04-21,7,False
2012-04-22,48,False
2012-04-23,17,False
2012-04-24,35,False
2012-04-25,99,False
2012-04-26,53,False
2012-04-27,50,False
2012-04-28,29,False
2012-04-29,43,False
2012-04-30,49,False
2012-05-01,51,False
2012-05-02,17,False
2012-05-03,47,False
2012-05-04,37,False
2012-05-05,28,False
2012-05-06,28,False
2012-05-07,46,False
2012-05-08,46,False
2012-05-09,69,False
2012-05-10,48,False
2012-05-11,43,False
2012-05-12,14,False
2012-05-13,43,False
2012-05-14,69,False
2012-05-15,62,False
2012-05-16,58,False
2012-05-17,60,False
2012-05-18,68,False
2012-05-19,29,False
2012-05-20,65,False
2012-05-21,34,False
2012-05-22,92,False
2012-05-23,93,False
2012-05-24,42,False
2012-05-25,62,False
2012-05-26,30,False
2012-05-27,37,False
2012-05-28,43,False
2012-05-29,62,False
2012-05-30,81,False
2012-05-31,59,False
2012-06-01,49,False
2012-06-02,43,False
2012-06-03,35,False
2012-06-04,17,False
