date,JB Hunt,isPartial
2016-05-04,49,False
2016-05-05,71,False
2016-05-06,52,False
2016-05-07,27,False
2016-05-08,19,False
2016-05-09,82,False
2016-05-10,54,False
2016-05-11,62,False
2016-05-12,46,False
2016-05-13,47,False
2016-05-14,57,False
2016-05-15,23,False
2016-05-16,67,False
2016-05-17,86,False
2016-05-18,67,False
2016-05-19,79,False
2016-05-20,61,False
2016-05-21,35,False
2016-05-22,15,False
2016-05-23,80,False
2016-05-24,46,False
2016-05-25,46,False
2016-05-26,68,False
2016-05-27,52,False
2016-05-28,19,False
2016-05-29,23,False
2016-05-30,27,False
2016-05-31,78,False
2016-06-01,85,False
2016-06-02,67,False
2016-06-03,79,False
2016-06-04,50,False
2016-06-05,34,False
2016-06-06,56,False
2016-06-07,55,False
2016-06-08,62,False
2016-06-09,57,False
2016-06-10,48,False
2016-06-11,38,False
2016-06-12,38,False
2016-06-13,75,False
2016-06-14,48,False
2016-06-15,87,False
2016-06-16,43,False
2016-06-17,55,False
2016-06-18,23,False
2016-06-19,19,False
2016-06-20,49,False
2016-06-21,66,False
2016-06-22,62,False
2016-06-23,65,False
2016-06-24,59,False
2016-06-25,27,False
2016-06-26,31,False
2016-06-27,69,False
2016-06-28,46,False
2016-06-29,43,False
2016-06-30,64,False
2016-07-01,64,False
2016-07-02,32,False
2016-07-03,16,False
2016-07-04,25,False
2016-07-05,31,False
2016-07-06,53,False
2016-07-07,68,False
2016-07-08,81,False
2016-07-09,45,False
2016-07-10,32,False
2016-07-11,69,False
2016-07-12,62,False
2016-07-13,60,False
2016-07-14,84,False
2016-07-15,39,False
2016-07-16,28,False
2016-07-17,12,False
2016-07-18,59,False
2016-07-19,70,False
2016-07-20,67,False
2016-07-21,96,False
2016-07-22,57,False
2016-07-23,50,False
2016-07-24,37,False
2016-07-25,76,False
2016-07-26,62,False
2016-07-27,100,False
2016-07-28,60,False
2016-07-29,29,False
2016-07-30,45,False
2016-07-31,36,False
2016-08-01,86,False
2016-08-02,51,False
2016-08-03,62,False
2016-08-04,60,False
2016-08-05,64,False
2016-08-06,13,False
2016-08-07,8,False
2016-08-08,50,False
2016-08-09,50,False
2016-08-10,53,False
2016-08-11,73,False
2016-08-12,64,False
2016-08-13,37,False
2016-08-14,34,False
2016-08-15,57,False
2016-08-16,44,False
2016-08-17,66,False
2016-08-18,48,False
2016-08-19,41,False
2016-08-20,34,False
2016-08-21,17,False
2016-08-22,54,False
2016-08-23,80,False
2016-08-24,46,False
2016-08-25,66,False
2016-08-26,40,False
2016-08-27,40,False
2016-08-28,32,False
2016-08-29,61,False
2016-08-30,44,False
2016-08-31,58,False
2016-09-01,38,False
2016-09-02,56,False
2016-09-03,32,False
2016-09-04,23,False
2016-09-05,7,False
2016-09-06,53,False
2016-09-07,48,False
2016-09-08,55,False
2016-09-09,68,False
2016-09-10,36,False
2016-09-11,16,False
2016-09-12,55,False
2016-09-13,64,False
2016-09-14,65,False
2016-09-15,55,False
2016-09-16,81,False
2016-09-17,34,False
2016-09-18,19,False
2016-09-19,79,False
2016-09-20,56,False
2016-09-21,80,False
2016-09-22,47,False
2016-09-23,24,False
2016-09-24,27,False
2016-09-25,30,False
2016-09-26,43,False
2016-09-27,66,False
