date,JB Hunt,isPartial
2012-01-26,38,False
2012-01-27,44,False
2012-01-28,33,False
2012-01-29,13,False
2012-01-30,68,False
2012-01-31,68,False
2012-02-01,42,False
2012-02-02,16,False
2012-02-03,60,False
2012-02-04,13,False
2012-02-05,25,False
2012-02-06,89,False
2012-02-07,47,False
2012-02-08,57,False
2012-02-09,47,False
2012-02-10,44,False
2012-02-11,13,False
2012-02-12,24,False
2012-02-13,62,False
2012-02-14,63,False
2012-02-15,53,False
2012-02-16,43,False
2012-02-17,28,False
2012-02-18,26,False
2012-02-19,19,False
2012-02-20,48,False
2012-02-21,43,False
2012-02-22,57,False
2012-02-23,48,False
2012-02-24,65,False
2012-02-25,25,False
2012-02-26,31,False
2012-02-27,46,False
2012-02-28,31,False
2012-02-29,72,False
2012-03-01,54,False
2012-03-02,11,False
2012-03-03,20,False
2012-03-04,32,False
2012-03-05,32,False
2012-03-06,78,False
2012-03-07,26,False
2012-03-08,42,False
2012-03-09,33,False
2012-03-10,25,False
2012-03-11,12,False
2012-03-12,52,False
2012-03-13,67,False
2012-03-14,57,False
2012-03-15,37,False
2012-03-16,22,False
2012-03-17,19,False
2012-03-18,31,False
2012-03-19,57,False
2012-03-20,31,False
2012-03-21,78,False
2012-03-22,48,False
2012-03-23,39,False
2012-03-24,32,False
2012-03-25,25,False
2012-03-26,42,False
2012-03-27,47,False
2012-03-28,47,False
2012-03-29,27,False
2012-03-30,6,False
2012-03-31,19,False
2012-04-01,63,False
2012-04-02,16,False
2012-04-03,63,False
2012-04-04,54,False
2012-04-05,50,False
2012-04-06,67,False
2012-04-07,20,False
2012-04-08,0,False
2012-04-09,38,False
2012-04-10,81,False
2012-04-11,57,False
2012-04-12,68,False
2012-04-13,55,False
2012-04-14,19,False
2012-04-15,12,False
2012-04-16,36,False
2012-04-17,46,False
2012-04-18,62,False
2012-04-19,52,False
2012-04-20,38,False
2012-04-21,12,False
2012-04-22,36,False
2012-04-23,25,False
2012-04-24,25,False
2012-04-25,61,False
2012-04-26,63,False
2012-04-27,22,False
2012-04-28,38,False
2012-04-29,51,False
2012-04-30,38,False
2012-05-01,40,False
2012-05-02,31,False
2012-05-03,58,False
2012-05-04,33,False
2012-05-05,25,False
2012-05-06,37,False
2012-05-07,36,False
2012-05-08,45,False
2012-05-09,40,False
2012-05-10,31,False
2012-05-11,27,False
2012-05-12,25,False
2012-05-13,13,False
2012-05-14,40,False
2012-05-15,65,False
2012-05-16,56,False
2012-05-17,63,False
2012-05-18,44,False
2012-05-19,13,False
2012-05-20,19,False
2012-05-21,41,False
