date,JB Hunt,isPartial
2015-04-10,87,False
2015-04-11,46,False
2015-04-12,39,False
2015-04-13,65,False
2015-04-14,82,False
2015-04-15,48,False
2015-04-16,66,False
2015-04-17,64,False
2015-04-18,34,False
2015-04-19,45,False
2015-04-20,70,False
2015-04-21,76,False
2015-04-22,75,False
2015-04-23,75,False
2015-04-24,88,False
2015-04-25,63,False
2015-04-26,42,False
2015-04-27,66,False
2015-04-28,54,False
2015-04-29,66,False
2015-04-30,78,False
2015-05-01,90,False
2015-05-02,39,False
2015-05-03,25,False
2015-05-04,50,False
2015-05-05,70,False
2015-05-06,62,False
2015-05-07,79,False
2015-05-08,48,False
2015-05-09,30,False
2015-05-10,28,False
2015-05-11,72,False
2015-05-12,84,False
2015-05-13,78,False
2015-05-14,85,False
2015-05-15,71,False
2015-05-16,52,False
2015-05-17,22,False
2015-05-18,63,False
2015-05-19,80,False
2015-05-20,82,False
2015-05-21,67,False
2015-05-22,46,False
2015-05-23,39,False
2015-05-24,27,False
2015-05-25,33,False
2015-05-26,69,False
2015-05-27,72,False
2015-05-28,78,False
2015-05-29,45,False
2015-05-30,36,False
2015-05-31,31,False
2015-06-01,68,False
2015-06-02,57,False
2015-06-03,62,False
2015-06-04,73,False
2015-06-05,60,False
2015-06-06,44,False
2015-06-07,25,False
2015-06-08,63,False
2015-06-09,47,False
2015-06-10,77,False
2015-06-11,89,False
2015-06-12,80,False
2015-06-13,39,False
2015-06-14,36,False
2015-06-15,69,False
2015-06-16,69,False
2015-06-17,62,False
2015-06-18,77,False
2015-06-19,48,False
2015-06-20,30,False
2015-06-21,39,False
2015-06-22,67,False
2015-06-23,75,False
2015-06-24,89,False
2015-06-25,81,False
2015-06-26,54,False
2015-06-27,48,False
2015-06-28,36,False
2015-06-29,50,False
2015-06-30,76,False
2015-07-01,69,False
2015-07-02,74,False
2015-07-03,39,False
2015-07-04,19,False
2015-07-05,39,False
2015-07-06,78,False
2015-07-07,89,False
2015-07-08,83,False
2015-07-09,80,False
2015-07-10,71,False
2015-07-11,30,False
2015-07-12,39,False
2015-07-13,64,False
2015-07-14,71,False
2015-07-15,92,False
2015-07-16,79,False
2015-07-17,94,False
2015-07-18,49,False
2015-07-19,53,False
2015-07-20,62,False
2015-07-21,83,False
2015-07-22,86,False
2015-07-23,73,False
2015-07-24,68,False
2015-07-25,41,False
2015-07-26,45,False
2015-07-27,74,False
2015-07-28,75,False
2015-07-29,79,False
2015-07-30,99,False
2015-07-31,48,False
2015-08-01,32,False
2015-08-02,41,False
2015-08-03,69,False
2015-08-04,100,False
2015-08-05,69,False
2015-08-06,92,False
2015-08-07,40,False
2015-08-08,48,False
2015-08-09,36,False
2015-08-10,68,False
2015-08-11,72,False
2015-08-12,86,False
2015-08-13,77,False
2015-08-14,61,False
2015-08-15,27,False
2015-08-16,34,False
2015-08-17,70,False
2015-08-18,68,False
2015-08-19,93,False
2015-08-20,76,False
2015-08-21,91,False
2015-08-22,45,False
2015-08-23,44,False
2015-08-24,100,False
2015-08-25,73,False
2015-08-26,80,False
2015-08-27,97,False
2015-08-28,61,False
2015-08-29,56,False
2015-08-30,42,False
2015-08-31,85,False
2015-09-01,60,False
2015-09-02,86,False
2015-09-03,69,False
2015-09-04,57,False
2015-09-05,33,False
2015-09-06,39,False
2015-09-07,46,False
2015-09-08,85,False
2015-09-09,65,False
2015-09-10,84,False
2015-09-11,93,False
2015-09-12,38,False
2015-09-13,33,False
2015-09-14,80,False
2015-09-15,81,False
2015-09-16,74,False
2015-09-17,72,False
2015-09-18,83,False
2015-09-19,28,False
2015-09-20,50,False
2015-09-21,71,False
2015-09-22,73,False
2015-09-23,74,False
2015-09-24,84,False
2015-09-25,80,False
2015-09-26,41,False
2015-09-27,65,False
2015-09-28,77,False
2015-09-29,76,False
2015-09-30,77,False
2015-10-01,75,False
2015-10-02,55,False
2015-10-03,49,False
2015-10-04,15,False
2015-10-05,71,False
2015-10-06,67,False
2015-10-07,70,False
2015-10-08,67,False
2015-10-09,52,False
2015-10-10,68,False
2015-10-11,36,False
2015-10-12,48,False
2015-10-13,98,False
2015-10-14,80,False
2015-10-15,70,False
2015-10-16,59,False
2015-10-17,19,False
2015-10-18,35,False
2015-10-19,83,False
2015-10-20,71,False
2015-10-21,89,False
2015-10-22,66,False
2015-10-23,75,False
2015-10-24,40,False
2015-10-25,26,False
2015-10-26,78,False
2015-10-27,81,False
2015-10-28,75,False
2015-10-29,78,False
2015-10-30,60,False
2015-10-31,44,False
2015-11-01,44,False
2015-11-02,99,False
2015-11-03,73,False
2015-11-04,53,False
2015-11-05,90,False
2015-11-06,60,False
2015-11-07,33,False
2015-11-08,34,False
2015-11-09,69,False
2015-11-10,95,False
2015-11-11,78,False
2015-11-12,94,False
2015-11-13,78,False
2015-11-14,33,False
2015-11-15,35,False
2015-11-16,79,False
2015-11-17,56,False
2015-11-18,66,False
2015-11-19,64,False
2015-11-20,55,False
2015-11-21,25,False
2015-11-22,29,False
2015-11-23,68,False
2015-11-24,57,False
2015-11-25,40,False
2015-11-26,28,False
2015-11-27,47,False
2015-11-28,35,False
2015-11-29,28,False
2015-11-30,61,False
2015-12-01,64,False
2015-12-02,76,False
2015-12-03,83,False
2015-12-04,64,False
2015-12-05,40,False
2015-12-06,45,False
2015-12-07,77,False
2015-12-08,55,False
2015-12-09,67,False
2015-12-10,89,False
2015-12-11,68,False
2015-12-12,52,False
2015-12-13,30,False
2015-12-14,71,False
2015-12-15,87,False
2015-12-16,66,False
2015-12-17,69,False
2015-12-18,51,False
2015-12-19,42,False
2015-12-20,39,False
2015-12-21,67,False
2015-12-22,73,False
2015-12-23,70,False
2015-12-24,38,False
2015-12-25,21,False
2015-12-26,31,False
