date,JB Hunt,isPartial
2012-10-12,53,False
2012-10-13,10,False
2012-10-14,10,False
2012-10-15,69,False
2012-10-16,49,False
2012-10-17,77,False
2012-10-18,53,False
2012-10-19,65,False
2012-10-20,25,False
2012-10-21,44,False
2012-10-22,41,False
2012-10-23,56,False
2012-10-24,82,False
2012-10-25,55,False
2012-10-26,48,False
2012-10-27,25,False
2012-10-28,19,False
2012-10-29,32,False
2012-10-30,40,False
2012-10-31,59,False
2012-11-01,35,False
2012-11-02,39,False
2012-11-03,10,False
2012-11-04,43,False
2012-11-05,49,False
2012-11-06,64,False
2012-11-07,60,False
2012-11-08,77,False
2012-11-09,51,False
2012-11-10,34,False
2012-11-11,14,False
2012-11-12,49,False
2012-11-13,57,False
2012-11-14,90,False
2012-11-15,58,False
2012-11-16,21,False
2012-11-17,29,False
2012-11-18,47,False
2012-11-19,72,False
2012-11-20,60,False
2012-11-21,78,False
2012-11-22,38,False
2012-11-23,21,False
2012-11-24,34,False
2012-11-25,19,False
2012-11-26,47,False
2012-11-27,44,False
2012-11-28,90,False
2012-11-29,67,False
2012-11-30,54,False
2012-12-01,43,False
2012-12-02,28,False
2012-12-03,43,False
2012-12-04,43,False
2012-12-05,84,False
2012-12-06,65,False
2012-12-07,50,False
2012-12-08,64,False
2012-12-09,32,False
2012-12-10,35,False
2012-12-11,64,False
2012-12-12,72,False
2012-12-13,65,False
2012-12-14,58,False
2012-12-15,52,False
2012-12-16,33,False
2012-12-17,51,False
2012-12-18,76,False
2012-12-19,58,False
2012-12-20,46,False
2012-12-21,35,False
2012-12-22,20,False
2012-12-23,41,False
2012-12-24,40,False
2012-12-25,11,False
2012-12-26,76,False
2012-12-27,73,False
2012-12-28,44,False
2012-12-29,53,False
2012-12-30,24,False
2012-12-31,58,False
2013-01-01,26,False
2013-01-02,65,False
2013-01-03,32,False
2013-01-04,49,False
2013-01-05,45,False
2013-01-06,45,False
2013-01-07,51,False
2013-01-08,46,False
2013-01-09,70,False
2013-01-10,61,False
2013-01-11,72,False
2013-01-12,23,False
2013-01-13,31,False
2013-01-14,61,False
2013-01-15,56,False
2013-01-16,53,False
2013-01-17,65,False
2013-01-18,47,False
2013-01-19,22,False
2013-01-20,13,False
2013-01-21,63,False
2013-01-22,60,False
2013-01-23,57,False
2013-01-24,46,False
2013-01-25,70,False
2013-01-26,31,False
2013-01-27,22,False
2013-01-28,33,False
2013-01-29,26,False
2013-01-30,55,False
2013-01-31,57,False
2013-02-01,59,False
2013-02-02,22,False
2013-02-03,31,False
2013-02-04,37,False
2013-02-05,34,False
2013-02-06,76,False
2013-02-07,42,False
2013-02-08,27,False
2013-02-09,18,False
2013-02-10,27,False
2013-02-11,46,False
2013-02-12,57,False
2013-02-13,56,False
2013-02-14,51,False
2013-02-15,36,False
2013-02-16,44,False
2013-02-17,17,False
2013-02-18,60,False
2013-02-19,77,False
2013-02-20,60,False
2013-02-21,48,False
2013-02-22,55,False
2013-02-23,26,False
2013-02-24,22,False
2013-02-25,54,False
2013-02-26,65,False
2013-02-27,62,False
2013-02-28,63,False
2013-03-01,62,False
2013-03-02,22,False
2013-03-03,44,False
2013-03-04,44,False
2013-03-05,29,False
2013-03-06,69,False
2013-03-07,60,False
2013-03-08,31,False
2013-03-09,30,False
2013-03-10,26,False
2013-03-11,47,False
2013-03-12,36,False
2013-03-13,57,False
2013-03-14,37,False
2013-03-15,30,False
