date,JB Hunt,isPartial
2013-02-19,58,False
2013-02-20,50,False
2013-02-21,27,False
2013-02-22,49,False
2013-02-23,17,False
2013-02-24,21,False
2013-02-25,46,False
2013-02-26,61,False
2013-02-27,61,False
2013-02-28,24,False
2013-03-01,31,False
2013-03-02,24,False
2013-03-03,11,False
2013-03-04,44,False
2013-03-05,35,False
2013-03-06,47,False
2013-03-07,27,False
2013-03-08,24,False
2013-03-09,14,False
2013-03-10,31,False
2013-03-11,38,False
2013-03-12,23,False
2013-03-13,34,False
2013-03-14,35,False
2013-03-15,30,False
2013-03-16,31,False
2013-03-17,44,False
2013-03-18,23,False
2013-03-19,32,False
2013-03-20,61,False
2013-03-21,49,False
2013-03-22,39,False
2013-03-23,17,False
2013-03-24,24,False
2013-03-25,46,False
2013-03-26,32,False
2013-03-27,63,False
2013-03-28,37,False
2013-03-29,73,False
2013-03-30,29,False
2013-03-31,11,False
2013-04-01,49,False
2013-04-02,46,False
2013-04-03,43,False
2013-04-04,40,False
2013-04-05,21,False
2013-04-06,21,False
2013-04-07,14,False
2013-04-08,25,False
2013-04-09,59,False
2013-04-10,52,False
2013-04-11,44,False
2013-04-12,24,False
2013-04-13,35,False
2013-04-14,10,False
2013-04-15,62,False
2013-04-16,37,False
2013-04-17,46,False
2013-04-18,58,False
2013-04-19,39,False
2013-04-20,25,False
2013-04-21,7,False
2013-04-22,58,False
2013-04-23,23,False
2013-04-24,61,False
2013-04-25,33,False
2013-04-26,52,False
2013-04-27,35,False
2013-04-28,14,False
2013-04-29,60,False
2013-04-30,47,False
2013-05-01,85,False
2013-05-02,44,False
2013-05-03,37,False
2013-05-04,35,False
2013-05-05,11,False
2013-05-06,53,False
2013-05-07,40,False
2013-05-08,59,False
2013-05-09,18,False
2013-05-10,30,False
2013-05-11,28,False
2013-05-12,17,False
2013-05-13,48,False
2013-05-14,37,False
2013-05-15,82,False
2013-05-16,46,False
2013-05-17,39,False
2013-05-18,24,False
2013-05-19,21,False
2013-05-20,46,False
2013-05-21,28,False
2013-05-22,74,False
2013-05-23,26,False
2013-05-24,40,False
2013-05-25,28,False
2013-05-26,17,False
2013-05-27,35,False
2013-05-28,48,False
2013-05-29,48,False
2013-05-30,37,False
2013-05-31,60,False
2013-06-01,41,False
2013-06-02,35,False
2013-06-03,20,False
2013-06-04,51,False
2013-06-05,37,False
2013-06-06,32,False
2013-06-07,39,False
2013-06-08,31,False
2013-06-09,24,False
2013-06-10,42,False
2013-06-11,58,False
2013-06-12,46,False
2013-06-13,37,False
2013-06-14,33,False
2013-06-15,25,False
2013-06-16,21,False
2013-06-17,25,False
2013-06-18,40,False
2013-06-19,40,False
