date,Broadcom,isPartial
2013-02-19,84,False
2013-02-20,80,False
2013-02-21,92,False
2013-02-22,78,False
2013-02-23,77,False
2013-02-24,75,False
2013-02-25,80,False
2013-02-26,74,False
2013-02-27,82,False
2013-02-28,83,False
2013-03-01,75,False
2013-03-02,72,False
2013-03-03,60,False
2013-03-04,70,False
2013-03-05,73,False
2013-03-06,78,False
2013-03-07,78,False
2013-03-08,85,False
2013-03-09,53,False
2013-03-10,73,False
2013-03-11,78,False
2013-03-12,69,False
2013-03-13,72,False
2013-03-14,85,False
2013-03-15,80,False
2013-03-16,84,False
2013-03-17,67,False
2013-03-18,68,False
2013-03-19,67,False
2013-03-20,76,False
2013-03-21,76,False
2013-03-22,67,False
2013-03-23,69,False
2013-03-24,57,False
2013-03-25,94,False
2013-03-26,89,False
2013-03-27,87,False
2013-03-28,77,False
2013-03-29,77,False
2013-03-30,63,False
2013-03-31,73,False
2013-04-01,77,False
2013-04-02,85,False
2013-04-03,77,False
2013-04-04,75,False
2013-04-05,65,False
2013-04-06,72,False
2013-04-07,61,False
2013-04-08,76,False
2013-04-09,83,False
2013-04-10,82,False
2013-04-11,72,False
2013-04-12,89,False
2013-04-13,63,False
2013-04-14,73,False
2013-04-15,68,False
2013-04-16,69,False
2013-04-17,74,False
2013-04-18,68,False
2013-04-19,90,False
2013-04-20,63,False
2013-04-21,49,False
2013-04-22,70,False
2013-04-23,89,False
2013-04-24,78,False
2013-04-25,81,False
2013-04-26,56,False
2013-04-27,68,False
2013-04-28,48,False
2013-04-29,66,False
2013-04-30,79,False
2013-05-01,62,False
2013-05-02,62,False
2013-05-03,76,False
2013-05-04,59,False
2013-05-05,42,False
2013-05-06,60,False
2013-05-07,69,False
2013-05-08,75,False
2013-05-09,82,False
2013-05-10,80,False
2013-05-11,58,False
2013-05-12,45,False
2013-05-13,77,False
2013-05-14,69,False
2013-05-15,82,False
2013-05-16,78,False
2013-05-17,75,False
2013-05-18,61,False
2013-05-19,60,False
2013-05-20,66,False
2013-05-21,69,False
2013-05-22,64,False
2013-05-23,68,False
2013-05-24,57,False
2013-05-25,58,False
2013-05-26,47,False
2013-05-27,70,False
2013-05-28,72,False
2013-05-29,75,False
2013-05-30,75,False
2013-05-31,79,False
2013-06-01,56,False
2013-06-02,52,False
2013-06-03,71,False
2013-06-04,80,False
2013-06-05,66,False
2013-06-06,59,False
2013-06-07,65,False
2013-06-08,45,False
2013-06-09,66,False
2013-06-10,73,False
2013-06-11,72,False
2013-06-12,71,False
2013-06-13,71,False
2013-06-14,88,False
2013-06-15,49,False
2013-06-16,65,False
2013-06-17,68,False
2013-06-18,68,False
2013-06-19,76,False
2013-06-20,65,False
2013-06-21,62,False
2013-06-22,72,False
2013-06-23,67,False
2013-06-24,70,False
2013-06-25,88,False
2013-06-26,60,False
2013-06-27,56,False
2013-06-28,66,False
2013-06-29,64,False
2013-06-30,45,False
2013-07-01,66,False
2013-07-02,74,False
2013-07-03,59,False
2013-07-04,69,False
2013-07-05,60,False
2013-07-06,68,False
2013-07-07,47,False
2013-07-08,62,False
2013-07-09,66,False
2013-07-10,81,False
2013-07-11,78,False
2013-07-12,61,False
2013-07-13,45,False
2013-07-14,50,False
2013-07-15,57,False
2013-07-16,66,False
2013-07-17,62,False
2013-07-18,79,False
2013-07-19,70,False
2013-07-20,68,False
2013-07-21,47,False
2013-07-22,70,False
2013-07-23,70,False
2013-07-24,85,False
2013-07-25,72,False
2013-07-26,69,False
2013-07-27,57,False
2013-07-28,59,False
2013-07-29,63,False
2013-07-30,62,False
2013-07-31,71,False
2013-08-01,64,False
2013-08-02,66,False
2013-08-03,55,False
2013-08-04,61,False
2013-08-05,64,False
2013-08-06,72,False
2013-08-07,70,False
2013-08-08,59,False
2013-08-09,59,False
2013-08-10,55,False
2013-08-11,51,False
2013-08-12,62,False
2013-08-13,72,False
2013-08-14,69,False
2013-08-15,82,False
2013-08-16,55,False
2013-08-17,52,False
2013-08-18,56,False
2013-08-19,61,False
2013-08-20,79,False
2013-08-21,69,False
2013-08-22,66,False
2013-08-23,68,False
2013-08-24,54,False
2013-08-25,60,False
2013-08-26,70,False
2013-08-27,71,False
2013-08-28,73,False
2013-08-29,67,False
2013-08-30,57,False
2013-08-31,60,False
2013-09-01,58,False
2013-09-02,72,False
2013-09-03,76,False
2013-09-04,100,False
2013-09-05,75,False
2013-09-06,70,False
2013-09-07,58,False
2013-09-08,50,False
2013-09-09,78,False
2013-09-10,70,False
2013-09-11,92,False
2013-09-12,73,False
2013-09-13,65,False
2013-09-14,66,False
2013-09-15,59,False
2013-09-16,64,False
2013-09-17,74,False
2013-09-18,81,False
2013-09-19,68,False
2013-09-20,72,False
2013-09-21,55,False
2013-09-22,66,False
2013-09-23,70,False
2013-09-24,78,False
2013-09-25,75,False
2013-09-26,75,False
2013-09-27,80,False
2013-09-28,61,False
2013-09-29,65,False
2013-09-30,74,False
2013-10-01,81,False
2013-10-02,73,False
2013-10-03,65,False
2013-10-04,74,False
2013-10-05,41,False
2013-10-06,55,False
2013-10-07,67,False
2013-10-08,80,False
2013-10-09,70,False
2013-10-10,86,False
2013-10-11,88,False
2013-10-12,60,False
2013-10-13,45,False
2013-10-14,74,False
2013-10-15,77,False
2013-10-16,81,False
2013-10-17,81,False
2013-10-18,76,False
2013-10-19,68,False
2013-10-20,64,False
2013-10-21,70,False
2013-10-22,80,False
2013-10-23,85,False
2013-10-24,83,False
2013-10-25,80,False
2013-10-26,62,False
2013-10-27,63,False
2013-10-28,85,False
2013-10-29,76,False
2013-10-30,79,False
2013-10-31,74,False
2013-11-01,67,False
2013-11-02,66,False
2013-11-03,51,False
2013-11-04,75,False
2013-11-05,69,False
2013-11-06,77,False
