date,Broadcom,isPartial
2016-05-04,45,False
2016-05-05,43,False
2016-05-06,35,False
2016-05-07,40,False
2016-05-08,37,False
2016-05-09,49,False
2016-05-10,54,False
2016-05-11,53,False
2016-05-12,47,False
2016-05-13,48,False
2016-05-14,33,False
2016-05-15,32,False
2016-05-16,47,False
2016-05-17,48,False
2016-05-18,49,False
2016-05-19,50,False
2016-05-20,49,False
2016-05-21,36,False
2016-05-22,26,False
2016-05-23,41,False
2016-05-24,49,False
2016-05-25,41,False
2016-05-26,49,False
2016-05-27,42,False
2016-05-28,38,False
2016-05-29,41,False
2016-05-30,43,False
2016-05-31,57,False
2016-06-01,43,False
2016-06-02,49,False
2016-06-03,43,False
2016-06-04,37,False
2016-06-05,35,False
2016-06-06,51,False
2016-06-07,43,False
2016-06-08,43,False
2016-06-09,51,False
2016-06-10,39,False
2016-06-11,35,False
2016-06-12,32,False
2016-06-13,45,False
2016-06-14,46,False
2016-06-15,58,False
2016-06-16,49,False
2016-06-17,51,False
2016-06-18,34,False
2016-06-19,37,False
2016-06-20,39,False
2016-06-21,48,False
2016-06-22,47,False
2016-06-23,42,False
2016-06-24,38,False
2016-06-25,37,False
2016-06-26,35,False
2016-06-27,37,False
2016-06-28,36,False
2016-06-29,52,False
2016-06-30,45,False
2016-07-01,43,False
2016-07-02,33,False
2016-07-03,29,False
2016-07-04,41,False
2016-07-05,37,False
2016-07-06,32,False
2016-07-07,36,False
2016-07-08,48,False
2016-07-09,31,False
2016-07-10,27,False
2016-07-11,45,False
2016-07-12,45,False
2016-07-13,47,False
2016-07-14,47,False
2016-07-15,52,False
2016-07-16,32,False
2016-07-17,38,False
2016-07-18,40,False
2016-07-19,42,False
2016-07-20,43,False
2016-07-21,42,False
2016-07-22,49,False
2016-07-23,22,False
2016-07-24,26,False
2016-07-25,47,False
2016-07-26,48,False
2016-07-27,46,False
2016-07-28,57,False
2016-07-29,47,False
2016-07-30,37,False
2016-07-31,37,False
2016-08-01,38,False
2016-08-02,46,False
2016-08-03,42,False
2016-08-04,52,False
2016-08-05,47,False
2016-08-06,38,False
2016-08-07,26,False
2016-08-08,48,False
2016-08-09,38,False
2016-08-10,43,False
2016-08-11,44,False
2016-08-12,38,False
2016-08-13,35,False
2016-08-14,30,False
2016-08-15,36,False
2016-08-16,45,False
2016-08-17,52,False
2016-08-18,42,False
2016-08-19,51,False
2016-08-20,26,False
2016-08-21,35,False
2016-08-22,49,False
2016-08-23,43,False
2016-08-24,44,False
2016-08-25,38,False
2016-08-26,44,False
2016-08-27,40,False
2016-08-28,29,False
2016-08-29,39,False
2016-08-30,50,False
2016-08-31,42,False
2016-09-01,45,False
2016-09-02,52,False
2016-09-03,36,False
2016-09-04,36,False
2016-09-05,43,False
2016-09-06,43,False
2016-09-07,54,False
2016-09-08,42,False
2016-09-09,38,False
2016-09-10,34,False
2016-09-11,27,False
2016-09-12,43,False
2016-09-13,38,False
2016-09-14,45,False
2016-09-15,44,False
2016-09-16,42,False
2016-09-17,30,False
2016-09-18,31,False
2016-09-19,40,False
2016-09-20,53,False
2016-09-21,54,False
2016-09-22,47,False
2016-09-23,43,False
2016-09-24,33,False
2016-09-25,33,False
2016-09-26,42,False
2016-09-27,33,False
2016-09-28,46,False
2016-09-29,51,False
2016-09-30,39,False
2016-10-01,31,False
2016-10-02,25,False
2016-10-03,45,False
2016-10-04,38,False
2016-10-05,55,False
2016-10-06,41,False
2016-10-07,37,False
2016-10-08,28,False
2016-10-09,33,False
2016-10-10,50,False
2016-10-11,32,False
2016-10-12,43,False
2016-10-13,41,False
2016-10-14,38,False
2016-10-15,28,False
2016-10-16,33,False
2016-10-17,40,False
2016-10-18,26,False
2016-10-19,45,False
2016-10-20,40,False
2016-10-21,32,False
2016-10-22,29,False
2016-10-23,38,False
2016-10-24,44,False
2016-10-25,48,False
2016-10-26,41,False
2016-10-27,48,False
2016-10-28,38,False
2016-10-29,29,False
2016-10-30,34,False
2016-10-31,48,False
2016-11-01,56,False
2016-11-02,100,False
2016-11-03,90,False
2016-11-04,66,False
2016-11-05,28,False
2016-11-06,39,False
2016-11-07,49,False
2016-11-08,47,False
2016-11-09,40,False
2016-11-10,37,False
2016-11-11,45,False
2016-11-12,37,False
2016-11-13,35,False
2016-11-14,41,False
2016-11-15,55,False
2016-11-16,46,False
2016-11-17,37,False
2016-11-18,42,False
2016-11-19,46,False
2016-11-20,32,False
2016-11-21,44,False
2016-11-22,44,False
