date,Broadcom,isPartial
2011-09-18,81,False
2011-09-19,98,False
2011-09-20,98,False
2011-09-21,100,False
2011-09-22,87,False
2011-09-23,99,False
2011-09-24,83,False
2011-09-25,80,False
2011-09-26,88,False
2011-09-27,86,False
2011-09-28,75,False
2011-09-29,100,False
2011-09-30,91,False
2011-10-01,72,False
2011-10-02,73,False
2011-10-03,73,False
2011-10-04,81,False
2011-10-05,89,False
2011-10-06,71,False
2011-10-07,82,False
2011-10-08,57,False
2011-10-09,84,False
2011-10-10,80,False
2011-10-11,87,False
2011-10-12,78,False
2011-10-13,75,False
2011-10-14,99,False
2011-10-15,77,False
2011-10-16,88,False
2011-10-17,70,False
2011-10-18,72,False
2011-10-19,87,False
2011-10-20,77,False
2011-10-21,89,False
2011-10-22,68,False
2011-10-23,64,False
2011-10-24,81,False
2011-10-25,97,False
2011-10-26,68,False
2011-10-27,73,False
2011-10-28,85,False
2011-10-29,69,False
2011-10-30,54,False
2011-10-31,74,False
2011-11-01,84,False
2011-11-02,76,False
2011-11-03,76,False
2011-11-04,69,False
2011-11-05,79,False
2011-11-06,73,False
2011-11-07,70,False
2011-11-08,85,False
2011-11-09,89,False
2011-11-10,69,False
2011-11-11,80,False
2011-11-12,69,False
2011-11-13,61,False
2011-11-14,79,False
2011-11-15,80,False
2011-11-16,75,False
2011-11-17,72,False
2011-11-18,81,False
2011-11-19,67,False
2011-11-20,73,False
2011-11-21,80,False
2011-11-22,75,False
2011-11-23,76,False
2011-11-24,77,False
2011-11-25,69,False
2011-11-26,79,False
2011-11-27,52,False
2011-11-28,79,False
2011-11-29,94,False
2011-11-30,80,False
2011-12-01,70,False
2011-12-02,76,False
2011-12-03,64,False
2011-12-04,79,False
2011-12-05,61,False
2011-12-06,78,False
2011-12-07,78,False
2011-12-08,53,False
2011-12-09,86,False
2011-12-10,53,False
2011-12-11,62,False
2011-12-12,68,False
2011-12-13,75,False
2011-12-14,77,False
2011-12-15,73,False
2011-12-16,76,False
2011-12-17,66,False
2011-12-18,69,False
2011-12-19,72,False
2011-12-20,67,False
2011-12-21,81,False
2011-12-22,89,False
2011-12-23,66,False
2011-12-24,61,False
2011-12-25,53,False
2011-12-26,63,False
2011-12-27,62,False
2011-12-28,97,False
2011-12-29,80,False
2011-12-30,75,False
2011-12-31,49,False
2012-01-01,45,False
2012-01-02,68,False
2012-01-03,86,False
2012-01-04,86,False
2012-01-05,78,False
2012-01-06,94,False
2012-01-07,64,False
2012-01-08,68,False
2012-01-09,78,False
2012-01-10,83,False
2012-01-11,80,False
2012-01-12,95,False
2012-01-13,78,False
2012-01-14,73,False
2012-01-15,63,False
2012-01-16,86,False
2012-01-17,86,False
2012-01-18,81,False
2012-01-19,71,False
2012-01-20,87,False
2012-01-21,63,False
2012-01-22,55,False
2012-01-23,61,False
2012-01-24,73,False
2012-01-25,73,False
2012-01-26,77,False
2012-01-27,91,False
2012-01-28,76,False
2012-01-29,73,False
2012-01-30,75,False
2012-01-31,76,False
2012-02-01,75,False
2012-02-02,88,False
2012-02-03,66,False
2012-02-04,73,False
2012-02-05,76,False
2012-02-06,86,False
2012-02-07,68,False
2012-02-08,88,False
2012-02-09,85,False
2012-02-10,78,False
2012-02-11,69,False
2012-02-12,55,False
2012-02-13,74,False
2012-02-14,73,False
2012-02-15,75,False
2012-02-16,71,False
2012-02-17,97,False
2012-02-18,59,False
2012-02-19,66,False
2012-02-20,69,False
2012-02-21,88,False
2012-02-22,81,False
2012-02-23,63,False
2012-02-24,79,False
2012-02-25,70,False
2012-02-26,52,False
2012-02-27,64,False
2012-02-28,77,False
2012-02-29,82,False
2012-03-01,81,False
2012-03-02,83,False
2012-03-03,75,False
2012-03-04,57,False
2012-03-05,70,False
2012-03-06,75,False
2012-03-07,83,False
2012-03-08,92,False
2012-03-09,83,False
2012-03-10,65,False
2012-03-11,52,False
2012-03-12,84,False
2012-03-13,72,False
2012-03-14,74,False
2012-03-15,79,False
2012-03-16,77,False
2012-03-17,66,False
2012-03-18,62,False
2012-03-19,84,False
2012-03-20,72,False
2012-03-21,66,False
2012-03-22,90,False
2012-03-23,71,False
2012-03-24,71,False
2012-03-25,69,False
2012-03-26,81,False
2012-03-27,60,False
2012-03-28,81,False
2012-03-29,71,False
2012-03-30,74,False
2012-03-31,49,False
2012-04-01,50,False
2012-04-02,68,False
2012-04-03,71,False
2012-04-04,66,False
2012-04-05,61,False
2012-04-06,65,False
2012-04-07,63,False
2012-04-08,62,False
2012-04-09,69,False
2012-04-10,59,False
2012-04-11,71,False
2012-04-12,79,False
2012-04-13,65,False
2012-04-14,59,False
2012-04-15,61,False
2012-04-16,66,False
2012-04-17,78,False
2012-04-18,71,False
2012-04-19,75,False
2012-04-20,78,False
2012-04-21,72,False
2012-04-22,48,False
2012-04-23,53,False
2012-04-24,75,False
2012-04-25,69,False
2012-04-26,71,False
2012-04-27,72,False
2012-04-28,59,False
2012-04-29,54,False
2012-04-30,71,False
2012-05-01,83,False
2012-05-02,70,False
2012-05-03,79,False
2012-05-04,65,False
2012-05-05,56,False
2012-05-06,62,False
2012-05-07,64,False
2012-05-08,69,False
2012-05-09,65,False
2012-05-10,85,False
2012-05-11,60,False
2012-05-12,67,False
2012-05-13,44,False
2012-05-14,75,False
2012-05-15,67,False
2012-05-16,74,False
2012-05-17,66,False
2012-05-18,66,False
2012-05-19,59,False
2012-05-20,52,False
2012-05-21,66,False
2012-05-22,70,False
2012-05-23,65,False
2012-05-24,75,False
2012-05-25,62,False
2012-05-26,62,False
2012-05-27,74,False
2012-05-28,47,False
2012-05-29,78,False
2012-05-30,64,False
2012-05-31,79,False
2012-06-01,70,False
2012-06-02,52,False
2012-06-03,44,False
2012-06-04,67,False
