date,Broadcom,isPartial
2017-05-29,10,False
2017-05-30,12,False
2017-05-31,11,False
2017-06-01,12,False
2017-06-02,15,False
2017-06-03,12,False
2017-06-04,8,False
2017-06-05,11,False
2017-06-06,14,False
2017-06-07,14,False
2017-06-08,12,False
2017-06-09,12,False
2017-06-10,7,False
2017-06-11,4,False
2017-06-12,11,False
2017-06-13,12,False
2017-06-14,12,False
2017-06-15,13,False
2017-06-16,10,False
2017-06-17,9,False
2017-06-18,8,False
2017-06-19,13,False
2017-06-20,17,False
2017-06-21,14,False
2017-06-22,14,False
2017-06-23,11,False
2017-06-24,12,False
2017-06-25,7,False
2017-06-26,10,False
2017-06-27,14,False
2017-06-28,14,False
2017-06-29,13,False
2017-06-30,11,False
2017-07-01,9,False
2017-07-02,8,False
2017-07-03,12,False
2017-07-04,8,False
2017-07-05,12,False
2017-07-06,13,False
2017-07-07,11,False
2017-07-08,10,False
2017-07-09,8,False
2017-07-10,11,False
2017-07-11,12,False
2017-07-12,12,False
2017-07-13,14,False
2017-07-14,10,False
2017-07-15,8,False
2017-07-16,6,False
2017-07-17,12,False
2017-07-18,11,False
2017-07-19,8,False
2017-07-20,15,False
2017-07-21,9,False
2017-07-22,8,False
2017-07-23,9,False
2017-07-24,12,False
2017-07-25,13,False
2017-07-26,13,False
2017-07-27,10,False
2017-07-28,12,False
2017-07-29,9,False
2017-07-30,9,False
2017-07-31,13,False
2017-08-01,11,False
2017-08-02,13,False
2017-08-03,12,False
2017-08-04,13,False
2017-08-05,9,False
2017-08-06,9,False
2017-08-07,10,False
2017-08-08,11,False
2017-08-09,12,False
2017-08-10,11,False
2017-08-11,9,False
2017-08-12,6,False
2017-08-13,8,False
2017-08-14,10,False
2017-08-15,14,False
2017-08-16,11,False
2017-08-17,14,False
2017-08-18,7,False
2017-08-19,9,False
2017-08-20,8,False
2017-08-21,10,False
2017-08-22,10,False
2017-08-23,13,False
2017-08-24,14,False
2017-08-25,11,False
2017-08-26,8,False
2017-08-27,9,False
2017-08-28,12,False
2017-08-29,13,False
2017-08-30,9,False
2017-08-31,9,False
2017-09-01,11,False
2017-09-02,8,False
2017-09-03,8,False
2017-09-04,10,False
2017-09-05,9,False
2017-09-06,13,False
2017-09-07,13,False
2017-09-08,11,False
2017-09-09,6,False
2017-09-10,9,False
2017-09-11,11,False
2017-09-12,11,False
2017-09-13,13,False
2017-09-14,10,False
2017-09-15,9,False
2017-09-16,9,False
2017-09-17,10,False
2017-09-18,14,False
2017-09-19,11,False
2017-09-20,14,False
2017-09-21,10,False
2017-09-22,9,False
2017-09-23,7,False
2017-09-24,8,False
2017-09-25,10,False
2017-09-26,12,False
2017-09-27,12,False
2017-09-28,11,False
2017-09-29,13,False
2017-09-30,12,False
2017-10-01,9,False
2017-10-02,12,False
2017-10-03,10,False
2017-10-04,11,False
2017-10-05,11,False
2017-10-06,10,False
2017-10-07,8,False
2017-10-08,8,False
2017-10-09,10,False
2017-10-10,11,False
2017-10-11,9,False
2017-10-12,9,False
2017-10-13,10,False
2017-10-14,10,False
2017-10-15,8,False
2017-10-16,10,False
2017-10-17,13,False
2017-10-18,12,False
2017-10-19,13,False
2017-10-20,11,False
2017-10-21,9,False
2017-10-22,9,False
2017-10-23,10,False
2017-10-24,13,False
2017-10-25,14,False
2017-10-26,10,False
2017-10-27,11,False
2017-10-28,9,False
2017-10-29,7,False
2017-10-30,12,False
2017-10-31,13,False
2017-11-01,9,False
2017-11-02,64,False
2017-11-03,74,False
2017-11-04,53,False
2017-11-05,32,False
2017-11-06,100,False
2017-11-07,59,False
2017-11-08,27,False
2017-11-09,27,False
2017-11-10,19,False
2017-11-11,15,False
2017-11-12,11,False
2017-11-13,27,False
2017-11-14,26,False
2017-11-15,17,False
2017-11-16,15,False
2017-11-17,16,False
2017-11-18,10,False
2017-11-19,11,False
2017-11-20,14,False
2017-11-21,16,False
2017-11-22,14,False
2017-11-23,10,False
2017-11-24,12,False
2017-11-25,11,False
2017-11-26,8,False
2017-11-27,13,False
2017-11-28,18,False
2017-11-29,19,False
2017-11-30,15,False
2017-12-01,11,False
2017-12-02,9,False
2017-12-03,9,False
2017-12-04,17,False
2017-12-05,15,False
2017-12-06,21,False
2017-12-07,16,False
2017-12-08,15,False
2017-12-09,12,False
2017-12-10,8,False
2017-12-11,13,False
2017-12-12,14,False
2017-12-13,12,False
2017-12-14,14,False
2017-12-15,15,False
2017-12-16,8,False
2017-12-17,11,False
2017-12-18,11,False
2017-12-19,11,False
2017-12-20,12,False
2017-12-21,15,False
2017-12-22,11,False
2017-12-23,8,False
2017-12-24,8,False
2017-12-25,10,False
2017-12-26,10,False
2017-12-27,10,False
2017-12-28,10,False
2017-12-29,12,False
2017-12-30,10,False
2017-12-31,11,False
2018-01-01,8,False
2018-01-02,12,False
2018-01-03,13,False
2018-01-04,13,False
2018-01-05,11,False
2018-01-06,8,False
2018-01-07,11,False
2018-01-08,11,False
2018-01-09,14,False
2018-01-10,13,False
2018-01-11,12,False
2018-01-12,10,False
2018-01-13,8,False
2018-01-14,8,False
2018-01-15,12,False
2018-01-16,13,False
2018-01-17,16,False
2018-01-18,16,False
2018-01-19,12,False
2018-01-20,9,False
2018-01-21,8,False
2018-01-22,13,False
2018-01-23,14,False
2018-01-24,13,False
2018-01-25,14,False
2018-01-26,12,False
2018-01-27,9,False
2018-01-28,5,False
2018-01-29,13,False
2018-01-30,13,False
2018-01-31,14,False
2018-02-01,14,False
2018-02-02,15,False
2018-02-03,10,False
2018-02-04,8,False
2018-02-05,35,False
2018-02-06,29,False
2018-02-07,15,False
2018-02-08,17,False
2018-02-09,19,False
2018-02-10,13,False
2018-02-11,8,False
2018-02-12,18,False
2018-02-13,18,False
