date,Celgene,isPartial
2016-09-11,21,False
2016-09-12,79,False
2016-09-13,36,False
2016-09-14,30,False
2016-09-15,46,False
2016-09-16,60,False
2016-09-17,11,False
2016-09-18,18,False
2016-09-19,39,False
2016-09-20,48,False
2016-09-21,55,False
2016-09-22,30,False
2016-09-23,39,False
2016-09-24,11,False
2016-09-25,9,False
2016-09-26,39,False
2016-09-27,39,False
2016-09-28,37,False
2016-09-29,29,False
2016-09-30,47,False
2016-10-01,11,False
2016-10-02,17,False
2016-10-03,39,False
2016-10-04,50,False
2016-10-05,49,False
2016-10-06,45,False
2016-10-07,33,False
2016-10-08,11,False
2016-10-09,4,False
2016-10-10,37,False
2016-10-11,43,False
2016-10-12,34,False
2016-10-13,37,False
2016-10-14,41,False
2016-10-15,20,False
2016-10-16,9,False
2016-10-17,50,False
2016-10-18,44,False
2016-10-19,40,False
2016-10-20,41,False
2016-10-21,30,False
2016-10-22,14,False
2016-10-23,13,False
2016-10-24,37,False
2016-10-25,29,False
2016-10-26,56,False
2016-10-27,63,False
2016-10-28,39,False
2016-10-29,7,False
2016-10-30,11,False
2016-10-31,40,False
2016-11-01,40,False
2016-11-02,39,False
2016-11-03,45,False
2016-11-04,32,False
2016-11-05,20,False
2016-11-06,24,False
2016-11-07,36,False
2016-11-08,44,False
2016-11-09,100,False
2016-11-10,80,False
2016-11-11,45,False
2016-11-12,16,False
2016-11-13,17,False
2016-11-14,55,False
2016-11-15,70,False
2016-11-16,58,False
2016-11-17,42,False
2016-11-18,26,False
2016-11-19,13,False
2016-11-20,15,False
2016-11-21,40,False
2016-11-22,61,False
2016-11-23,65,False
2016-11-24,26,False
2016-11-25,42,False
2016-11-26,17,False
2016-11-27,13,False
2016-11-28,38,False
2016-11-29,37,False
2016-11-30,31,False
2016-12-01,68,False
2016-12-02,52,False
2016-12-03,32,False
2016-12-04,18,False
2016-12-05,47,False
2016-12-06,43,False
2016-12-07,45,False
2016-12-08,49,False
2016-12-09,41,False
2016-12-10,20,False
2016-12-11,8,False
2016-12-12,47,False
2016-12-13,68,False
2016-12-14,37,False
2016-12-15,40,False
2016-12-16,52,False
2016-12-17,15,False
2016-12-18,9,False
2016-12-19,36,False
2016-12-20,44,False
2016-12-21,45,False
2016-12-22,34,False
2016-12-23,40,False
2016-12-24,16,False
2016-12-25,12,False
2016-12-26,19,False
2016-12-27,20,False
2016-12-28,22,False
2016-12-29,34,False
2016-12-30,17,False
2016-12-31,7,False
2017-01-01,14,False
2017-01-02,26,False
2017-01-03,58,False
2017-01-04,49,False
2017-01-05,49,False
2017-01-06,58,False
2017-01-07,15,False
2017-01-08,17,False
2017-01-09,70,False
2017-01-10,74,False
2017-01-11,47,False
2017-01-12,70,False
2017-01-13,43,False
2017-01-14,13,False
2017-01-15,10,False
2017-01-16,33,False
2017-01-17,41,False
2017-01-18,46,False
2017-01-19,72,False
2017-01-20,44,False
2017-01-21,8,False
2017-01-22,6,False
2017-01-23,49,False
2017-01-24,59,False
2017-01-25,50,False
2017-01-26,72,False
2017-01-27,47,False
2017-01-28,6,False
2017-01-29,16,False
2017-01-30,53,False
2017-01-31,55,False
2017-02-01,45,False
2017-02-02,52,False
2017-02-03,54,False
2017-02-04,10,False
2017-02-05,24,False
2017-02-06,51,False
2017-02-07,50,False
2017-02-08,35,False
2017-02-09,41,False
2017-02-10,34,False
2017-02-11,19,False
2017-02-12,12,False
2017-02-13,43,False
2017-02-14,44,False
2017-02-15,56,False
2017-02-16,49,False
2017-02-17,64,False
2017-02-18,22,False
2017-02-19,16,False
2017-02-20,39,False
2017-02-21,38,False
2017-02-22,45,False
2017-02-23,73,False
2017-02-24,64,False
2017-02-25,31,False
2017-02-26,16,False
2017-02-27,57,False
2017-02-28,78,False
2017-03-01,73,False
2017-03-02,45,False
2017-03-03,56,False
2017-03-04,18,False
2017-03-05,24,False
2017-03-06,45,False
2017-03-07,67,False
2017-03-08,44,False
2017-03-09,61,False
2017-03-10,38,False
2017-03-11,20,False
2017-03-12,15,False
2017-03-13,55,False
2017-03-14,69,False
2017-03-15,53,False
2017-03-16,48,False
2017-03-17,49,False
2017-03-18,34,False
2017-03-19,24,False
2017-03-20,56,False
2017-03-21,42,False
2017-03-22,49,False
2017-03-23,54,False
2017-03-24,48,False
2017-03-25,21,False
2017-03-26,14,False
2017-03-27,59,False
2017-03-28,48,False
2017-03-29,60,False
2017-03-30,56,False
2017-03-31,57,False
2017-04-01,18,False
2017-04-02,12,False
2017-04-03,49,False
2017-04-04,60,False
2017-04-05,40,False
2017-04-06,41,False
2017-04-07,45,False
2017-04-08,12,False
2017-04-09,27,False
2017-04-10,52,False
2017-04-11,46,False
2017-04-12,55,False
2017-04-13,40,False
2017-04-14,32,False
2017-04-15,6,False
2017-04-16,13,False
2017-04-17,55,False
2017-04-18,47,False
2017-04-19,40,False
2017-04-20,37,False
2017-04-21,41,False
2017-04-22,6,False
2017-04-23,16,False
2017-04-24,38,False
2017-04-25,54,False
2017-04-26,67,False
