date,Celgene,isPartial
2015-04-10,32,False
2015-04-11,20,False
2015-04-12,12,False
2015-04-13,38,False
2015-04-14,46,False
2015-04-15,34,False
2015-04-16,33,False
2015-04-17,36,False
2015-04-18,11,False
2015-04-19,11,False
2015-04-20,21,False
2015-04-21,39,False
2015-04-22,38,False
2015-04-23,28,False
2015-04-24,44,False
2015-04-25,15,False
2015-04-26,13,False
2015-04-27,34,False
2015-04-28,38,False
2015-04-29,59,False
2015-04-30,60,False
2015-05-01,31,False
2015-05-02,15,False
2015-05-03,10,False
2015-05-04,42,False
2015-05-05,46,False
2015-05-06,36,False
2015-05-07,45,False
2015-05-08,35,False
2015-05-09,12,False
2015-05-10,19,False
2015-05-11,33,False
2015-05-12,32,False
2015-05-13,25,False
2015-05-14,25,False
2015-05-15,27,False
2015-05-16,13,False
2015-05-17,11,False
2015-05-18,42,False
2015-05-19,34,False
2015-05-20,32,False
2015-05-21,43,False
2015-05-22,30,False
2015-05-23,12,False
2015-05-24,7,False
2015-05-25,21,False
2015-05-26,36,False
2015-05-27,35,False
2015-05-28,28,False
2015-05-29,23,False
2015-05-30,10,False
2015-05-31,13,False
2015-06-01,21,False
2015-06-02,34,False
2015-06-03,34,False
2015-06-04,27,False
2015-06-05,29,False
2015-06-06,8,False
2015-06-07,12,False
2015-06-08,36,False
2015-06-09,38,False
2015-06-10,34,False
2015-06-11,33,False
2015-06-12,30,False
2015-06-13,8,False
2015-06-14,12,False
2015-06-15,28,False
2015-06-16,27,False
2015-06-17,37,False
2015-06-18,45,False
2015-06-19,31,False
2015-06-20,12,False
2015-06-21,13,False
2015-06-22,31,False
2015-06-23,33,False
2015-06-24,36,False
2015-06-25,32,False
2015-06-26,19,False
2015-06-27,10,False
2015-06-28,5,False
2015-06-29,32,False
2015-06-30,64,False
2015-07-01,37,False
2015-07-02,34,False
2015-07-03,27,False
2015-07-04,7,False
2015-07-05,14,False
2015-07-06,36,False
2015-07-07,48,False
2015-07-08,37,False
2015-07-09,36,False
2015-07-10,35,False
2015-07-11,14,False
2015-07-12,8,False
2015-07-13,37,False
2015-07-14,63,False
2015-07-15,100,False
2015-07-16,61,False
2015-07-17,54,False
2015-07-18,16,False
2015-07-19,23,False
2015-07-20,38,False
2015-07-21,49,False
2015-07-22,52,False
2015-07-23,54,False
2015-07-24,48,False
2015-07-25,12,False
2015-07-26,21,False
2015-07-27,44,False
2015-07-28,45,False
2015-07-29,36,False
2015-07-30,48,False
2015-07-31,32,False
2015-08-01,3,False
2015-08-02,13,False
2015-08-03,32,False
2015-08-04,28,False
2015-08-05,38,False
2015-08-06,34,False
2015-08-07,34,False
2015-08-08,22,False
2015-08-09,17,False
2015-08-10,42,False
2015-08-11,39,False
2015-08-12,28,False
