date,Celgene,isPartial
2011-09-18,11,False
2011-09-19,42,False
2011-09-20,51,False
2011-09-21,66,False
2011-09-22,62,False
2011-09-23,39,False
2011-09-24,6,False
2011-09-25,6,False
2011-09-26,70,False
2011-09-27,61,False
2011-09-28,19,False
2011-09-29,52,False
2011-09-30,30,False
2011-10-01,18,False
2011-10-02,6,False
2011-10-03,33,False
2011-10-04,37,False
2011-10-05,42,False
2011-10-06,51,False
2011-10-07,39,False
2011-10-08,23,False
2011-10-09,39,False
2011-10-10,37,False
2011-10-11,48,False
2011-10-12,41,False
2011-10-13,37,False
2011-10-14,83,False
2011-10-15,28,False
2011-10-16,0,False
2011-10-17,23,False
2011-10-18,64,False
2011-10-19,41,False
2011-10-20,28,False
2011-10-21,25,False
2011-10-22,0,False
2011-10-23,22,False
2011-10-24,31,False
2011-10-25,22,False
2011-10-26,9,False
2011-10-27,61,False
2011-10-28,54,False
2011-10-29,6,False
2011-10-30,11,False
2011-10-31,28,False
2011-11-01,38,False
2011-11-02,37,False
2011-11-03,50,False
2011-11-04,47,False
2011-11-05,11,False
2011-11-06,27,False
2011-11-07,27,False
2011-11-08,49,False
2011-11-09,18,False
2011-11-10,32,False
2011-11-11,49,False
2011-11-12,0,False
2011-11-13,11,False
2011-11-14,95,False
2011-11-15,59,False
2011-11-16,36,False
2011-11-17,54,False
2011-11-18,29,False
2011-11-19,27,False
2011-11-20,27,False
2011-11-21,48,False
2011-11-22,13,False
2011-11-23,23,False
2011-11-24,33,False
2011-11-25,15,False
2011-11-26,11,False
2011-11-27,21,False
2011-11-28,30,False
2011-11-29,40,False
2011-11-30,49,False
2011-12-01,91,False
2011-12-02,51,False
2011-12-03,5,False
2011-12-04,16,False
2011-12-05,31,False
2011-12-06,53,False
2011-12-07,31,False
2011-12-08,41,False
2011-12-09,33,False
2011-12-10,0,False
2011-12-11,26,False
2011-12-12,26,False
2011-12-13,44,False
2011-12-14,36,False
2011-12-15,45,False
2011-12-16,28,False
2011-12-17,5,False
2011-12-18,17,False
2011-12-19,23,False
2011-12-20,36,False
2011-12-21,9,False
2011-12-22,29,False
2011-12-23,5,False
2011-12-24,6,False
2011-12-25,6,False
2011-12-26,27,False
2011-12-27,29,False
2011-12-28,14,False
2011-12-29,24,False
2011-12-30,15,False
2011-12-31,6,False
2012-01-01,0,False
2012-01-02,19,False
2012-01-03,44,False
2012-01-04,18,False
2012-01-05,27,False
2012-01-06,56,False
2012-01-07,16,False
2012-01-08,10,False
2012-01-09,60,False
2012-01-10,38,False
2012-01-11,51,False
2012-01-12,34,False
2012-01-13,40,False
2012-01-14,21,False
2012-01-15,15,False
2012-01-16,17,False
2012-01-17,50,False
2012-01-18,54,False
2012-01-19,34,False
2012-01-20,53,False
2012-01-21,20,False
2012-01-22,10,False
2012-01-23,54,False
2012-01-24,25,False
2012-01-25,34,False
2012-01-26,81,False
2012-01-27,22,False
2012-01-28,35,False
2012-01-29,10,False
2012-01-30,49,False
2012-01-31,24,False
2012-02-01,54,False
2012-02-02,59,False
2012-02-03,47,False
2012-02-04,5,False
2012-02-05,20,False
2012-02-06,100,False
2012-02-07,49,False
2012-02-08,25,False
2012-02-09,33,False
2012-02-10,39,False
2012-02-11,20,False
2012-02-12,10,False
2012-02-13,32,False
2012-02-14,29,False
2012-02-15,17,False
2012-02-16,51,False
2012-02-17,48,False
2012-02-18,10,False
2012-02-19,25,False
2012-02-20,26,False
2012-02-21,34,False
2012-02-22,29,False
2012-02-23,62,False
2012-02-24,78,False
2012-02-25,5,False
2012-02-26,15,False
2012-02-27,37,False
2012-02-28,65,False
2012-02-29,41,False
2012-03-01,61,False
2012-03-02,14,False
2012-03-03,21,False
2012-03-04,15,False
2012-03-05,51,False
2012-03-06,37,False
2012-03-07,28,False
2012-03-08,25,False
2012-03-09,65,False
2012-03-10,10,False
2012-03-11,15,False
2012-03-12,37,False
2012-03-13,45,False
2012-03-14,49,False
2012-03-15,37,False
2012-03-16,17,False
2012-03-17,10,False
2012-03-18,15,False
2012-03-19,37,False
2012-03-20,45,False
2012-03-21,54,False
2012-03-22,42,False
2012-03-23,49,False
2012-03-24,15,False
2012-03-25,5,False
2012-03-26,44,False
2012-03-27,45,False
2012-03-28,42,False
2012-03-29,46,False
2012-03-30,35,False
2012-03-31,10,False
2012-04-01,30,False
2012-04-02,41,False
2012-04-03,12,False
2012-04-04,38,False
2012-04-05,21,False
2012-04-06,14,False
2012-04-07,5,False
2012-04-08,11,False
2012-04-09,20,False
2012-04-10,30,False
2012-04-11,52,False
2012-04-12,33,False
2012-04-13,78,False
2012-04-14,20,False
2012-04-15,10,False
2012-04-16,45,False
2012-04-17,28,False
2012-04-18,45,False
2012-04-19,25,False
2012-04-20,56,False
2012-04-21,15,False
2012-04-22,14,False
2012-04-23,44,False
2012-04-24,28,False
2012-04-25,29,False
2012-04-26,49,False
2012-04-27,52,False
2012-04-28,20,False
2012-04-29,5,False
2012-04-30,30,False
2012-05-01,36,False
2012-05-02,37,False
2012-05-03,62,False
2012-05-04,47,False
2012-05-05,20,False
2012-05-06,34,False
2012-05-07,36,False
2012-05-08,36,False
2012-05-09,16,False
2012-05-10,49,False
