date,Celgene,isPartial
2017-05-29,8,False
2017-05-30,16,False
2017-05-31,20,False
2017-06-01,16,False
2017-06-02,17,False
2017-06-03,3,False
2017-06-04,5,False
2017-06-05,15,False
2017-06-06,16,False
2017-06-07,14,False
2017-06-08,11,False
2017-06-09,16,False
2017-06-10,4,False
2017-06-11,0,False
2017-06-12,12,False
2017-06-13,15,False
2017-06-14,15,False
2017-06-15,17,False
2017-06-16,17,False
2017-06-17,5,False
2017-06-18,2,False
2017-06-19,13,False
2017-06-20,17,False
2017-06-21,25,False
2017-06-22,27,False
2017-06-23,24,False
2017-06-24,5,False
2017-06-25,8,False
2017-06-26,23,False
2017-06-27,21,False
2017-06-28,18,False
2017-06-29,17,False
2017-06-30,15,False
2017-07-01,6,False
2017-07-02,4,False
2017-07-03,10,False
2017-07-04,9,False
2017-07-05,13,False
2017-07-06,20,False
2017-07-07,18,False
2017-07-08,2,False
2017-07-09,8,False
2017-07-10,14,False
2017-07-11,13,False
2017-07-12,16,False
2017-07-13,23,False
2017-07-14,11,False
2017-07-15,3,False
2017-07-16,8,False
2017-07-17,13,False
2017-07-18,14,False
2017-07-19,14,False
2017-07-20,15,False
2017-07-21,18,False
2017-07-22,3,False
2017-07-23,5,False
2017-07-24,18,False
2017-07-25,23,False
2017-07-26,26,False
2017-07-27,30,False
2017-07-28,17,False
2017-07-29,6,False
2017-07-30,8,False
2017-07-31,22,False
2017-08-01,16,False
2017-08-02,20,False
2017-08-03,21,False
2017-08-04,17,False
2017-08-05,8,False
2017-08-06,5,False
2017-08-07,22,False
2017-08-08,19,False
2017-08-09,17,False
2017-08-10,12,False
2017-08-11,19,False
2017-08-12,3,False
2017-08-13,4,False
2017-08-14,12,False
2017-08-15,11,False
2017-08-16,18,False
2017-08-17,10,False
2017-08-18,17,False
2017-08-19,4,False
2017-08-20,7,False
2017-08-21,17,False
2017-08-22,21,False
2017-08-23,17,False
2017-08-24,11,False
2017-08-25,10,False
2017-08-26,2,False
2017-08-27,3,False
2017-08-28,13,False
2017-08-29,18,False
2017-08-30,10,False
2017-08-31,28,False
2017-09-01,24,False
2017-09-02,4,False
2017-09-03,4,False
2017-09-04,8,False
2017-09-05,21,False
2017-09-06,12,False
2017-09-07,21,False
2017-09-08,16,False
2017-09-09,5,False
2017-09-10,7,False
2017-09-11,17,False
2017-09-12,12,False
2017-09-13,18,False
2017-09-14,11,False
2017-09-15,20,False
2017-09-16,6,False
2017-09-17,4,False
2017-09-18,11,False
2017-09-19,13,False
2017-09-20,19,False
2017-09-21,18,False
2017-09-22,15,False
2017-09-23,5,False
2017-09-24,5,False
2017-09-25,21,False
2017-09-26,13,False
2017-09-27,15,False
2017-09-28,16,False
2017-09-29,14,False
2017-09-30,13,False
2017-10-01,6,False
2017-10-02,12,False
2017-10-03,18,False
2017-10-04,20,False
2017-10-05,25,False
2017-10-06,18,False
2017-10-07,10,False
2017-10-08,4,False
2017-10-09,21,False
2017-10-10,19,False
2017-10-11,24,False
2017-10-12,21,False
2017-10-13,19,False
2017-10-14,6,False
2017-10-15,10,False
2017-10-16,16,False
2017-10-17,16,False
2017-10-18,18,False
2017-10-19,29,False
2017-10-20,53,False
2017-10-21,14,False
2017-10-22,8,False
2017-10-23,27,False
2017-10-24,27,False
2017-10-25,26,False
2017-10-26,100,False
2017-10-27,61,False
2017-10-28,19,False
2017-10-29,14,False
2017-10-30,32,False
2017-10-31,29,False
