date,Celgene,isPartial
2012-10-12,37,False
2012-10-13,10,False
2012-10-14,16,False
2012-10-15,29,False
2012-10-16,47,False
2012-10-17,60,False
2012-10-18,32,False
2012-10-19,28,False
2012-10-20,19,False
2012-10-21,9,False
2012-10-22,5,False
2012-10-23,34,False
2012-10-24,24,False
2012-10-25,41,False
2012-10-26,40,False
2012-10-27,19,False
2012-10-28,15,False
2012-10-29,23,False
2012-10-30,28,False
2012-10-31,16,False
2012-11-01,22,False
2012-11-02,23,False
2012-11-03,16,False
2012-11-04,15,False
2012-11-05,16,False
2012-11-06,13,False
2012-11-07,13,False
2012-11-08,21,False
2012-11-09,33,False
2012-11-10,19,False
2012-11-11,12,False
2012-11-12,39,False
2012-11-13,42,False
2012-11-14,42,False
2012-11-15,35,False
2012-11-16,40,False
2012-11-17,9,False
2012-11-18,15,False
2012-11-19,67,False
2012-11-20,46,False
2012-11-21,24,False
2012-11-22,22,False
2012-11-23,17,False
2012-11-24,0,False
2012-11-25,9,False
2012-11-26,36,False
2012-11-27,36,False
2012-11-28,25,False
2012-11-29,48,False
2012-11-30,13,False
2012-12-01,12,False
2012-12-02,9,False
2012-12-03,23,False
2012-12-04,15,False
2012-12-05,23,False
2012-12-06,39,False
2012-12-07,41,False
2012-12-08,22,False
2012-12-09,9,False
2012-12-10,30,False
2012-12-11,26,False
2012-12-12,31,False
2012-12-13,47,False
2012-12-14,19,False
2012-12-15,9,False
2012-12-16,12,False
2012-12-17,10,False
2012-12-18,31,False
2012-12-19,40,False
2012-12-20,21,False
2012-12-21,40,False
2012-12-22,3,False
2012-12-23,7,False
2012-12-24,10,False
2012-12-25,3,False
2012-12-26,17,False
2012-12-27,11,False
2012-12-28,11,False
2012-12-29,22,False
2012-12-30,3,False
2012-12-31,31,False
2013-01-01,17,False
2013-01-02,40,False
2013-01-03,31,False
2013-01-04,11,False
2013-01-05,15,False
2013-01-06,20,False
2013-01-07,28,False
2013-01-08,64,False
2013-01-09,57,False
2013-01-10,57,False
2013-01-11,41,False
2013-01-12,23,False
2013-01-13,14,False
2013-01-14,34,False
2013-01-15,38,False
2013-01-16,36,False
2013-01-17,37,False
2013-01-18,25,False
2013-01-19,20,False
2013-01-20,11,False
2013-01-21,19,False
