date,Celgene,isPartial
2013-06-29,28,False
2013-06-30,20,False
2013-07-01,48,False
2013-07-02,71,False
2013-07-03,36,False
2013-07-04,34,False
2013-07-05,18,False
2013-07-06,16,False
2013-07-07,20,False
2013-07-08,59,False
2013-07-09,42,False
2013-07-10,43,False
2013-07-11,100,False
2013-07-12,55,False
2013-07-13,28,False
2013-07-14,28,False
2013-07-15,55,False
2013-07-16,39,False
2013-07-17,36,False
2013-07-18,64,False
2013-07-19,41,False
2013-07-20,20,False
2013-07-21,20,False
2013-07-22,62,False
2013-07-23,45,False
2013-07-24,52,False
2013-07-25,60,False
2013-07-26,68,False
2013-07-27,8,False
2013-07-28,0,False
2013-07-29,64,False
2013-07-30,70,False
2013-07-31,49,False
2013-08-01,76,False
2013-08-02,45,False
2013-08-03,28,False
2013-08-04,16,False
2013-08-05,72,False
2013-08-06,65,False
2013-08-07,56,False
2013-08-08,64,False
2013-08-09,55,False
2013-08-10,36,False
2013-08-11,20,False
2013-08-12,48,False
2013-08-13,43,False
2013-08-14,39,False
2013-08-15,41,False
2013-08-16,35,False
2013-08-17,31,False
2013-08-18,19,False
2013-08-19,83,False
2013-08-20,28,False
2013-08-21,74,False
2013-08-22,52,False
2013-08-23,20,False
2013-08-24,23,False
2013-08-25,34,False
2013-08-26,72,False
2013-08-27,55,False
2013-08-28,40,False
2013-08-29,60,False
2013-08-30,39,False
2013-08-31,15,False
2013-09-01,11,False
2013-09-02,22,False
2013-09-03,49,False
2013-09-04,59,False
2013-09-05,51,False
2013-09-06,49,False
2013-09-07,22,False
2013-09-08,25,False
2013-09-09,55,False
2013-09-10,73,False
2013-09-11,52,False
2013-09-12,49,False
2013-09-13,48,False
2013-09-14,22,False
2013-09-15,35,False
2013-09-16,39,False
2013-09-17,58,False
2013-09-18,67,False
2013-09-19,65,False
2013-09-20,65,False
2013-09-21,22,False
2013-09-22,29,False
2013-09-23,64,False
2013-09-24,55,False
2013-09-25,46,False
2013-09-26,63,False
2013-09-27,81,False
2013-09-28,26,False
2013-09-29,7,False
2013-09-30,63,False
2013-10-01,63,False
2013-10-02,88,False
2013-10-03,43,False
2013-10-04,48,False
2013-10-05,25,False
2013-10-06,14,False
2013-10-07,63,False
2013-10-08,61,False
2013-10-09,70,False
2013-10-10,46,False
2013-10-11,54,False
2013-10-12,18,False
2013-10-13,26,False
2013-10-14,56,False
2013-10-15,62,False
2013-10-16,61,False
2013-10-17,61,False
2013-10-18,32,False
2013-10-19,32,False
2013-10-20,14,False
2013-10-21,41,False
2013-10-22,72,False
2013-10-23,99,False
2013-10-24,86,False
2013-10-25,83,False
2013-10-26,25,False
2013-10-27,35,False
2013-10-28,71,False
2013-10-29,36,False
2013-10-30,48,False
2013-10-31,72,False
2013-11-01,39,False
2013-11-02,22,False
2013-11-03,17,False
2013-11-04,60,False
2013-11-05,51,False
2013-11-06,60,False
2013-11-07,54,False
2013-11-08,60,False
2013-11-09,21,False
2013-11-10,14,False
2013-11-11,33,False
2013-11-12,35,False
2013-11-13,78,False
2013-11-14,69,False
2013-11-15,35,False
2013-11-16,25,False
2013-11-17,24,False
2013-11-18,65,False
2013-11-19,74,False
2013-11-20,54,False
2013-11-21,74,False
2013-11-22,62,False
2013-11-23,17,False
2013-11-24,10,False
2013-11-25,78,False
2013-11-26,53,False
2013-11-27,79,False
2013-11-28,25,False
2013-11-29,29,False
2013-11-30,35,False
2013-12-01,16,False
2013-12-02,37,False
2013-12-03,61,False
2013-12-04,49,False
2013-12-05,35,False
2013-12-06,59,False
2013-12-07,31,False
2013-12-08,35,False
2013-12-09,85,False
2013-12-10,67,False
2013-12-11,59,False
2013-12-12,33,False
2013-12-13,72,False
2013-12-14,25,False
2013-12-15,21,False
2013-12-16,27,False
2013-12-17,39,False
2013-12-18,58,False
2013-12-19,34,False
2013-12-20,49,False
2013-12-21,29,False
2013-12-22,0,False
2013-12-23,33,False
2013-12-24,37,False
2013-12-25,4,False
2013-12-26,31,False
2013-12-27,30,False
2013-12-28,25,False
2013-12-29,11,False
2013-12-30,29,False
2013-12-31,21,False
2014-01-01,19,False
2014-01-02,53,False
2014-01-03,49,False
2014-01-04,20,False
2014-01-05,27,False
2014-01-06,73,False
2014-01-07,69,False
2014-01-08,67,False
2014-01-09,63,False
2014-01-10,76,False
2014-01-11,24,False
2014-01-12,17,False
2014-01-13,51,False
2014-01-14,60,False
2014-01-15,69,False
2014-01-16,64,False
2014-01-17,68,False
2014-01-18,13,False
2014-01-19,23,False
2014-01-20,29,False
2014-01-21,31,False
2014-01-22,79,False
2014-01-23,43,False
