date,Celgene,isPartial
2017-10-06,17,False
2017-10-07,9,False
2017-10-08,5,False
2017-10-09,21,False
2017-10-10,20,False
2017-10-11,25,False
2017-10-12,16,False
2017-10-13,14,False
2017-10-14,6,False
2017-10-15,8,False
2017-10-16,16,False
2017-10-17,18,False
2017-10-18,18,False
2017-10-19,27,False
2017-10-20,46,False
2017-10-21,12,False
2017-10-22,6,False
2017-10-23,31,False
2017-10-24,21,False
2017-10-25,28,False
2017-10-26,100,False
2017-10-27,63,False
2017-10-28,17,False
2017-10-29,15,False
2017-10-30,35,False
2017-10-31,38,False
2017-11-01,24,False
2017-11-02,25,False
2017-11-03,31,False
2017-11-04,9,False
2017-11-05,9,False
2017-11-06,26,False
2017-11-07,22,False
2017-11-08,18,False
2017-11-09,20,False
2017-11-10,22,False
2017-11-11,6,False
2017-11-12,8,False
2017-11-13,19,False
2017-11-14,19,False
2017-11-15,26,False
2017-11-16,24,False
2017-11-17,19,False
2017-11-18,4,False
2017-11-19,9,False
2017-11-20,16,False
2017-11-21,22,False
2017-11-22,14,False
2017-11-23,9,False
2017-11-24,14,False
2017-11-25,8,False
2017-11-26,2,False
2017-11-27,18,False
2017-11-28,19,False
2017-11-29,21,False
2017-11-30,19,False
2017-12-01,18,False
2017-12-02,8,False
2017-12-03,5,False
2017-12-04,23,False
2017-12-05,21,False
2017-12-06,12,False
2017-12-07,18,False
2017-12-08,18,False
2017-12-09,11,False
2017-12-10,7,False
2017-12-11,21,False
2017-12-12,20,False
2017-12-13,19,False
2017-12-14,22,False
2017-12-15,17,False
2017-12-16,7,False
2017-12-17,3,False
2017-12-18,13,False
2017-12-19,19,False
2017-12-20,21,False
2017-12-21,18,False
2017-12-22,18,False
2017-12-23,5,False
2017-12-24,7,False
2017-12-25,3,False
2017-12-26,10,False
2017-12-27,15,False
2017-12-28,20,False
2017-12-29,12,False
2017-12-30,5,False
2017-12-31,3,False
2018-01-01,4,False
2018-01-02,19,False
2018-01-03,20,False
2018-01-04,19,False
2018-01-05,15,False
2018-01-06,11,False
2018-01-07,11,False
2018-01-08,38,False
2018-01-09,33,False
2018-01-10,28,False
2018-01-11,24,False
2018-01-12,20,False
2018-01-13,8,False
2018-01-14,8,False
2018-01-15,12,False
2018-01-16,26,False
2018-01-17,30,False
2018-01-18,27,False
2018-01-19,24,False
2018-01-20,8,False
2018-01-21,5,False
2018-01-22,45,False
2018-01-23,34,False
