date,Celgene,isPartial
2010-08-24,51,False
2010-08-25,43,False
2010-08-26,34,False
2010-08-27,54,False
2010-08-28,11,False
2010-08-29,11,False
2010-08-30,41,False
2010-08-31,49,False
2010-09-01,75,False
2010-09-02,51,False
2010-09-03,53,False
2010-09-04,11,False
2010-09-05,11,False
2010-09-06,35,False
2010-09-07,41,False
2010-09-08,66,False
2010-09-09,34,False
2010-09-10,53,False
2010-09-11,0,False
2010-09-12,21,False
2010-09-13,49,False
2010-09-14,48,False
2010-09-15,25,False
2010-09-16,50,False
2010-09-17,70,False
2010-09-18,11,False
2010-09-19,0,False
2010-09-20,66,False
2010-09-21,99,False
2010-09-22,57,False
2010-09-23,57,False
2010-09-24,34,False
2010-09-25,31,False
2010-09-26,20,False
2010-09-27,63,False
2010-09-28,48,False
2010-09-29,40,False
2010-09-30,81,False
2010-10-01,17,False
2010-10-02,21,False
2010-10-03,30,False
2010-10-04,55,False
2010-10-05,40,False
2010-10-06,56,False
2010-10-07,42,False
2010-10-08,68,False
2010-10-09,42,False
2010-10-10,10,False
2010-10-11,49,False
2010-10-12,49,False
2010-10-13,40,False
2010-10-14,72,False
2010-10-15,34,False
2010-10-16,40,False
2010-10-17,0,False
2010-10-18,62,False
2010-10-19,70,False
2010-10-20,31,False
2010-10-21,40,False
2010-10-22,58,False
2010-10-23,20,False
2010-10-24,19,False
2010-10-25,16,False
2010-10-26,62,False
2010-10-27,15,False
2010-10-28,63,False
2010-10-29,34,False
2010-10-30,61,False
2010-10-31,10,False
2010-11-01,48,False
2010-11-02,38,False
2010-11-03,60,False
2010-11-04,46,False
2010-11-05,41,False
2010-11-06,20,False
2010-11-07,19,False
2010-11-08,38,False
2010-11-09,61,False
2010-11-10,38,False
2010-11-11,79,False
2010-11-12,98,False
2010-11-13,20,False
2010-11-14,19,False
2010-11-15,16,False
2010-11-16,39,False
2010-11-17,23,False
2010-11-18,16,False
2010-11-19,57,False
2010-11-20,29,False
2010-11-21,9,False
2010-11-22,52,False
2010-11-23,54,False
2010-11-24,54,False
2010-11-25,33,False
2010-11-26,17,False
2010-11-27,30,False
2010-11-28,28,False
2010-11-29,59,False
2010-11-30,67,False
2010-12-01,60,False
2010-12-02,83,False
2010-12-03,32,False
2010-12-04,19,False
2010-12-05,19,False
2010-12-06,61,False
2010-12-07,91,False
2010-12-08,86,False
2010-12-09,31,False
2010-12-10,96,False
2010-12-11,0,False
2010-12-12,28,False
2010-12-13,46,False
2010-12-14,53,False
2010-12-15,94,False
2010-12-16,31,False
2010-12-17,25,False
2010-12-18,10,False
2010-12-19,10,False
2010-12-20,23,False
2010-12-21,56,False
2010-12-22,90,False
2010-12-23,26,False
2010-12-24,41,False
2010-12-25,0,False
2010-12-26,21,False
2010-12-27,69,False
2010-12-28,34,False
2010-12-29,25,False
2010-12-30,43,False
2010-12-31,20,False
2011-01-01,11,False
2011-01-02,20,False
2011-01-03,79,False
2011-01-04,68,False
2011-01-05,76,False
2011-01-06,38,False
2011-01-07,86,False
2011-01-08,18,False
2011-01-09,36,False
2011-01-10,52,False
2011-01-11,100,False
2011-01-12,29,False
2011-01-13,96,False
2011-01-14,53,False
2011-01-15,9,False
2011-01-16,27,False
2011-01-17,36,False
2011-01-18,79,False
2011-01-19,100,False
2011-01-20,57,False
2011-01-21,60,False
2011-01-22,9,False
2011-01-23,35,False
2011-01-24,56,False
2011-01-25,92,False
2011-01-26,93,False
2011-01-27,87,False
2011-01-28,30,False
2011-01-29,0,False
2011-01-30,42,False
2011-01-31,94,False
2011-02-01,54,False
2011-02-02,75,False
2011-02-03,85,False
2011-02-04,58,False
2011-02-05,26,False
2011-02-06,59,False
2011-02-07,82,False
2011-02-08,56,False
2011-02-09,56,False
2011-02-10,36,False
2011-02-11,37,False
2011-02-12,26,False
2011-02-13,17,False
2011-02-14,42,False
2011-02-15,54,False
2011-02-16,69,False
2011-02-17,43,False
2011-02-18,67,False
2011-02-19,35,False
2011-02-20,17,False
2011-02-21,42,False
2011-02-22,96,False
2011-02-23,42,False
2011-02-24,57,False
2011-02-25,52,False
2011-02-26,17,False
2011-02-27,34,False
2011-02-28,34,False
2011-03-01,75,False
2011-03-02,41,False
2011-03-03,92,False
2011-03-04,37,False
2011-03-05,35,False
