date,fox,isPartial
2014-12-01,49,False
2014-12-02,49,False
2014-12-03,49,False
2014-12-04,53,False
2014-12-05,50,False
2014-12-06,59,False
2014-12-07,56,False
2014-12-08,51,False
2014-12-09,52,False
2014-12-10,50,False
2014-12-11,51,False
2014-12-12,52,False
2014-12-13,54,False
2014-12-14,59,False
2014-12-15,51,False
2014-12-16,51,False
2014-12-17,52,False
2014-12-18,53,False
2014-12-19,54,False
2014-12-20,61,False
2014-12-21,64,False
2014-12-22,55,False
2014-12-23,54,False
2014-12-24,54,False
2014-12-25,52,False
2014-12-26,58,False
2014-12-27,58,False
2014-12-28,62,False
2014-12-29,55,False
2014-12-30,54,False
2014-12-31,58,False
2015-01-01,59,False
2015-01-02,57,False
2015-01-03,60,False
2015-01-04,64,False
2015-01-05,57,False
2015-01-06,61,False
2015-01-07,63,False
2015-01-08,69,False
2015-01-09,68,False
2015-01-10,61,False
2015-01-11,69,False
2015-01-12,66,False
2015-01-13,60,False
2015-01-14,56,False
2015-01-15,60,False
2015-01-16,59,False
2015-01-17,60,False
2015-01-18,67,False
2015-01-19,55,False
2015-01-20,56,False
2015-01-21,55,False
2015-01-22,55,False
2015-01-23,54,False
2015-01-24,59,False
2015-01-25,59,False
2015-01-26,58,False
2015-01-27,56,False
2015-01-28,50,False
2015-01-29,52,False
2015-01-30,52,False
2015-01-31,57,False
2015-02-01,62,False
2015-02-02,55,False
2015-02-03,55,False
2015-02-04,62,False
2015-02-05,68,False
2015-02-06,59,False
2015-02-07,58,False
2015-02-08,54,False
2015-02-09,52,False
2015-02-10,53,False
2015-02-11,52,False
2015-02-12,57,False
2015-02-13,54,False
2015-02-14,57,False
2015-02-15,59,False
2015-02-16,57,False
2015-02-17,65,False
2015-02-18,65,False
2015-02-19,66,False
2015-02-20,59,False
2015-02-21,57,False
2015-02-22,59,False
2015-02-23,58,False
2015-02-24,65,False
2015-02-25,60,False
2015-02-26,62,False
2015-02-27,59,False
2015-02-28,55,False
2015-03-01,54,False
2015-03-02,52,False
2015-03-03,58,False
2015-03-04,54,False
2015-03-05,60,False
2015-03-06,57,False
2015-03-07,55,False
2015-03-08,53,False
2015-03-09,48,False
2015-03-10,55,False
2015-03-11,52,False
2015-03-12,56,False
2015-03-13,54,False
2015-03-14,56,False
2015-03-15,52,False
2015-03-16,48,False
2015-03-17,54,False
2015-03-18,59,False
2015-03-19,56,False
2015-03-20,53,False
2015-03-21,54,False
2015-03-22,58,False
2015-03-23,49,False
2015-03-24,51,False
2015-03-25,45,False
2015-03-26,52,False
2015-03-27,52,False
2015-03-28,50,False
2015-03-29,55,False
2015-03-30,53,False
2015-03-31,52,False
2015-04-01,49,False
2015-04-02,51,False
2015-04-03,51,False
2015-04-04,49,False
2015-04-05,48,False
2015-04-06,50,False
2015-04-07,50,False
2015-04-08,53,False
2015-04-09,53,False
2015-04-10,51,False
2015-04-11,49,False
2015-04-12,49,False
2015-04-13,47,False
2015-04-14,51,False
2015-04-15,54,False
2015-04-16,52,False
2015-04-17,52,False
2015-04-18,52,False
