date,fox,isPartial
2011-09-18,94,False
2011-09-19,76,False
2011-09-20,75,False
2011-09-21,78,False
2011-09-22,77,False
2011-09-23,84,False
2011-09-24,79,False
2011-09-25,84,False
2011-09-26,73,False
2011-09-27,74,False
2011-09-28,76,False
2011-09-29,74,False
2011-09-30,70,False
2011-10-01,74,False
2011-10-02,84,False
2011-10-03,76,False
2011-10-04,74,False
2011-10-05,74,False
2011-10-06,71,False
2011-10-07,75,False
2011-10-08,77,False
2011-10-09,81,False
2011-10-10,77,False
2011-10-11,82,False
2011-10-12,84,False
2011-10-13,74,False
2011-10-14,74,False
2011-10-15,73,False
2011-10-16,83,False
2011-10-17,75,False
2011-10-18,74,False
2011-10-19,77,False
2011-10-20,76,False
2011-10-21,74,False
2011-10-22,74,False
2011-10-23,81,False
2011-10-24,72,False
2011-10-25,71,False
2011-10-26,73,False
2011-10-27,73,False
2011-10-28,78,False
2011-10-29,77,False
2011-10-30,76,False
2011-10-31,75,False
2011-11-01,77,False
2011-11-02,76,False
2011-11-03,72,False
2011-11-04,73,False
2011-11-05,77,False
2011-11-06,79,False
2011-11-07,73,False
2011-11-08,72,False
2011-11-09,76,False
2011-11-10,73,False
2011-11-11,76,False
2011-11-12,88,False
2011-11-13,100,False
2011-11-14,71,False
2011-11-15,71,False
2011-11-16,72,False
2011-11-17,70,False
2011-11-18,74,False
2011-11-19,69,False
2011-11-20,73,False
2011-11-21,67,False
2011-11-22,73,False
2011-11-23,73,False
2011-11-24,65,False
2011-11-25,63,False
2011-11-26,67,False
2011-11-27,70,False
2011-11-28,68,False
2011-11-29,66,False
2011-11-30,79,False
2011-12-01,71,False
2011-12-02,68,False
2011-12-03,70,False
2011-12-04,74,False
2011-12-05,69,False
2011-12-06,71,False
2011-12-07,71,False
2011-12-08,73,False
2011-12-09,70,False
2011-12-10,71,False
2011-12-11,73,False
2011-12-12,67,False
2011-12-13,67,False
2011-12-14,69,False
2011-12-15,73,False
2011-12-16,77,False
2011-12-17,66,False
2011-12-18,74,False
2011-12-19,67,False
2011-12-20,65,False
2011-12-21,68,False
2011-12-22,67,False
2011-12-23,65,False
2011-12-24,70,False
2011-12-25,64,False
2011-12-26,65,False
2011-12-27,68,False
2011-12-28,69,False
2011-12-29,71,False
2011-12-30,72,False
2011-12-31,75,False
2012-01-01,93,False
2012-01-02,77,False
2012-01-03,73,False
2012-01-04,78,False
2012-01-05,69,False
2012-01-06,71,False
2012-01-07,71,False
2012-01-08,74,False
2012-01-09,72,False
2012-01-10,68,False
2012-01-11,71,False
2012-01-12,70,False
2012-01-13,72,False
2012-01-14,77,False
2012-01-15,80,False
2012-01-16,69,False
2012-01-17,77,False
2012-01-18,79,False
2012-01-19,73,False
2012-01-20,91,False
2012-01-21,88,False
2012-01-22,93,False
2012-01-23,87,False
2012-01-24,76,False
2012-01-25,82,False
2012-01-26,84,False
2012-01-27,81,False
2012-01-28,81,False
2012-01-29,85,False
2012-01-30,72,False
2012-01-31,71,False
2012-02-01,73,False
2012-02-02,72,False
2012-02-03,71,False
2012-02-04,71,False
2012-02-05,77,False
2012-02-06,69,False
2012-02-07,71,False
2012-02-08,74,False
2012-02-09,76,False
2012-02-10,74,False
2012-02-11,71,False
2012-02-12,76,False
2012-02-13,68,False
2012-02-14,72,False
2012-02-15,79,False
2012-02-16,70,False
2012-02-17,71,False
2012-02-18,72,False
2012-02-19,78,False
2012-02-20,67,False
2012-02-21,74,False
2012-02-22,74,False
2012-02-23,74,False
2012-02-24,74,False
2012-02-25,70,False
2012-02-26,76,False
2012-02-27,77,False
2012-02-28,82,False
2012-02-29,79,False
2012-03-01,73,False
2012-03-02,76,False
2012-03-03,76,False
2012-03-04,71,False
2012-03-05,70,False
2012-03-06,75,False
2012-03-07,84,False
2012-03-08,79,False
2012-03-09,73,False
2012-03-10,76,False
2012-03-11,73,False
2012-03-12,68,False
2012-03-13,73,False
2012-03-14,81,False
2012-03-15,79,False
2012-03-16,75,False
2012-03-17,70,False
2012-03-18,73,False
2012-03-19,70,False
2012-03-20,69,False
2012-03-21,71,False
2012-03-22,75,False
2012-03-23,75,False
2012-03-24,71,False
2012-03-25,72,False
2012-03-26,68,False
2012-03-27,76,False
2012-03-28,79,False
2012-03-29,74,False
2012-03-30,69,False
2012-03-31,71,False
2012-04-01,69,False
2012-04-02,64,False
2012-04-03,81,False
2012-04-04,74,False
2012-04-05,72,False
2012-04-06,70,False
2012-04-07,72,False
2012-04-08,75,False
2012-04-09,72,False
2012-04-10,67,False
2012-04-11,73,False
2012-04-12,73,False
2012-04-13,74,False
2012-04-14,73,False
2012-04-15,77,False
2012-04-16,69,False
2012-04-17,75,False
2012-04-18,78,False
2012-04-19,74,False
2012-04-20,73,False
2012-04-21,77,False
2012-04-22,70,False
2012-04-23,66,False
2012-04-24,86,False
2012-04-25,89,False
2012-04-26,72,False
2012-04-27,70,False
2012-04-28,70,False
2012-04-29,71,False
2012-04-30,72,False
2012-05-01,72,False
2012-05-02,71,False
2012-05-03,70,False
2012-05-04,75,False
2012-05-05,75,False
2012-05-06,77,False
2012-05-07,69,False
2012-05-08,70,False
2012-05-09,79,False
2012-05-10,71,False
2012-05-11,71,False
2012-05-12,68,False
2012-05-13,69,False
2012-05-14,65,False
2012-05-15,64,False
2012-05-16,70,False
2012-05-17,74,False
2012-05-18,75,False
2012-05-19,81,False
2012-05-20,67,False
2012-05-21,71,False
2012-05-22,69,False
2012-05-23,73,False
2012-05-24,78,False
2012-05-25,77,False
2012-05-26,69,False
2012-05-27,67,False
2012-05-28,64,False
2012-05-29,64,False
2012-05-30,64,False
2012-05-31,67,False
2012-06-01,68,False
2012-06-02,67,False
2012-06-03,69,False
2012-06-04,66,False
