date,fox,isPartial
2014-03-16,76,False
2014-03-17,70,False
2014-03-18,67,False
2014-03-19,70,False
2014-03-20,72,False
2014-03-21,68,False
2014-03-22,68,False
2014-03-23,75,False
2014-03-24,66,False
2014-03-25,62,False
2014-03-26,66,False
2014-03-27,68,False
2014-03-28,69,False
2014-03-29,68,False
2014-03-30,77,False
2014-03-31,68,False
2014-04-01,66,False
2014-04-02,72,False
2014-04-03,67,False
2014-04-04,63,False
2014-04-05,62,False
2014-04-06,68,False
2014-04-07,65,False
2014-04-08,63,False
2014-04-09,72,False
2014-04-10,64,False
2014-04-11,63,False
2014-04-12,64,False
2014-04-13,66,False
2014-04-14,61,False
2014-04-15,62,False
2014-04-16,67,False
2014-04-17,64,False
2014-04-18,67,False
2014-04-19,66,False
2014-04-20,65,False
2014-04-21,64,False
2014-04-22,62,False
2014-04-23,66,False
2014-04-24,65,False
2014-04-25,61,False
2014-04-26,61,False
2014-04-27,66,False
2014-04-28,62,False
2014-04-29,73,False
2014-04-30,69,False
2014-05-01,74,False
2014-05-02,63,False
2014-05-03,59,False
2014-05-04,65,False
2014-05-05,62,False
2014-05-06,63,False
2014-05-07,62,False
2014-05-08,62,False
2014-05-09,67,False
2014-05-10,59,False
2014-05-11,60,False
2014-05-12,60,False
2014-05-13,61,False
2014-05-14,61,False
2014-05-15,66,False
2014-05-16,67,False
2014-05-17,61,False
2014-05-18,60,False
2014-05-19,55,False
2014-05-20,55,False
2014-05-21,58,False
2014-05-22,59,False
2014-05-23,58,False
2014-05-24,67,False
2014-05-25,57,False
2014-05-26,51,False
2014-05-27,58,False
2014-05-28,57,False
2014-05-29,56,False
2014-05-30,62,False
2014-05-31,58,False
2014-06-01,63,False
2014-06-02,57,False
2014-06-03,58,False
2014-06-04,61,False
2014-06-05,57,False
2014-06-06,59,False
2014-06-07,62,False
2014-06-08,63,False
2014-06-09,59,False
2014-06-10,61,False
2014-06-11,60,False
2014-06-12,70,False
2014-06-13,68,False
2014-06-14,60,False
2014-06-15,58,False
2014-06-16,59,False
2014-06-17,60,False
2014-06-18,60,False
2014-06-19,60,False
2014-06-20,61,False
2014-06-21,60,False
2014-06-22,58,False
2014-06-23,57,False
2014-06-24,59,False
2014-06-25,62,False
2014-06-26,61,False
2014-06-27,60,False
2014-06-28,58,False
2014-06-29,61,False
2014-06-30,62,False
2014-07-01,59,False
2014-07-02,61,False
2014-07-03,58,False
2014-07-04,56,False
2014-07-05,64,False
2014-07-06,63,False
2014-07-07,60,False
2014-07-08,60,False
2014-07-09,59,False
2014-07-10,59,False
2014-07-11,61,False
2014-07-12,60,False
2014-07-13,59,False
2014-07-14,59,False
2014-07-15,60,False
2014-07-16,65,False
2014-07-17,72,False
2014-07-18,70,False
2014-07-19,68,False
2014-07-20,63,False
2014-07-21,60,False
2014-07-22,64,False
2014-07-23,61,False
2014-07-24,64,False
2014-07-25,67,False
2014-07-26,67,False
2014-07-27,66,False
2014-07-28,61,False
2014-07-29,63,False
2014-07-30,68,False
2014-07-31,67,False
2014-08-01,67,False
2014-08-02,66,False
2014-08-03,65,False
2014-08-04,63,False
2014-08-05,65,False
2014-08-06,64,False
2014-08-07,64,False
2014-08-08,76,False
2014-08-09,72,False
2014-08-10,74,False
2014-08-11,73,False
2014-08-12,71,False
2014-08-13,68,False
2014-08-14,70,False
2014-08-15,76,False
2014-08-16,74,False
2014-08-17,69,False
2014-08-18,67,False
2014-08-19,70,False
2014-08-20,67,False
2014-08-21,65,False
2014-08-22,73,False
2014-08-23,66,False
2014-08-24,69,False
2014-08-25,64,False
2014-08-26,61,False
2014-08-27,60,False
2014-08-28,68,False
2014-08-29,71,False
2014-08-30,68,False
2014-08-31,65,False
2014-09-01,56,False
2014-09-02,61,False
2014-09-03,62,False
2014-09-04,65,False
2014-09-05,74,False
2014-09-06,73,False
2014-09-07,79,False
2014-09-08,68,False
2014-09-09,61,False
2014-09-10,64,False
2014-09-11,70,False
2014-09-12,65,False
2014-09-13,74,False
2014-09-14,76,False
2014-09-15,62,False
2014-09-16,64,False
2014-09-17,63,False
2014-09-18,76,False
2014-09-19,74,False
2014-09-20,83,False
2014-09-21,77,False
2014-09-22,64,False
2014-09-23,69,False
2014-09-24,66,False
2014-09-25,65,False
2014-09-26,68,False
2014-09-27,79,False
2014-09-28,78,False
2014-09-29,65,False
2014-09-30,68,False
2014-10-01,67,False
2014-10-02,66,False
2014-10-03,75,False
2014-10-04,78,False
2014-10-05,76,False
2014-10-06,64,False
2014-10-07,65,False
2014-10-08,65,False
2014-10-09,65,False
2014-10-10,67,False
2014-10-11,74,False
2014-10-12,79,False
2014-10-13,74,False
2014-10-14,73,False
2014-10-15,72,False
2014-10-16,75,False
2014-10-17,71,False
2014-10-18,76,False
2014-10-19,74,False
2014-10-20,66,False
2014-10-21,66,False
2014-10-22,72,False
2014-10-23,68,False
2014-10-24,69,False
2014-10-25,79,False
2014-10-26,75,False
2014-10-27,65,False
2014-10-28,63,False
2014-10-29,69,False
2014-10-30,71,False
2014-10-31,64,False
2014-11-01,72,False
2014-11-02,74,False
2014-11-03,65,False
2014-11-04,74,False
2014-11-05,100,False
2014-11-06,72,False
2014-11-07,65,False
2014-11-08,68,False
2014-11-09,69,False
2014-11-10,63,False
2014-11-11,61,False
2014-11-12,61,False
2014-11-13,63,False
2014-11-14,62,False
2014-11-15,64,False
2014-11-16,67,False
2014-11-17,64,False
2014-11-18,63,False
