date,fox,isPartial
2013-06-29,57,False
2013-06-30,59,False
2013-07-01,56,False
2013-07-02,56,False
2013-07-03,60,False
2013-07-04,57,False
2013-07-05,55,False
2013-07-06,64,False
2013-07-07,62,False
2013-07-08,58,False
2013-07-09,58,False
2013-07-10,66,False
2013-07-11,64,False
2013-07-12,62,False
2013-07-13,64,False
2013-07-14,79,False
2013-07-15,61,False
2013-07-16,61,False
2013-07-17,64,False
2013-07-18,63,False
2013-07-19,61,False
2013-07-20,61,False
2013-07-21,65,False
2013-07-22,64,False
2013-07-23,61,False
2013-07-24,65,False
2013-07-25,64,False
2013-07-26,60,False
2013-07-27,63,False
2013-07-28,67,False
2013-07-29,61,False
2013-07-30,62,False
2013-07-31,62,False
2013-08-01,63,False
2013-08-02,68,False
2013-08-03,63,False
2013-08-04,65,False
2013-08-05,60,False
2013-08-06,63,False
2013-08-07,62,False
2013-08-08,65,False
2013-08-09,64,False
2013-08-10,64,False
2013-08-11,66,False
2013-08-12,61,False
2013-08-13,60,False
2013-08-14,61,False
2013-08-15,62,False
2013-08-16,67,False
2013-08-17,83,False
2013-08-18,71,False
2013-08-19,65,False
2013-08-20,61,False
2013-08-21,62,False
2013-08-22,62,False
2013-08-23,63,False
2013-08-24,60,False
2013-08-25,60,False
2013-08-26,57,False
2013-08-27,57,False
2013-08-28,62,False
2013-08-29,65,False
2013-08-30,66,False
2013-08-31,66,False
2013-09-01,62,False
2013-09-02,57,False
2013-09-03,59,False
2013-09-04,61,False
2013-09-05,63,False
2013-09-06,79,False
2013-09-07,76,False
2013-09-08,81,False
2013-09-09,72,False
2013-09-10,73,False
2013-09-11,74,False
2013-09-12,73,False
2013-09-13,79,False
2013-09-14,77,False
2013-09-15,78,False
2013-09-16,82,False
2013-09-17,76,False
2013-09-18,76,False
2013-09-19,75,False
2013-09-20,81,False
2013-09-21,79,False
2013-09-22,87,False
2013-09-23,75,False
2013-09-24,73,False
2013-09-25,78,False
2013-09-26,84,False
2013-09-27,94,False
2013-09-28,89,False
2013-09-29,90,False
2013-09-30,80,False
2013-10-01,93,False
2013-10-02,86,False
2013-10-03,90,False
2013-10-04,88,False
2013-10-05,89,False
2013-10-06,91,False
2013-10-07,75,False
2013-10-08,77,False
2013-10-09,75,False
2013-10-10,81,False
2013-10-11,95,False
2013-10-12,99,False
2013-10-13,99,False
2013-10-14,82,False
2013-10-15,87,False
2013-10-16,93,False
2013-10-17,84,False
2013-10-18,86,False
2013-10-19,95,False
2013-10-20,94,False
2013-10-21,78,False
2013-10-22,81,False
2013-10-23,86,False
2013-10-24,83,False
2013-10-25,89,False
2013-10-26,99,False
2013-10-27,96,False
2013-10-28,80,False
2013-10-29,81,False
2013-10-30,80,False
2013-10-31,89,False
2013-11-01,86,False
2013-11-02,91,False
2013-11-03,95,False
2013-11-04,82,False
2013-11-05,84,False
2013-11-06,84,False
2013-11-07,79,False
2013-11-08,83,False
2013-11-09,86,False
2013-11-10,88,False
2013-11-11,72,False
2013-11-12,70,False
2013-11-13,72,False
2013-11-14,72,False
2013-11-15,80,False
2013-11-16,81,False
2013-11-17,87,False
2013-11-18,74,False
2013-11-19,72,False
2013-11-20,70,False
2013-11-21,68,False
2013-11-22,74,False
2013-11-23,76,False
2013-11-24,78,False
2013-11-25,69,False
2013-11-26,71,False
2013-11-27,70,False
2013-11-28,67,False
2013-11-29,72,False
2013-11-30,75,False
2013-12-01,81,False
2013-12-02,65,False
2013-12-03,62,False
2013-12-04,70,False
2013-12-05,71,False
2013-12-06,78,False
