date,fox,isPartial
2013-11-06,81,False
2013-11-07,76,False
2013-11-08,81,False
2013-11-09,82,False
2013-11-10,85,False
2013-11-11,70,False
2013-11-12,68,False
2013-11-13,71,False
2013-11-14,71,False
2013-11-15,76,False
2013-11-16,77,False
2013-11-17,85,False
2013-11-18,71,False
2013-11-19,70,False
2013-11-20,67,False
2013-11-21,67,False
2013-11-22,69,False
2013-11-23,73,False
2013-11-24,75,False
2013-11-25,67,False
2013-11-26,68,False
2013-11-27,68,False
2013-11-28,66,False
2013-11-29,67,False
2013-11-30,74,False
2013-12-01,81,False
2013-12-02,62,False
2013-12-03,63,False
2013-12-04,67,False
2013-12-05,69,False
2013-12-06,78,False
2013-12-07,73,False
2013-12-08,78,False
2013-12-09,68,False
2013-12-10,67,False
2013-12-11,66,False
2013-12-12,68,False
2013-12-13,80,False
2013-12-14,73,False
2013-12-15,75,False
2013-12-16,63,False
2013-12-17,65,False
2013-12-18,65,False
2013-12-19,65,False
2013-12-20,67,False
2013-12-21,70,False
2013-12-22,76,False
2013-12-23,65,False
2013-12-24,61,False
2013-12-25,64,False
2013-12-26,66,False
2013-12-27,63,False
2013-12-28,66,False
2013-12-29,75,False
2013-12-30,68,False
2013-12-31,71,False
2014-01-01,80,False
2014-01-02,72,False
2014-01-03,72,False
2014-01-04,73,False
2014-01-05,83,False
2014-01-06,77,False
2014-01-07,70,False
2014-01-08,65,False
2014-01-09,66,False
2014-01-10,65,False
2014-01-11,69,False
2014-01-12,73,False
2014-01-13,67,False
2014-01-14,64,False
2014-01-15,62,False
2014-01-16,62,False
2014-01-17,64,False
2014-01-18,66,False
2014-01-19,75,False
2014-01-20,67,False
2014-01-21,66,False
2014-01-22,66,False
2014-01-23,63,False
2014-01-24,68,False
2014-01-25,67,False
2014-01-26,72,False
2014-01-27,69,False
2014-01-28,70,False
2014-01-29,72,False
2014-01-30,69,False
2014-01-31,64,False
2014-02-01,65,False
2014-02-02,100,False
2014-02-03,84,False
2014-02-04,65,False
2014-02-05,73,False
2014-02-06,68,False
2014-02-07,65,False
2014-02-08,61,False
2014-02-09,63,False
2014-02-10,66,False
2014-02-11,70,False
2014-02-12,72,False
2014-02-13,68,False
2014-02-14,64,False
2014-02-15,64,False
2014-02-16,63,False
2014-02-17,57,False
2014-02-18,63,False
2014-02-19,61,False
2014-02-20,60,False
2014-02-21,62,False
2014-02-22,58,False
2014-02-23,61,False
2014-02-24,58,False
2014-02-25,60,False
2014-02-26,62,False
2014-02-27,58,False
2014-02-28,62,False
2014-03-01,61,False
2014-03-02,68,False
2014-03-03,64,False
2014-03-04,60,False
2014-03-05,59,False
2014-03-06,57,False
2014-03-07,60,False
2014-03-08,62,False
2014-03-09,64,False
2014-03-10,63,False
2014-03-11,60,False
2014-03-12,72,False
2014-03-13,62,False
2014-03-14,64,False
2014-03-15,66,False
2014-03-16,69,False
2014-03-17,65,False
2014-03-18,63,False
2014-03-19,64,False
2014-03-20,66,False
2014-03-21,63,False
2014-03-22,62,False
2014-03-23,67,False
2014-03-24,61,False
2014-03-25,57,False
2014-03-26,59,False
2014-03-27,62,False
2014-03-28,65,False
2014-03-29,61,False
2014-03-30,71,False
2014-03-31,60,False
2014-04-01,59,False
2014-04-02,65,False
2014-04-03,61,False
2014-04-04,59,False
2014-04-05,58,False
2014-04-06,61,False
2014-04-07,58,False
2014-04-08,58,False
2014-04-09,65,False
2014-04-10,59,False
2014-04-11,60,False
2014-04-12,58,False
2014-04-13,60,False
2014-04-14,57,False
2014-04-15,57,False
2014-04-16,62,False
2014-04-17,58,False
2014-04-18,61,False
2014-04-19,60,False
2014-04-20,60,False
2014-04-21,58,False
2014-04-22,58,False
2014-04-23,60,False
2014-04-24,58,False
2014-04-25,57,False
2014-04-26,57,False
2014-04-27,58,False
2014-04-28,56,False
2014-04-29,68,False
2014-04-30,63,False
2014-05-01,67,False
2014-05-02,58,False
2014-05-03,56,False
2014-05-04,59,False
2014-05-05,57,False
2014-05-06,60,False
2014-05-07,57,False
2014-05-08,58,False
2014-05-09,60,False
2014-05-10,55,False
2014-05-11,55,False
2014-05-12,54,False
2014-05-13,56,False
2014-05-14,57,False
2014-05-15,59,False
2014-05-16,63,False
2014-05-17,57,False
2014-05-18,54,False
2014-05-19,51,False
2014-05-20,50,False
2014-05-21,53,False
2014-05-22,52,False
2014-05-23,54,False
2014-05-24,63,False
2014-05-25,53,False
2014-05-26,46,False
2014-05-27,52,False
2014-05-28,52,False
2014-05-29,52,False
2014-05-30,56,False
2014-05-31,54,False
2014-06-01,56,False
2014-06-02,53,False
2014-06-03,53,False
2014-06-04,55,False
2014-06-05,53,False
2014-06-06,54,False
2014-06-07,54,False
2014-06-08,55,False
2014-06-09,53,False
2014-06-10,55,False
2014-06-11,55,False
2014-06-12,63,False
2014-06-13,62,False
2014-06-14,54,False
2014-06-15,53,False
2014-06-16,54,False
2014-06-17,54,False
2014-06-18,57,False
2014-06-19,54,False
2014-06-20,55,False
2014-06-21,55,False
2014-06-22,53,False
2014-06-23,53,False
2014-06-24,54,False
2014-06-25,56,False
2014-06-26,56,False
2014-06-27,53,False
2014-06-28,55,False
2014-06-29,56,False
2014-06-30,57,False
2014-07-01,55,False
2014-07-02,54,False
2014-07-03,54,False
2014-07-04,52,False
2014-07-05,57,False
2014-07-06,59,False
2014-07-07,54,False
2014-07-08,55,False
2014-07-09,55,False
2014-07-10,54,False
2014-07-11,57,False
2014-07-12,56,False
2014-07-13,54,False
2014-07-14,54,False
2014-07-15,54,False
2014-07-16,59,False
2014-07-17,64,False
2014-07-18,65,False
2014-07-19,61,False
2014-07-20,58,False
2014-07-21,56,False
2014-07-22,57,False
2014-07-23,57,False
2014-07-24,59,False
