date,fox,isPartial
2016-05-04,25,False
2016-05-05,21,False
2016-05-06,20,False
2016-05-07,19,False
2016-05-08,20,False
2016-05-09,19,False
2016-05-10,18,False
2016-05-11,19,False
2016-05-12,20,False
2016-05-13,20,False
2016-05-14,19,False
2016-05-15,21,False
2016-05-16,20,False
2016-05-17,21,False
2016-05-18,20,False
2016-05-19,21,False
2016-05-20,22,False
2016-05-21,19,False
2016-05-22,20,False
2016-05-23,19,False
2016-05-24,19,False
2016-05-25,19,False
2016-05-26,20,False
2016-05-27,20,False
2016-05-28,22,False
2016-05-29,19,False
2016-05-30,18,False
2016-05-31,18,False
2016-06-01,19,False
2016-06-02,19,False
2016-06-03,20,False
2016-06-04,22,False
2016-06-05,22,False
2016-06-06,21,False
2016-06-07,20,False
2016-06-08,21,False
2016-06-09,20,False
2016-06-10,20,False
2016-06-11,20,False
2016-06-12,24,False
2016-06-13,22,False
2016-06-14,21,False
2016-06-15,21,False
2016-06-16,21,False
2016-06-17,20,False
2016-06-18,20,False
2016-06-19,21,False
2016-06-20,19,False
2016-06-21,19,False
2016-06-22,23,False
2016-06-23,20,False
2016-06-24,21,False
2016-06-25,18,False
2016-06-26,20,False
2016-06-27,20,False
2016-06-28,19,False
2016-06-29,20,False
2016-06-30,20,False
2016-07-01,19,False
2016-07-02,19,False
2016-07-03,20,False
2016-07-04,17,False
2016-07-05,21,False
2016-07-06,21,False
2016-07-07,22,False
2016-07-08,30,False
2016-07-09,23,False
2016-07-10,21,False
2016-07-11,20,False
2016-07-12,20,False
2016-07-13,21,False
2016-07-14,22,False
2016-07-15,28,False
2016-07-16,27,False
2016-07-17,24,False
2016-07-18,22,False
2016-07-19,25,False
2016-07-20,23,False
2016-07-21,25,False
2016-07-22,24,False
2016-07-23,22,False
2016-07-24,21,False
2016-07-25,22,False
2016-07-26,21,False
2016-07-27,22,False
2016-07-28,24,False
2016-07-29,22,False
2016-07-30,22,False
2016-07-31,22,False
2016-08-01,21,False
2016-08-02,20,False
2016-08-03,21,False
2016-08-04,21,False
2016-08-05,20,False
2016-08-06,20,False
2016-08-07,21,False
2016-08-08,19,False
2016-08-09,20,False
2016-08-10,22,False
2016-08-11,20,False
2016-08-12,19,False
2016-08-13,19,False
2016-08-14,19,False
