date,fox,isPartial
2017-10-06,78,False
2017-10-07,68,False
2017-10-08,78,False
2017-10-09,70,False
2017-10-10,69,False
2017-10-11,66,False
2017-10-12,71,False
2017-10-13,71,False
2017-10-14,69,False
2017-10-15,73,False
2017-10-16,64,False
2017-10-17,68,False
2017-10-18,71,False
2017-10-19,70,False
2017-10-20,70,False
2017-10-21,71,False
2017-10-22,83,False
2017-10-23,76,False
2017-10-24,73,False
2017-10-25,72,False
2017-10-26,74,False
2017-10-27,72,False
2017-10-28,76,False
2017-10-29,77,False
2017-10-30,89,False
2017-10-31,82,False
2017-11-01,82,False
2017-11-02,79,False
2017-11-03,72,False
2017-11-04,73,False
2017-11-05,83,False
2017-11-06,79,False
2017-11-07,69,False
2017-11-08,71,False
2017-11-09,64,False
2017-11-10,68,False
2017-11-11,69,False
2017-11-12,70,False
2017-11-13,71,False
2017-11-14,71,False
2017-11-15,67,False
2017-11-16,67,False
2017-11-17,70,False
2017-11-18,66,False
2017-11-19,69,False
2017-11-20,67,False
2017-11-21,70,False
2017-11-22,61,False
2017-11-23,60,False
2017-11-24,59,False
2017-11-25,67,False
2017-11-26,72,False
2017-11-27,66,False
2017-11-28,68,False
2017-11-29,73,False
2017-11-30,74,False
2017-12-01,80,False
2017-12-02,74,False
2017-12-03,76,False
2017-12-04,69,False
2017-12-05,74,False
2017-12-06,72,False
2017-12-07,77,False
2017-12-08,77,False
2017-12-09,73,False
2017-12-10,72,False
2017-12-11,76,False
2017-12-12,80,False
2017-12-13,89,False
2017-12-14,100,False
2017-12-15,84,False
2017-12-16,75,False
2017-12-17,80,False
2017-12-18,73,False
2017-12-19,77,False
2017-12-20,75,False
2017-12-21,72,False
2017-12-22,70,False
2017-12-23,68,False
2017-12-24,70,False
2017-12-25,64,False
2017-12-26,69,False
2017-12-27,67,False
2017-12-28,70,False
2017-12-29,69,False
2017-12-30,66,False
2017-12-31,79,False
2018-01-01,86,False
2018-01-02,73,False
2018-01-03,79,False
2018-01-04,83,False
2018-01-05,76,False
2018-01-06,73,False
2018-01-07,73,False
2018-01-08,75,False
2018-01-09,72,False
2018-01-10,69,False
2018-01-11,73,False
2018-01-12,81,False
2018-01-13,73,False
2018-01-14,76,False
2018-01-15,71,False
2018-01-16,76,False
2018-01-17,76,False
2018-01-18,72,False
2018-01-19,78,False
2018-01-20,81,False
2018-01-21,79,False
2018-01-22,87,False
2018-01-23,78,False
2018-01-24,73,False
2018-01-25,72,False
2018-01-26,74,False
2018-01-27,74,False
2018-01-28,73,False
2018-01-29,71,False
2018-01-30,77,False
2018-01-31,78,False
2018-02-01,75,False
2018-02-02,84,False
2018-02-03,74,False
2018-02-04,73,False
2018-02-05,73,False
2018-02-06,74,False
2018-02-07,70,False
2018-02-08,70,False
2018-02-09,72,False
2018-02-10,66,False
2018-02-11,66,False
2018-02-12,66,False
2018-02-13,69,False
2018-02-14,83,False
2018-02-15,78,False
2018-02-16,77,False
2018-02-17,70,False
2018-02-18,75,False
2018-02-19,68,False
2018-02-20,82,False
2018-02-21,72,False
2018-02-22,77,False
2018-02-23,71,False
2018-02-24,67,False
2018-02-25,69,False
2018-02-26,70,False
2018-02-27,72,False
2018-02-28,71,False
2018-03-01,75,False
2018-03-02,77,False
2018-03-03,66,False
2018-03-04,66,False
2018-03-05,67,False
2018-03-06,72,False
2018-03-07,68,False
2018-03-08,69,False
2018-03-09,66,False
2018-03-10,64,False
2018-03-11,66,False
2018-03-12,65,False
2018-03-13,72,False
2018-03-14,77,False
2018-03-15,70,False
2018-03-16,66,False
2018-03-17,64,False
2018-03-18,64,False
2018-03-19,69,False
2018-03-20,76,False
2018-03-21,74,False
2018-03-22,68,False
2018-03-23,68,False
2018-03-24,66,False
2018-03-25,67,False
2018-03-26,65,False
2018-03-27,71,False
2018-03-28,65,False
2018-03-29,70,False
2018-03-30,70,False
2018-03-31,63,False
2018-04-01,66,False
2018-04-02,74,False
2018-04-03,77,False
2018-04-04,71,False
2018-04-05,71,False
2018-04-06,66,False
2018-04-07,65,False
2018-04-08,72,False
2018-04-09,72,False
2018-04-10,78,False
2018-04-11,77,False
2018-04-12,72,False
2018-04-13,70,False
2018-04-14,81,False
2018-04-15,74,False
2018-04-16,74,False
2018-04-17,75,False
2018-04-18,72,False
2018-04-19,70,False
2018-04-20,68,False
2018-04-21,66,False
2018-04-22,64,False
2018-04-23,68,False
2018-04-24,74,False
2018-04-25,76,False
2018-04-26,79,False
2018-04-27,79,False
2018-04-28,65,False
2018-04-29,67,False
2018-04-30,69,False
2018-05-01,81,False
2018-05-02,68,False
2018-05-03,73,False
2018-05-04,69,False
2018-05-05,61,False
2018-05-06,68,False
2018-05-07,69,False
2018-05-08,74,False
2018-05-09,71,False
2018-05-10,72,False
2018-05-11,73,False
2018-05-12,68,False
2018-05-13,62,False
2018-05-14,71,False
2018-05-15,69,False
2018-05-16,71,False
2018-05-17,73,False
2018-05-18,77,False
2018-05-19,73,False
2018-05-20,69,False
2018-05-21,70,False
2018-05-22,67,False
2018-05-23,68,False
2018-05-24,70,False
