date,STX stock
2018-02-13,44
2018-02-14,38
2018-02-15,44
2018-02-16,26
2018-02-17,22
2018-02-18,7
2018-02-19,6
2018-02-20,62
2018-02-21,25
2018-02-22,37
2018-02-23,32
2018-02-24,28
2018-02-25,0
2018-02-26,30
2018-02-27,24
2018-02-28,18
2018-03-01,60
2018-03-02,64
2018-03-03,14
2018-03-04,7
2018-03-05,42
2018-03-06,67
2018-03-07,49
2018-03-08,100
2018-03-09,92
2018-03-10,28
2018-03-11,7
2018-03-12,43
2018-03-13,31
2018-03-14,55
2018-03-15,62
2018-03-16,70
2018-03-17,14
2018-03-18,7
2018-03-19,31
2018-03-20,31
2018-03-21,79
2018-03-22,38
2018-03-23,84
2018-03-24,29
2018-03-25,14
2018-03-26,82
2018-03-27,50
2018-03-28,51
2018-03-29,73
2018-03-30,28
2018-03-31,7
2018-04-01,7
2018-04-02,46
2018-04-03,56
2018-04-04,31
2018-04-05,63
2018-04-06,39
2018-04-07,14
2018-04-08,7
2018-04-09,37
