date,STX stock
2013-02-19,0
2013-02-20,0
2013-02-21,29
2013-02-22,40
2013-02-23,22
2013-02-24,0
2013-02-25,19
2013-02-26,19
2013-02-27,19
2013-02-28,29
2013-03-01,40
2013-03-02,23
2013-03-03,0
2013-03-04,28
2013-03-05,19
2013-03-06,38
2013-03-07,19
2013-03-08,59
2013-03-09,0
2013-03-10,0
2013-03-11,37
2013-03-12,74
2013-03-13,37
2013-03-14,28
2013-03-15,58
2013-03-16,67
2013-03-17,0
2013-03-18,37
2013-03-19,18
2013-03-20,19
2013-03-21,38
2013-03-22,0
2013-03-23,22
2013-03-24,0
2013-03-25,56
2013-03-26,38
2013-03-27,39
2013-03-28,20
2013-03-29,0
2013-03-30,23
2013-03-31,0
2013-04-01,29
2013-04-02,19
2013-04-03,28
2013-04-04,38
2013-04-05,19
2013-04-06,22
2013-04-07,0
2013-04-08,18
2013-04-09,27
2013-04-10,37
2013-04-11,38
2013-04-12,39
2013-04-13,0
2013-04-14,23
2013-04-15,18
2013-04-16,75
2013-04-17,37
2013-04-18,38
2013-04-19,20
2013-04-20,0
2013-04-21,0
2013-04-22,19
2013-04-23,19
2013-04-24,47
2013-04-25,48
2013-04-26,20
2013-04-27,22
2013-04-28,22
2013-04-29,28
2013-04-30,0
2013-05-01,20
2013-05-02,19
2013-05-03,0
2013-05-04,68
2013-05-05,0
2013-05-06,38
2013-05-07,37
2013-05-08,47
2013-05-09,38
2013-05-10,40
2013-05-11,0
2013-05-12,0
2013-05-13,28
2013-05-14,28
2013-05-15,55
2013-05-16,19
2013-05-17,20
2013-05-18,23
2013-05-19,22
2013-05-20,37
2013-05-21,55
2013-05-22,18
2013-05-23,46
2013-05-24,20
2013-05-25,23
2013-05-26,0
2013-05-27,19
2013-05-28,18
2013-05-29,36
2013-05-30,19
2013-05-31,39
2013-06-01,45
2013-06-02,0
2013-06-03,55
2013-06-04,18
2013-06-05,37
2013-06-06,19
2013-06-07,39
2013-06-08,0
2013-06-09,22
2013-06-10,0
2013-06-11,36
2013-06-12,0
2013-06-13,19
2013-06-14,39
2013-06-15,46
2013-06-16,22
2013-06-17,19
2013-06-18,18
2013-06-19,19
2013-06-20,56
2013-06-21,20
2013-06-22,46
2013-06-23,0
2013-06-24,37
2013-06-25,28
2013-06-26,19
2013-06-27,38
2013-06-28,0
2013-06-29,0
2013-06-30,45
2013-07-01,28
2013-07-02,37
2013-07-03,19
2013-07-04,20
2013-07-05,21
2013-07-06,24
2013-07-07,0
2013-07-08,19
2013-07-09,28
2013-07-10,19
2013-07-11,19
2013-07-12,30
2013-07-13,24
2013-07-14,0
2013-07-15,38
2013-07-16,0
2013-07-17,19
2013-07-18,39
2013-07-19,20
2013-07-20,0
2013-07-21,23
2013-07-22,28
2013-07-23,19
2013-07-24,29
2013-07-25,19
2013-07-26,40
2013-07-27,0
2013-07-28,0
2013-07-29,18
2013-07-30,18
2013-07-31,38
2013-08-01,58
2013-08-02,40
2013-08-03,23
2013-08-04,23
2013-08-05,19
2013-08-06,19
2013-08-07,0
2013-08-08,20
2013-08-09,100
2013-08-10,23
2013-08-11,0
2013-08-12,28
2013-08-13,56
2013-08-14,19
2013-08-15,20
2013-08-16,20
2013-08-17,23
2013-08-18,0
2013-08-19,28
2013-08-20,28
2013-08-21,0
2013-08-22,19
2013-08-23,39
2013-08-24,22
2013-08-25,0
2013-08-26,55
2013-08-27,27
2013-08-28,18
2013-08-29,19
2013-08-30,19
2013-08-31,22
2013-09-01,0
2013-09-02,0
2013-09-03,18
2013-09-04,27
2013-09-05,37
2013-09-06,28
2013-09-07,0
2013-09-08,0
2013-09-09,0
2013-09-10,18
2013-09-11,35
2013-09-12,18
2013-09-13,0
2013-09-14,43
2013-09-15,21
2013-09-16,18
2013-09-17,44
2013-09-18,18
2013-09-19,0
2013-09-20,19
2013-09-21,21
2013-09-22,0
2013-09-23,35
2013-09-24,18
2013-09-25,36
2013-09-26,36
2013-09-27,28
2013-09-28,0
2013-09-29,0
2013-09-30,17
2013-10-01,26
2013-10-02,36
2013-10-03,0
2013-10-04,37
2013-10-05,31
2013-10-06,42
2013-10-07,0
2013-10-08,18
2013-10-09,44
2013-10-10,18
2013-10-11,37
2013-10-12,22
2013-10-13,0
2013-10-14,0
2013-10-15,18
2013-10-16,35
2013-10-17,54
2013-10-18,19
2013-10-19,0
2013-10-20,41
2013-10-21,17
2013-10-22,35
2013-10-23,35
2013-10-24,17
2013-10-25,37
2013-10-26,21
2013-10-27,0
2013-10-28,34
2013-10-29,17
2013-10-30,18
2013-10-31,18
2013-11-01,48
2013-11-02,0
2013-11-03,20
2013-11-04,17
2013-11-05,26
2013-11-06,17
