date,STX stock
2012-01-26,20
2012-01-27,20
2012-01-28,0
2012-01-29,23
2012-01-30,0
2012-01-31,38
2012-02-01,57
2012-02-02,38
2012-02-03,0
2012-02-04,0
2012-02-05,0
2012-02-06,57
2012-02-07,57
2012-02-08,0
2012-02-09,58
2012-02-10,20
2012-02-11,0
2012-02-12,0
2012-02-13,0
2012-02-14,19
2012-02-15,58
2012-02-16,0
2012-02-17,0
2012-02-18,0
2012-02-19,23
2012-02-20,0
2012-02-21,58
2012-02-22,38
2012-02-23,0
2012-02-24,20
2012-02-25,0
2012-02-26,0
2012-02-27,38
2012-02-28,19
2012-02-29,19
2012-03-01,0
2012-03-02,42
2012-03-03,0
2012-03-04,0
2012-03-05,0
2012-03-06,0
2012-03-07,0
2012-03-08,0
2012-03-09,0
2012-03-10,0
2012-03-11,0
2012-03-12,19
2012-03-13,0
2012-03-14,19
2012-03-15,57
2012-03-16,0
2012-03-17,0
2012-03-18,0
2012-03-19,0
2012-03-20,38
2012-03-21,0
2012-03-22,39
2012-03-23,20
2012-03-24,23
2012-03-25,0
2012-03-26,0
2012-03-27,38
2012-03-28,0
2012-03-29,0
2012-03-30,0
2012-03-31,23
2012-04-01,0
2012-04-02,38
2012-04-03,19
2012-04-04,0
2012-04-05,20
2012-04-06,22
2012-04-07,0
2012-04-08,25
2012-04-09,23
2012-04-10,0
2012-04-11,19
2012-04-12,0
2012-04-13,20
2012-04-14,23
2012-04-15,45
2012-04-16,19
2012-04-17,19
2012-04-18,37
2012-04-19,38
2012-04-20,0
2012-04-21,23
2012-04-22,0
2012-04-23,55
2012-04-24,19
2012-04-25,19
2012-04-26,19
2012-04-27,20
2012-04-28,0
2012-04-29,46
2012-04-30,20
2012-05-01,21
2012-05-02,56
2012-05-03,57
2012-05-04,20
2012-05-05,23
2012-05-06,0
2012-05-07,19
2012-05-08,0
2012-05-09,19
2012-05-10,0
2012-05-11,20
2012-05-12,23
2012-05-13,0
2012-05-14,18
2012-05-15,37
2012-05-16,19
2012-05-17,39
2012-05-18,20
2012-05-19,0
2012-05-20,0
2012-05-21,0
2012-05-22,19
2012-05-23,19
2012-05-24,57
2012-05-25,0
2012-05-26,0
2012-05-27,0
2012-05-28,0
2012-05-29,18
2012-05-30,0
2012-05-31,19
2012-06-01,59
2012-06-02,0
2012-06-03,0
2012-06-04,37
2012-06-05,18
2012-06-06,37
2012-06-07,0
2012-06-08,0
2012-06-09,0
2012-06-10,45
2012-06-11,36
2012-06-12,18
2012-06-13,0
2012-06-14,0
2012-06-15,0
2012-06-16,0
2012-06-17,0
2012-06-18,0
2012-06-19,18
2012-06-20,0
2012-06-21,0
2012-06-22,0
2012-06-23,24
2012-06-24,0
2012-06-25,37
2012-06-26,37
2012-06-27,0
2012-06-28,0
2012-06-29,40
2012-06-30,24
2012-07-01,0
2012-07-02,19
2012-07-03,19
2012-07-04,20
2012-07-05,0
2012-07-06,20
2012-07-07,0
2012-07-08,0
2012-07-09,55
2012-07-10,18
2012-07-11,19
2012-07-12,0
2012-07-13,20
2012-07-14,0
2012-07-15,0
2012-07-16,0
2012-07-17,19
2012-07-18,75
2012-07-19,19
2012-07-20,0
2012-07-21,24
2012-07-22,0
2012-07-23,0
2012-07-24,19
2012-07-25,19
2012-07-26,38
2012-07-27,40
2012-07-28,0
2012-07-29,0
2012-07-30,38
2012-07-31,0
2012-08-01,0
2012-08-02,58
2012-08-03,40
2012-08-04,24
2012-08-05,0
2012-08-06,0
2012-08-07,38
2012-08-08,38
2012-08-09,57
2012-08-10,100
2012-08-11,47
2012-08-12,48
2012-08-13,0
2012-08-14,19
2012-08-15,39
2012-08-16,19
2012-08-17,20
2012-08-18,0
2012-08-19,24
2012-08-20,19
2012-08-21,0
2012-08-22,56
2012-08-23,57
2012-08-24,39
2012-08-25,0
2012-08-26,0
2012-08-27,0
2012-08-28,18
2012-08-29,18
2012-08-30,38
2012-08-31,38
2012-09-01,0
2012-09-02,0
2012-09-03,0
2012-09-04,0
2012-09-05,0
2012-09-06,0
2012-09-07,0
2012-09-08,22
2012-09-09,0
2012-09-10,0
2012-09-11,18
2012-09-12,36
2012-09-13,0
2012-09-14,19
2012-09-15,0
2012-09-16,0
2012-09-17,18
2012-09-18,18
2012-09-19,18
2012-09-20,18
2012-09-21,38
2012-09-22,0
2012-09-23,0
2012-09-24,18
2012-09-25,35
2012-09-26,18
2012-09-27,18
2012-09-28,0
2012-09-29,0
2012-09-30,0
2012-10-01,0
2012-10-02,36
2012-10-03,0
2012-10-04,18
2012-10-05,18
2012-10-06,21
2012-10-07,0
2012-10-08,17
2012-10-09,17
2012-10-10,0
2012-10-11,0
2012-10-12,0
