date,STX stock
2017-05-29,7
2017-05-30,24
2017-05-31,3
2017-06-01,18
2017-06-02,8
2017-06-03,0
2017-06-04,8
2017-06-05,4
2017-06-06,14
2017-06-07,17
2017-06-08,14
2017-06-09,15
2017-06-10,0
2017-06-11,4
2017-06-12,21
2017-06-13,14
2017-06-14,32
2017-06-15,29
2017-06-16,11
2017-06-17,0
2017-06-18,0
2017-06-19,21
2017-06-20,7
2017-06-21,7
2017-06-22,7
2017-06-23,21
2017-06-24,0
2017-06-25,0
2017-06-26,25
2017-06-27,29
2017-06-28,11
2017-06-29,15
2017-06-30,23
2017-07-01,4
2017-07-02,4
2017-07-03,7
2017-07-04,15
2017-07-05,11
2017-07-06,26
2017-07-07,19
2017-07-08,8
2017-07-09,0
2017-07-10,22
2017-07-11,21
2017-07-12,22
2017-07-13,18
2017-07-14,15
2017-07-15,13
2017-07-16,4
2017-07-17,11
2017-07-18,15
2017-07-19,4
2017-07-20,25
2017-07-21,22
2017-07-22,8
2017-07-23,0
2017-07-24,18
2017-07-25,100
2017-07-26,60
2017-07-27,36
2017-07-28,44
2017-07-29,8
2017-07-30,4
2017-07-31,21
2017-08-01,17
2017-08-02,0
2017-08-03,25
2017-08-04,44
2017-08-05,0
2017-08-06,0
2017-08-07,3
2017-08-08,10
2017-08-09,24
2017-08-10,21
2017-08-11,33
2017-08-12,8
2017-08-13,8
2017-08-14,21
2017-08-15,22
2017-08-16,10
2017-08-17,11
2017-08-18,22
2017-08-19,8
2017-08-20,0
2017-08-21,10
2017-08-22,20
2017-08-23,24
2017-08-24,21
2017-08-25,33
2017-08-26,4
2017-08-27,4
2017-08-28,21
2017-08-29,20
2017-08-30,7
2017-08-31,10
2017-09-01,11
2017-09-02,8
2017-09-03,0
2017-09-04,7
2017-09-05,14
2017-09-06,20
2017-09-07,10
2017-09-08,21
2017-09-09,8
2017-09-10,8
2017-09-11,20
2017-09-12,14
2017-09-13,20
2017-09-14,17
2017-09-15,7
2017-09-16,8
2017-09-17,15
2017-09-18,24
2017-09-19,24
2017-09-20,14
2017-09-21,17
2017-09-22,25
2017-09-23,0
2017-09-24,0
2017-09-25,20
2017-09-26,10
2017-09-27,20
2017-09-28,21
2017-09-29,0
2017-09-30,20
2017-10-01,8
2017-10-02,27
2017-10-03,20
2017-10-04,37
2017-10-05,31
2017-10-06,18
2017-10-07,8
2017-10-08,0
2017-10-09,27
2017-10-10,20
2017-10-11,30
2017-10-12,21
2017-10-13,24
2017-10-14,8
2017-10-15,12
2017-10-16,13
2017-10-17,7
2017-10-18,34
2017-10-19,21
2017-10-20,21
2017-10-21,4
2017-10-22,0
2017-10-23,63
2017-10-24,56
2017-10-25,30
2017-10-26,48
2017-10-27,25
2017-10-28,0
2017-10-29,0
2017-10-30,33
2017-10-31,34
2017-11-01,31
2017-11-02,20
2017-11-03,27
2017-11-04,0
2017-11-05,4
2017-11-06,29
2017-11-07,16
2017-11-08,10
2017-11-09,17
2017-11-10,14
2017-11-11,15
2017-11-12,0
2017-11-13,16
2017-11-14,16
2017-11-15,23
2017-11-16,7
2017-11-17,20
2017-11-18,0
2017-11-19,4
2017-11-20,16
2017-11-21,29
2017-11-22,20
2017-11-23,0
2017-11-24,20
2017-11-25,7
2017-11-26,0
2017-11-27,22
2017-11-28,22
2017-11-29,20
2017-11-30,13
2017-12-01,21
2017-12-02,7
2017-12-03,0
2017-12-04,29
2017-12-05,23
2017-12-06,16
2017-12-07,13
2017-12-08,7
2017-12-09,8
2017-12-10,0
2017-12-11,22
2017-12-12,23
2017-12-13,19
2017-12-14,27
2017-12-15,24
2017-12-16,19
2017-12-17,8
2017-12-18,7
2017-12-19,10
2017-12-20,17
2017-12-21,18
2017-12-22,19
2017-12-23,0
2017-12-24,4
2017-12-25,9
2017-12-26,18
2017-12-27,11
2017-12-28,4
2017-12-29,4
2017-12-30,4
2017-12-31,0
2018-01-01,0
2018-01-02,17
2018-01-03,16
2018-01-04,30
2018-01-05,20
2018-01-06,7
2018-01-07,0
2018-01-08,55
2018-01-09,38
2018-01-10,35
2018-01-11,49
2018-01-12,54
2018-01-13,7
2018-01-14,4
2018-01-15,16
2018-01-16,35
2018-01-17,28
2018-01-18,26
2018-01-19,17
2018-01-20,15
2018-01-21,11
2018-01-22,25
2018-01-23,28
2018-01-24,50
2018-01-25,19
2018-01-26,40
2018-01-27,11
2018-01-28,15
2018-01-29,63
2018-01-30,50
2018-01-31,29
2018-02-01,41
2018-02-02,39
2018-02-03,26
2018-02-04,7
2018-02-05,22
2018-02-06,54
2018-02-07,41
2018-02-08,48
2018-02-09,36
2018-02-10,18
2018-02-11,0
2018-02-12,35
2018-02-13,22
