date,STX stock
2015-12-26,16
2015-12-27,8
2015-12-28,7
2015-12-29,35
2015-12-30,29
2015-12-31,0
2016-01-01,18
2016-01-02,8
2016-01-03,8
2016-01-04,28
2016-01-05,21
2016-01-06,7
2016-01-07,14
2016-01-08,7
2016-01-09,8
2016-01-10,8
2016-01-11,14
2016-01-12,14
2016-01-13,7
2016-01-14,34
2016-01-15,7
2016-01-16,0
2016-01-17,0
2016-01-18,14
2016-01-19,34
2016-01-20,14
2016-01-21,28
2016-01-22,29
2016-01-23,8
2016-01-24,16
2016-01-25,7
2016-01-26,55
2016-01-27,7
2016-01-28,14
2016-01-29,28
2016-01-30,8
2016-01-31,0
2016-02-01,34
2016-02-02,61
2016-02-03,27
2016-02-04,28
2016-02-05,29
2016-02-06,16
2016-02-07,0
2016-02-08,28
2016-02-09,7
2016-02-10,27
2016-02-11,14
2016-02-12,14
2016-02-13,0
2016-02-14,0
2016-02-15,7
2016-02-16,14
2016-02-17,20
2016-02-18,34
2016-02-19,28
2016-02-20,0
2016-02-21,8
2016-02-22,0
2016-02-23,13
2016-02-24,7
2016-02-25,34
2016-02-26,14
2016-02-27,15
2016-02-28,8
2016-02-29,13
2016-03-01,13
2016-03-02,27
2016-03-03,20
2016-03-04,7
2016-03-05,8
2016-03-06,8
2016-03-07,7
2016-03-08,20
2016-03-09,7
2016-03-10,28
2016-03-11,35
2016-03-12,0
2016-03-13,0
2016-03-14,27
2016-03-15,20
2016-03-16,20
2016-03-17,0
2016-03-18,22
2016-03-19,8
2016-03-20,8
2016-03-21,21
2016-03-22,48
2016-03-23,42
2016-03-24,15
2016-03-25,15
2016-03-26,8
2016-03-27,0
2016-03-28,14
2016-03-29,7
2016-03-30,21
2016-03-31,7
2016-04-01,21
2016-04-02,0
2016-04-03,16
2016-04-04,13
2016-04-05,13
2016-04-06,27
2016-04-07,7
2016-04-08,21
2016-04-09,8
2016-04-10,8
2016-04-11,34
2016-04-12,27
2016-04-13,27
2016-04-14,83
2016-04-15,100
2016-04-16,16
2016-04-17,8
2016-04-18,47
2016-04-19,27
2016-04-20,41
2016-04-21,55
2016-04-22,64
2016-04-23,8
2016-04-24,8
2016-04-25,40
2016-04-26,67
2016-04-27,27
2016-04-28,48
2016-04-29,93
2016-04-30,24
2016-05-01,24
2016-05-02,55
2016-05-03,54
2016-05-04,48
2016-05-05,71
2016-05-06,36
2016-05-07,33
2016-05-08,8
2016-05-09,21
2016-05-10,88
2016-05-11,47
2016-05-12,7
2016-05-13,63
2016-05-14,24
2016-05-15,0
2016-05-16,75
2016-05-17,60
2016-05-18,34
2016-05-19,68
2016-05-20,35
2016-05-21,24
2016-05-22,0
2016-05-23,34
2016-05-24,13
2016-05-25,41
2016-05-26,50
2016-05-27,44
2016-05-28,8
2016-05-29,16
2016-05-30,7
2016-05-31,14
2016-06-01,14
2016-06-02,42
2016-06-03,22
2016-06-04,8
2016-06-05,0
2016-06-06,34
2016-06-07,21
2016-06-08,62
2016-06-09,14
2016-06-10,7
2016-06-11,8
2016-06-12,8
2016-06-13,41
2016-06-14,34
2016-06-15,7
2016-06-16,21
2016-06-17,7
2016-06-18,0
2016-06-19,8
2016-06-20,14
2016-06-21,34
2016-06-22,7
2016-06-23,7
2016-06-24,22
2016-06-25,0
2016-06-26,0
2016-06-27,14
2016-06-28,28
2016-06-29,28
2016-06-30,57
2016-07-01,15
2016-07-02,8
2016-07-03,17
2016-07-04,22
2016-07-05,22
2016-07-06,30
2016-07-07,30
2016-07-08,46
2016-07-09,0
2016-07-10,17
2016-07-11,51
2016-07-12,88
2016-07-13,81
2016-07-14,70
2016-07-15,30
2016-07-16,43
2016-07-17,0
2016-07-18,51
2016-07-19,58
2016-07-20,29
2016-07-21,44
2016-07-22,15
2016-07-23,17
2016-07-24,0
2016-07-25,22
2016-07-26,7
2016-07-27,44
2016-07-28,44
2016-07-29,15
2016-07-30,17
2016-07-31,8
2016-08-01,51
2016-08-02,93
2016-08-03,65
2016-08-04,45
2016-08-05,71
2016-08-06,18
2016-08-07,0
2016-08-08,45
2016-08-09,45
2016-08-10,23
2016-08-11,31
2016-08-12,16
2016-08-13,36
2016-08-14,9
2016-08-15,32
2016-08-16,16
2016-08-17,23
2016-08-18,39
2016-08-19,24
2016-08-20,9
2016-08-21,18
2016-08-22,31
2016-08-23,15
2016-08-24,7
2016-08-25,43
2016-08-26,8
2016-08-27,34
2016-08-28,8
2016-08-29,28
2016-08-30,50
2016-08-31,43
2016-09-01,36
2016-09-02,30
2016-09-03,17
2016-09-04,0
2016-09-05,7
2016-09-06,35
2016-09-07,57
2016-09-08,44
2016-09-09,37
2016-09-10,42
2016-09-11,8
