date,STX stock
2011-09-18,0
2011-09-19,0
2011-09-20,0
2011-09-21,0
2011-09-22,0
2011-09-23,27
2011-09-24,0
2011-09-25,0
2011-09-26,0
2011-09-27,0
2011-09-28,26
2011-09-29,26
2011-09-30,0
2011-10-01,0
2011-10-02,0
2011-10-03,0
2011-10-04,51
2011-10-05,25
2011-10-06,0
2011-10-07,0
2011-10-08,0
2011-10-09,0
2011-10-10,0
2011-10-11,48
2011-10-12,0
2011-10-13,0
2011-10-14,0
2011-10-15,0
2011-10-16,0
2011-10-17,0
2011-10-18,25
2011-10-19,50
2011-10-20,25
2011-10-21,82
2011-10-22,0
2011-10-23,0
2011-10-24,74
2011-10-25,0
2011-10-26,0
2011-10-27,0
2011-10-28,0
2011-10-29,0
2011-10-30,0
2011-10-31,0
2011-11-01,0
2011-11-02,75
2011-11-03,25
2011-11-04,26
2011-11-05,0
2011-11-06,30
2011-11-07,100
2011-11-08,0
2011-11-09,25
2011-11-10,0
2011-11-11,79
2011-11-12,0
2011-11-13,0
2011-11-14,49
2011-11-15,25
2011-11-16,25
2011-11-17,0
2011-11-18,0
2011-11-19,30
2011-11-20,0
2011-11-21,0
2011-11-22,24
2011-11-23,0
2011-11-24,52
2011-11-25,0
2011-11-26,0
2011-11-27,30
2011-11-28,48
2011-11-29,0
2011-11-30,0
2011-12-01,0
2011-12-02,26
2011-12-03,0
2011-12-04,0
2011-12-05,0
2011-12-06,24
2011-12-07,0
2011-12-08,0
2011-12-09,0
2011-12-10,0
2011-12-11,0
2011-12-12,0
2011-12-13,48
2011-12-14,24
2011-12-15,25
2011-12-16,0
2011-12-17,30
2011-12-18,0
2011-12-19,0
2011-12-20,0
2011-12-21,0
2011-12-22,0
2011-12-23,0
2011-12-24,0
2011-12-25,0
2011-12-26,0
2011-12-27,0
2011-12-28,0
2011-12-29,0
2011-12-30,0
2011-12-31,0
2012-01-01,0
2012-01-02,26
2012-01-03,24
2012-01-04,0
2012-01-05,0
2012-01-06,0
2012-01-07,0
2012-01-08,0
2012-01-09,0
2012-01-10,0
2012-01-11,0
2012-01-12,23
2012-01-13,0
2012-01-14,0
2012-01-15,0
2012-01-16,0
2012-01-17,68
2012-01-18,46
2012-01-19,23
2012-01-20,0
2012-01-21,0
2012-01-22,27
2012-01-23,0
2012-01-24,0
2012-01-25,23
2012-01-26,23
2012-01-27,48
2012-01-28,0
2012-01-29,0
2012-01-30,46
2012-01-31,0
2012-02-01,23
2012-02-02,23
2012-02-03,0
2012-02-04,28
2012-02-05,0
2012-02-06,0
2012-02-07,45
2012-02-08,68
2012-02-09,23
2012-02-10,24
2012-02-11,0
2012-02-12,0
2012-02-13,22
2012-02-14,46
2012-02-15,0
2012-02-16,23
2012-02-17,73
2012-02-18,0
2012-02-19,0
2012-02-20,0
2012-02-21,47
2012-02-22,0
2012-02-23,0
2012-02-24,24
2012-02-25,0
2012-02-26,27
2012-02-27,0
2012-02-28,0
2012-02-29,0
2012-03-01,24
2012-03-02,0
2012-03-03,0
2012-03-04,0
2012-03-05,23
2012-03-06,0
2012-03-07,45
2012-03-08,46
2012-03-09,0
2012-03-10,55
2012-03-11,0
2012-03-12,22
2012-03-13,0
2012-03-14,23
2012-03-15,46
2012-03-16,72
2012-03-17,0
2012-03-18,27
2012-03-19,23
2012-03-20,0
2012-03-21,23
2012-03-22,0
2012-03-23,24
2012-03-24,28
2012-03-25,0
2012-03-26,0
2012-03-27,23
2012-03-28,0
2012-03-29,0
2012-03-30,0
2012-03-31,0
2012-04-01,0
2012-04-02,23
2012-04-03,23
2012-04-04,24
2012-04-05,0
2012-04-06,0
2012-04-07,0
2012-04-08,0
2012-04-09,0
2012-04-10,0
2012-04-11,0
2012-04-12,0
2012-04-13,24
2012-04-14,27
2012-04-15,0
2012-04-16,67
2012-04-17,44
2012-04-18,45
2012-04-19,0
2012-04-20,0
2012-04-21,0
2012-04-22,0
2012-04-23,0
2012-04-24,0
2012-04-25,67
2012-04-26,90
2012-04-27,48
2012-04-28,28
2012-04-29,0
2012-04-30,70
2012-05-01,0
2012-05-02,67
2012-05-03,45
2012-05-04,48
2012-05-05,27
2012-05-06,0
2012-05-07,22
2012-05-08,0
2012-05-09,0
2012-05-10,0
2012-05-11,0
2012-05-12,0
2012-05-13,0
2012-05-14,0
2012-05-15,0
2012-05-16,0
2012-05-17,23
2012-05-18,0
2012-05-19,0
2012-05-20,27
2012-05-21,22
2012-05-22,0
2012-05-23,22
2012-05-24,45
2012-05-25,0
2012-05-26,0
2012-05-27,0
2012-05-28,0
2012-05-29,22
2012-05-30,22
2012-05-31,22
2012-06-01,46
2012-06-02,0
2012-06-03,0
2012-06-04,0
