date,STX stock
2017-10-06,43
2017-10-07,5
2017-10-08,11
2017-10-09,32
2017-10-10,27
2017-10-11,19
2017-10-12,33
2017-10-13,19
2017-10-14,5
2017-10-15,0
2017-10-16,14
2017-10-17,46
2017-10-18,18
2017-10-19,28
2017-10-20,34
2017-10-21,5
2017-10-22,0
2017-10-23,88
2017-10-24,100
2017-10-25,42
2017-10-26,23
2017-10-27,38
2017-10-28,0
2017-10-29,5
2017-10-30,37
2017-10-31,14
2017-11-01,43
2017-11-02,28
2017-11-03,14
2017-11-04,16
2017-11-05,5
2017-11-06,27
2017-11-07,18
2017-11-08,41
2017-11-09,18
2017-11-10,47
2017-11-11,0
2017-11-12,5
2017-11-13,22
2017-11-14,22
2017-11-15,27
2017-11-16,22
2017-11-17,33
2017-11-18,5
2017-11-19,5
2017-11-20,18
2017-11-21,13
2017-11-22,27
2017-11-23,23
2017-11-24,23
2017-11-25,10
2017-11-26,0
2017-11-27,22
2017-11-28,27
2017-11-29,18
2017-11-30,36
2017-12-01,14
2017-12-02,10
2017-12-03,0
2017-12-04,18
2017-12-05,18
2017-12-06,18
2017-12-07,14
2017-12-08,14
2017-12-09,5
2017-12-10,10
2017-12-11,4
2017-12-12,36
2017-12-13,13
2017-12-14,55
2017-12-15,52
2017-12-16,16
2017-12-17,5
2017-12-18,23
2017-12-19,51
2017-12-20,33
2017-12-21,19
2017-12-22,26
2017-12-23,0
2017-12-24,6
2017-12-25,6
2017-12-26,25
2017-12-27,24
2017-12-28,24
2017-12-29,20
2017-12-30,16
2017-12-31,0
2018-01-01,6
2018-01-02,19
2018-01-03,41
2018-01-04,27
2018-01-05,18
2018-01-06,5
2018-01-07,10
2018-01-08,53
2018-01-09,61
2018-01-10,66
2018-01-11,45
2018-01-12,37
2018-01-13,15
2018-01-14,10
2018-01-15,9
2018-01-16,53
2018-01-17,39
2018-01-18,43
2018-01-19,37
2018-01-20,10
2018-01-21,5
2018-01-22,26
2018-01-23,65
2018-01-24,56
2018-01-25,39
2018-01-26,50
2018-01-27,15
2018-01-28,20
2018-01-29,74
2018-01-30,22
2018-01-31,43
2018-02-01,56
2018-02-02,63
2018-02-03,25
2018-02-04,15
2018-02-05,52
2018-02-06,57
2018-02-07,65
2018-02-08,53
2018-02-09,41
2018-02-10,20
2018-02-11,10
2018-02-12,40
2018-02-13,35
2018-02-14,35
2018-02-15,18
2018-02-16,51
2018-02-17,15
2018-02-18,10
2018-02-19,9
2018-02-20,38
2018-02-21,38
2018-02-22,53
2018-02-23,54
2018-02-24,15
2018-02-25,15
2018-02-26,13
2018-02-27,34
2018-02-28,30
2018-03-01,38
2018-03-02,27
2018-03-03,15
2018-03-04,0
2018-03-05,41
2018-03-06,42
2018-03-07,47
2018-03-08,48
2018-03-09,81
2018-03-10,30
2018-03-11,5
2018-03-12,76
2018-03-13,51
2018-03-14,30
2018-03-15,43
2018-03-16,31
2018-03-17,20
2018-03-18,0
2018-03-19,26
2018-03-20,43
2018-03-21,30
2018-03-22,44
2018-03-23,32
2018-03-24,20
2018-03-25,15
2018-03-26,44
2018-03-27,44
2018-03-28,22
2018-03-29,37
2018-03-30,10
2018-03-31,15
2018-04-01,21
2018-04-02,32
2018-04-03,26
2018-04-04,39
2018-04-05,18
2018-04-06,41
2018-04-07,5
2018-04-08,0
2018-04-09,30
