date,STX stock
2016-05-04,53
2016-05-05,82
2016-05-06,42
2016-05-07,23
2016-05-08,8
2016-05-09,40
2016-05-10,45
2016-05-11,85
2016-05-12,40
2016-05-13,41
2016-05-14,15
2016-05-15,0
2016-05-16,39
2016-05-17,19
2016-05-18,33
2016-05-19,26
2016-05-20,21
2016-05-21,23
2016-05-22,0
2016-05-23,19
2016-05-24,13
2016-05-25,13
2016-05-26,28
2016-05-27,35
2016-05-28,15
2016-05-29,0
2016-05-30,7
2016-05-31,26
2016-06-01,27
2016-06-02,47
2016-06-03,49
2016-06-04,16
2016-06-05,8
2016-06-06,33
2016-06-07,33
2016-06-08,20
2016-06-09,34
2016-06-10,14
2016-06-11,8
2016-06-12,8
2016-06-13,32
2016-06-14,7
2016-06-15,20
2016-06-16,20
2016-06-17,35
2016-06-18,8
2016-06-19,0
2016-06-20,26
2016-06-21,33
2016-06-22,13
2016-06-23,34
2016-06-24,28
2016-06-25,8
2016-06-26,16
2016-06-27,40
2016-06-28,27
2016-06-29,13
2016-06-30,61
2016-07-01,50
2016-07-02,8
2016-07-03,0
2016-07-04,7
2016-07-05,42
2016-07-06,21
2016-07-07,36
2016-07-08,15
2016-07-09,8
2016-07-10,16
2016-07-11,35
2016-07-12,90
2016-07-13,99
2016-07-14,61
2016-07-15,29
2016-07-16,16
2016-07-17,8
2016-07-18,28
2016-07-19,49
2016-07-20,43
2016-07-21,42
2016-07-22,86
2016-07-23,25
2016-07-24,8
2016-07-25,42
2016-07-26,35
2016-07-27,42
2016-07-28,21
2016-07-29,22
2016-07-30,16
2016-07-31,8
2016-08-01,42
2016-08-02,83
2016-08-03,77
2016-08-04,28
2016-08-05,22
2016-08-06,17
2016-08-07,0
2016-08-08,22
2016-08-09,50
2016-08-10,29
2016-08-11,29
2016-08-12,15
2016-08-13,8
2016-08-14,9
2016-08-15,8
2016-08-16,52
2016-08-17,22
2016-08-18,61
2016-08-19,23
2016-08-20,17
2016-08-21,9
2016-08-22,0
2016-08-23,22
2016-08-24,29
2016-08-25,14
2016-08-26,29
2016-08-27,24
2016-08-28,16
2016-08-29,34
2016-08-30,14
2016-08-31,27
2016-09-01,21
2016-09-02,36
2016-09-03,0
2016-09-04,0
2016-09-05,21
2016-09-06,20
2016-09-07,55
2016-09-08,55
2016-09-09,100
2016-09-10,16
2016-09-11,40
2016-09-12,42
2016-09-13,82
2016-09-14,34
2016-09-15,7
2016-09-16,21
2016-09-17,8
2016-09-18,8
2016-09-19,34
2016-09-20,67
2016-09-21,34
2016-09-22,61
2016-09-23,14
2016-09-24,23
2016-09-25,0
2016-09-26,33
2016-09-27,27
2016-09-28,20
2016-09-29,47
2016-09-30,42
2016-10-01,8
2016-10-02,0
2016-10-03,27
2016-10-04,20
2016-10-05,26
2016-10-06,7
2016-10-07,7
2016-10-08,0
2016-10-09,0
2016-10-10,20
2016-10-11,60
2016-10-12,47
2016-10-13,47
2016-10-14,42
2016-10-15,15
2016-10-16,0
2016-10-17,26
2016-10-18,13
2016-10-19,92
2016-10-20,20
2016-10-21,42
2016-10-22,8
2016-10-23,0
2016-10-24,26
2016-10-25,20
2016-10-26,27
2016-10-27,68
2016-10-28,0
2016-10-29,8
2016-10-30,0
2016-10-31,14
2016-11-01,27
2016-11-02,27
2016-11-03,20
2016-11-04,28
2016-11-05,0
2016-11-06,0
2016-11-07,33
2016-11-08,26
2016-11-09,91
2016-11-10,13
2016-11-11,28
2016-11-12,8
2016-11-13,0
2016-11-14,39
2016-11-15,46
2016-11-16,39
2016-11-17,40
2016-11-18,27
2016-11-19,15
2016-11-20,7
2016-11-21,65
2016-11-22,51
2016-11-23,39
2016-11-24,0
2016-11-25,14
2016-11-26,7
2016-11-27,0
2016-11-28,19
2016-11-29,25
2016-11-30,57
2016-12-01,52
2016-12-02,27
2016-12-03,7
2016-12-04,7
2016-12-05,41
2016-12-06,12
2016-12-07,25
2016-12-08,32
2016-12-09,26
2016-12-10,0
2016-12-11,14
2016-12-12,49
2016-12-13,19
2016-12-14,50
2016-12-15,39
2016-12-16,27
2016-12-17,15
2016-12-18,7
2016-12-19,33
2016-12-20,53
2016-12-21,20
2016-12-22,27
2016-12-23,14
2016-12-24,0
2016-12-25,0
2016-12-26,14
2016-12-27,20
2016-12-28,14
2016-12-29,21
2016-12-30,0
2016-12-31,0
2017-01-01,8
2017-01-02,7
2017-01-03,32
2017-01-04,19
2017-01-05,39
2017-01-06,20
2017-01-07,7
2017-01-08,0
2017-01-09,56
2017-01-10,31
2017-01-11,25
2017-01-12,25
2017-01-13,38
2017-01-14,7
2017-01-15,7
2017-01-16,6
2017-01-17,18
2017-01-18,49
2017-01-19,12
