date,STX stock
2014-07-24,18
2014-07-25,29
2014-07-26,23
2014-07-27,0
2014-07-28,28
2014-07-29,18
2014-07-30,18
2014-07-31,37
2014-08-01,29
2014-08-02,22
2014-08-03,22
2014-08-04,36
2014-08-05,18
2014-08-06,36
2014-08-07,26
2014-08-08,19
2014-08-09,44
2014-08-10,0
2014-08-11,53
2014-08-12,35
2014-08-13,0
2014-08-14,36
2014-08-15,38
2014-08-16,32
2014-08-17,21
2014-08-18,36
2014-08-19,36
2014-08-20,18
2014-08-21,35
2014-08-22,19
2014-08-23,21
2014-08-24,0
2014-08-25,17
2014-08-26,35
2014-08-27,35
2014-08-28,36
2014-08-29,28
2014-08-30,21
2014-08-31,21
2014-09-01,35
2014-09-02,17
2014-09-03,43
2014-09-04,34
2014-09-05,36
2014-09-06,0
2014-09-07,0
2014-09-08,17
2014-09-09,42
2014-09-10,17
2014-09-11,17
2014-09-12,18
2014-09-13,0
2014-09-14,0
2014-09-15,17
2014-09-16,17
2014-09-17,17
2014-09-18,26
2014-09-19,18
2014-09-20,20
2014-09-21,0
2014-09-22,33
2014-09-23,17
2014-09-24,42
2014-09-25,0
2014-09-26,35
2014-09-27,21
2014-09-28,0
2014-09-29,25
2014-09-30,25
2014-10-01,17
2014-10-02,34
2014-10-03,18
2014-10-04,42
2014-10-05,0
2014-10-06,50
2014-10-07,17
2014-10-08,25
2014-10-09,0
2014-10-10,44
2014-10-11,0
2014-10-12,20
2014-10-13,17
2014-10-14,17
2014-10-15,17
2014-10-16,42
2014-10-17,17
2014-10-18,20
2014-10-19,0
2014-10-20,17
2014-10-21,33
2014-10-22,33
2014-10-23,34
2014-10-24,44
2014-10-25,20
2014-10-26,19
2014-10-27,49
2014-10-28,24
2014-10-29,50
2014-10-30,67
2014-10-31,35
2014-11-01,30
2014-11-02,0
2014-11-03,33
2014-11-04,33
2014-11-05,41
2014-11-06,33
2014-11-07,35
2014-11-08,59
2014-11-09,29
2014-11-10,16
2014-11-11,32
2014-11-12,24
2014-11-13,16
2014-11-14,34
2014-11-15,38
2014-11-16,19
2014-11-17,16
2014-11-18,18
2014-11-19,51
2014-11-20,25
2014-11-21,17
2014-11-22,19
2014-11-23,19
2014-11-24,32
2014-11-25,32
2014-11-26,33
2014-11-27,0
2014-11-28,0
2014-11-29,0
2014-11-30,19
2014-12-01,24
2014-12-02,16
2014-12-03,41
2014-12-04,16
2014-12-05,0
2014-12-06,0
2014-12-07,0
2014-12-08,41
2014-12-09,32
2014-12-10,33
2014-12-11,17
2014-12-12,87
2014-12-13,20
2014-12-14,19
2014-12-15,16
2014-12-16,16
2014-12-17,17
2014-12-18,34
2014-12-19,27
2014-12-20,20
2014-12-21,0
2014-12-22,26
2014-12-23,27
2014-12-24,20
2014-12-25,0
2014-12-26,0
2014-12-27,49
2014-12-28,0
2014-12-29,17
2014-12-30,18
2014-12-31,0
2015-01-01,42
2015-01-02,27
2015-01-03,0
2015-01-04,19
2015-01-05,16
2015-01-06,16
2015-01-07,16
2015-01-08,16
2015-01-09,32
2015-01-10,0
2015-01-11,0
2015-01-12,31
2015-01-13,0
2015-01-14,47
2015-01-15,0
2015-01-16,16
2015-01-17,0
2015-01-18,18
2015-01-19,0
2015-01-20,15
2015-01-21,15
2015-01-22,47
2015-01-23,0
2015-01-24,0
2015-01-25,18
2015-01-26,100
2015-01-27,53
2015-01-28,46
2015-01-29,39
2015-01-30,24
2015-01-31,27
2015-02-01,0
2015-02-02,30
2015-02-03,0
2015-02-04,31
2015-02-05,23
2015-02-06,32
2015-02-07,27
2015-02-08,18
2015-02-09,15
2015-02-10,15
2015-02-11,15
2015-02-12,47
2015-02-13,24
2015-02-14,37
2015-02-15,0
2015-02-16,16
2015-02-17,16
2015-02-18,31
2015-02-19,24
2015-02-20,16
2015-02-21,18
2015-02-22,0
2015-02-23,23
2015-02-24,30
2015-02-25,30
2015-02-26,23
2015-02-27,32
2015-02-28,0
2015-03-01,0
2015-03-02,45
2015-03-03,23
2015-03-04,15
2015-03-05,0
2015-03-06,16
2015-03-07,0
2015-03-08,18
2015-03-09,15
2015-03-10,38
2015-03-11,31
2015-03-12,46
2015-03-13,16
2015-03-14,0
2015-03-15,0
2015-03-16,15
2015-03-17,15
2015-03-18,23
2015-03-19,15
2015-03-20,16
2015-03-21,27
2015-03-22,18
2015-03-23,15
2015-03-24,23
2015-03-25,22
2015-03-26,18
2015-03-27,0
2015-03-28,0
2015-03-29,19
2015-03-30,15
2015-03-31,38
2015-04-01,23
2015-04-02,16
2015-04-03,17
2015-04-04,0
2015-04-05,0
2015-04-06,16
2015-04-07,31
2015-04-08,31
2015-04-09,15
2015-04-10,24
