date,Shire PLC,isPartial
2015-04-10,44,False
2015-04-11,20,False
2015-04-12,0,False
2015-04-13,0,False
2015-04-14,17,False
2015-04-15,42,False
2015-04-16,25,False
2015-04-17,0,False
2015-04-18,0,False
2015-04-19,0,False
2015-04-20,17,False
2015-04-21,17,False
2015-04-22,17,False
2015-04-23,0,False
2015-04-24,35,False
2015-04-25,0,False
2015-04-26,0,False
2015-04-27,17,False
2015-04-28,0,False
2015-04-29,17,False
2015-04-30,0,False
2015-05-01,19,False
2015-05-02,0,False
2015-05-03,0,False
2015-05-04,17,False
2015-05-05,17,False
2015-05-06,25,False
2015-05-07,17,False
2015-05-08,18,False
2015-05-09,0,False
2015-05-10,0,False
2015-05-11,33,False
2015-05-12,17,False
2015-05-13,0,False
2015-05-14,34,False
2015-05-15,18,False
2015-05-16,0,False
2015-05-17,20,False
2015-05-18,17,False
2015-05-19,0,False
2015-05-20,50,False
2015-05-21,25,False
2015-05-22,18,False
2015-05-23,40,False
2015-05-24,20,False
2015-05-25,17,False
2015-05-26,33,False
2015-05-27,33,False
2015-05-28,0,False
2015-05-29,26,False
2015-05-30,0,False
2015-05-31,0,False
2015-06-01,16,False
2015-06-02,33,False
2015-06-03,17,False
2015-06-04,0,False
2015-06-05,0,False
2015-06-06,20,False
2015-06-07,20,False
2015-06-08,0,False
2015-06-09,33,False
2015-06-10,17,False
2015-06-11,34,False
2015-06-12,26,False
2015-06-13,20,False
2015-06-14,0,False
2015-06-15,33,False
2015-06-16,0,False
2015-06-17,17,False
2015-06-18,17,False
2015-06-19,0,False
2015-06-20,0,False
2015-06-21,0,False
2015-06-22,17,False
2015-06-23,34,False
2015-06-24,17,False
2015-06-25,26,False
2015-06-26,17,False
2015-06-27,0,False
2015-06-28,0,False
2015-06-29,0,False
2015-06-30,17,False
2015-07-01,0,False
2015-07-02,17,False
2015-07-03,18,False
2015-07-04,0,False
2015-07-05,0,False
2015-07-06,16,False
2015-07-07,25,False
2015-07-08,17,False
2015-07-09,0,False
2015-07-10,18,False
2015-07-11,0,False
2015-07-12,20,False
2015-07-13,33,False
2015-07-14,0,False
2015-07-15,17,False
2015-07-16,17,False
2015-07-17,18,False
2015-07-18,0,False
2015-07-19,0,False
2015-07-20,0,False
2015-07-21,50,False
2015-07-22,17,False
2015-07-23,34,False
2015-07-24,18,False
2015-07-25,20,False
2015-07-26,20,False
2015-07-27,0,False
2015-07-28,50,False
2015-07-29,0,False
2015-07-30,17,False
2015-07-31,0,False
2015-08-01,0,False
2015-08-02,0,False
2015-08-03,0,False
2015-08-04,100,False
2015-08-05,42,False
2015-08-06,51,False
2015-08-07,18,False
2015-08-08,0,False
2015-08-09,0,False
2015-08-10,17,False
2015-08-11,25,False
2015-08-12,34,False
2015-08-13,0,False
2015-08-14,0,False
2015-08-15,40,False
2015-08-16,20,False
2015-08-17,17,False
2015-08-18,17,False
2015-08-19,0,False
2015-08-20,25,False
2015-08-21,51,False
2015-08-22,0,False
2015-08-23,19,False
2015-08-24,32,False
2015-08-25,24,False
2015-08-26,16,False
2015-08-27,33,False
2015-08-28,0,False
2015-08-29,20,False
2015-08-30,0,False
2015-08-31,0,False
2015-09-01,16,False
2015-09-02,24,False
2015-09-03,16,False
2015-09-04,33,False
2015-09-05,0,False
2015-09-06,0,False
2015-09-07,34,False
2015-09-08,0,False
2015-09-09,16,False
2015-09-10,16,False
2015-09-11,0,False
2015-09-12,0,False
2015-09-13,18,False
2015-09-14,24,False
2015-09-15,16,False
2015-09-16,16,False
2015-09-17,32,False
2015-09-18,0,False
2015-09-19,0,False
2015-09-20,18,False
2015-09-21,23,False
2015-09-22,16,False
2015-09-23,16,False
2015-09-24,0,False
2015-09-25,17,False
2015-09-26,38,False
2015-09-27,19,False
2015-09-28,31,False
2015-09-29,0,False
2015-09-30,16,False
2015-10-01,16,False
2015-10-02,33,False
2015-10-03,0,False
2015-10-04,0,False
2015-10-05,31,False
2015-10-06,16,False
2015-10-07,16,False
2015-10-08,24,False
2015-10-09,32,False
2015-10-10,0,False
2015-10-11,0,False
2015-10-12,16,False
2015-10-13,23,False
2015-10-14,23,False
2015-10-15,23,False
2015-10-16,24,False
2015-10-17,28,False
2015-10-18,0,False
2015-10-19,46,False
2015-10-20,38,False
2015-10-21,62,False
2015-10-22,47,False
2015-10-23,41,False
2015-10-24,28,False
2015-10-25,18,False
2015-10-26,15,False
2015-10-27,15,False
2015-10-28,39,False
2015-10-29,24,False
2015-10-30,16,False
2015-10-31,0,False
2015-11-01,19,False
2015-11-02,47,False
2015-11-03,38,False
2015-11-04,15,False
2015-11-05,31,False
2015-11-06,24,False
2015-11-07,0,False
2015-11-08,0,False
2015-11-09,30,False
