date,Shire PLC,isPartial
2011-05-11,65,False
2011-05-12,49,False
2011-05-13,35,False
2011-05-14,83,False
2011-05-15,0,False
2011-05-16,32,False
2011-05-17,33,False
2011-05-18,65,False
2011-05-19,67,False
2011-05-20,0,False
2011-05-21,0,False
2011-05-22,0,False
2011-05-23,0,False
2011-05-24,32,False
2011-05-25,33,False
2011-05-26,33,False
2011-05-27,35,False
2011-05-28,0,False
2011-05-29,0,False
2011-05-30,34,False
2011-05-31,32,False
2011-06-01,33,False
2011-06-02,0,False
2011-06-03,34,False
2011-06-04,0,False
2011-06-05,0,False
2011-06-06,33,False
2011-06-07,32,False
2011-06-08,33,False
2011-06-09,33,False
2011-06-10,35,False
2011-06-11,0,False
2011-06-12,42,False
2011-06-13,33,False
2011-06-14,0,False
2011-06-15,32,False
2011-06-16,0,False
2011-06-17,35,False
2011-06-18,0,False
2011-06-19,0,False
2011-06-20,32,False
2011-06-21,32,False
2011-06-22,0,False
2011-06-23,34,False
2011-06-24,0,False
2011-06-25,0,False
2011-06-26,0,False
2011-06-27,33,False
2011-06-28,32,False
2011-06-29,32,False
2011-06-30,0,False
2011-07-01,0,False
2011-07-02,0,False
2011-07-03,0,False
2011-07-04,0,False
2011-07-05,33,False
2011-07-06,0,False
2011-07-07,33,False
2011-07-08,0,False
2011-07-09,0,False
2011-07-10,0,False
2011-07-11,33,False
2011-07-12,33,False
2011-07-13,33,False
2011-07-14,0,False
2011-07-15,0,False
2011-07-16,0,False
2011-07-17,0,False
2011-07-18,33,False
2011-07-19,33,False
2011-07-20,33,False
2011-07-21,100,False
2011-07-22,0,False
2011-07-23,0,False
2011-07-24,0,False
2011-07-25,0,False
2011-07-26,0,False
2011-07-27,33,False
2011-07-28,33,False
2011-07-29,0,False
2011-07-30,0,False
2011-07-31,0,False
2011-08-01,33,False
2011-08-02,0,False
2011-08-03,0,False
2011-08-04,0,False
2011-08-05,0,False
2011-08-06,0,False
2011-08-07,0,False
2011-08-08,0,False
2011-08-09,0,False
2011-08-10,0,False
2011-08-11,0,False
2011-08-12,34,False
2011-08-13,0,False
2011-08-14,0,False
2011-08-15,34,False
2011-08-16,0,False
2011-08-17,0,False
2011-08-18,0,False
2011-08-19,67,False
2011-08-20,40,False
2011-08-21,0,False
2011-08-22,31,False
2011-08-23,0,False
2011-08-24,31,False
2011-08-25,47,False
2011-08-26,33,False
2011-08-27,0,False
2011-08-28,0,False
2011-08-29,0,False
2011-08-30,94,False
2011-08-31,0,False
2011-09-01,32,False
2011-09-02,33,False
2011-09-03,0,False
2011-09-04,0,False
2011-09-05,0,False
2011-09-06,0,False
2011-09-07,31,False
2011-09-08,0,False
2011-09-09,32,False
2011-09-10,0,False
2011-09-11,0,False
2011-09-12,29,False
2011-09-13,30,False
2011-09-14,60,False
2011-09-15,31,False
2011-09-16,64,False
2011-09-17,37,False
2011-09-18,0,False
2011-09-19,0,False
2011-09-20,0,False
2011-09-21,45,False
2011-09-22,0,False
2011-09-23,63,False
2011-09-24,0,False
2011-09-25,0,False
2011-09-26,0,False
2011-09-27,29,False
2011-09-28,59,False
2011-09-29,0,False
2011-09-30,32,False
2011-10-01,0,False
2011-10-02,0,False
2011-10-03,0,False
2011-10-04,0,False
2011-10-05,59,False
2011-10-06,0,False
2011-10-07,0,False
2011-10-08,36,False
2011-10-09,0,False
2011-10-10,0,False
2011-10-11,28,False
2011-10-12,43,False
2011-10-13,29,False
2011-10-14,0,False
2011-10-15,0,False
2011-10-16,0,False
2011-10-17,0,False
2011-10-18,29,False
2011-10-19,29,False
2011-10-20,0,False
2011-10-21,0,False
2011-10-22,0,False
2011-10-23,0,False
2011-10-24,29,False
2011-10-25,0,False
2011-10-26,29,False
2011-10-27,29,False
2011-10-28,62,False
2011-10-29,0,False
2011-10-30,0,False
2011-10-31,30,False
2011-11-01,30,False
2011-11-02,0,False
2011-11-03,0,False
2011-11-04,30,False
2011-11-05,0,False
2011-11-06,35,False
2011-11-07,57,False
2011-11-08,29,False
2011-11-09,0,False
2011-11-10,0,False
2011-11-11,0,False
2011-11-12,0,False
2011-11-13,0,False
2011-11-14,0,False
2011-11-15,0,False
2011-11-16,0,False
2011-11-17,0,False
2011-11-18,30,False
2011-11-19,0,False
2011-11-20,0,False
2011-11-21,0,False
2011-11-22,0,False
2011-11-23,29,False
2011-11-24,30,False
2011-11-25,31,False
2011-11-26,35,False
2011-11-27,0,False
2011-11-28,28,False
2011-11-29,28,False
2011-11-30,28,False
2011-12-01,28,False
2011-12-02,0,False
2011-12-03,0,False
2011-12-04,0,False
2011-12-05,0,False
2011-12-06,0,False
2011-12-07,0,False
2011-12-08,0,False
2011-12-09,0,False
2011-12-10,0,False
2011-12-11,0,False
2011-12-12,0,False
2011-12-13,0,False
2011-12-14,0,False
2011-12-15,0,False
2011-12-16,30,False
2011-12-17,0,False
2011-12-18,0,False
2011-12-19,0,False
2011-12-20,29,False
2011-12-21,30,False
2011-12-22,0,False
2011-12-23,33,False
2011-12-24,0,False
2011-12-25,0,False
2011-12-26,0,False
2011-12-27,0,False
2011-12-28,30,False
2011-12-29,0,False
2011-12-30,32,False
2011-12-31,38,False
2012-01-01,0,False
2012-01-02,30,False
2012-01-03,0,False
2012-01-04,28,False
2012-01-05,28,False
2012-01-06,58,False
2012-01-07,0,False
2012-01-08,0,False
2012-01-09,27,False
2012-01-10,27,False
2012-01-11,27,False
2012-01-12,0,False
2012-01-13,28,False
2012-01-14,0,False
2012-01-15,0,False
2012-01-16,27,False
2012-01-17,27,False
2012-01-18,26,False
2012-01-19,0,False
2012-01-20,0,False
2012-01-21,32,False
2012-01-22,0,False
2012-01-23,26,False
2012-01-24,0,False
2012-01-25,0,False
2012-01-26,0,False
