date,Shire PLC,isPartial
2017-01-19,13,False
2017-01-20,0,False
2017-01-21,15,False
2017-01-22,0,False
2017-01-23,51,False
2017-01-24,38,False
2017-01-25,13,False
2017-01-26,0,False
2017-01-27,0,False
2017-01-28,15,False
2017-01-29,14,False
2017-01-30,13,False
2017-01-31,12,False
2017-02-01,0,False
2017-02-02,13,False
2017-02-03,13,False
2017-02-04,0,False
2017-02-05,0,False
2017-02-06,38,False
2017-02-07,12,False
2017-02-08,13,False
2017-02-09,13,False
2017-02-10,26,False
2017-02-11,0,False
2017-02-12,15,False
2017-02-13,25,False
2017-02-14,0,False
2017-02-15,26,False
2017-02-16,51,False
2017-02-17,38,False
2017-02-18,0,False
2017-02-19,0,False
2017-02-20,25,False
2017-02-21,37,False
2017-02-22,38,False
2017-02-23,25,False
2017-02-24,13,False
2017-02-25,0,False
2017-02-26,14,False
2017-02-27,49,False
2017-02-28,12,False
2017-03-01,12,False
2017-03-02,12,False
2017-03-03,26,False
2017-03-04,0,False
2017-03-05,0,False
2017-03-06,12,False
2017-03-07,47,False
2017-03-08,50,False
2017-03-09,49,False
2017-03-10,13,False
2017-03-11,0,False
2017-03-12,0,False
2017-03-13,35,False
2017-03-14,12,False
2017-03-15,25,False
2017-03-16,51,False
2017-03-17,0,False
2017-03-18,0,False
2017-03-19,14,False
2017-03-20,50,False
2017-03-21,0,False
2017-03-22,0,False
2017-03-23,13,False
2017-03-24,13,False
2017-03-25,15,False
2017-03-26,0,False
2017-03-27,12,False
2017-03-28,25,False
2017-03-29,0,False
2017-03-30,0,False
2017-03-31,0,False
2017-04-01,0,False
2017-04-02,0,False
2017-04-03,25,False
2017-04-04,50,False
2017-04-05,62,False
2017-04-06,26,False
2017-04-07,26,False
2017-04-08,0,False
2017-04-09,0,False
2017-04-10,13,False
2017-04-11,38,False
2017-04-12,26,False
2017-04-13,40,False
2017-04-14,15,False
2017-04-15,0,False
2017-04-16,0,False
2017-04-17,13,False
2017-04-18,12,False
2017-04-19,25,False
2017-04-20,25,False
2017-04-21,13,False
2017-04-22,0,False
2017-04-23,0,False
2017-04-24,37,False
2017-04-25,12,False
2017-04-26,50,False
2017-04-27,13,False
2017-04-28,0,False
2017-04-29,0,False
2017-04-30,0,False
2017-05-01,14,False
2017-05-02,100,False
2017-05-03,12,False
2017-05-04,0,False
2017-05-05,13,False
2017-05-06,0,False
2017-05-07,0,False
2017-05-08,13,False
2017-05-09,0,False
2017-05-10,13,False
2017-05-11,25,False
2017-05-12,13,False
2017-05-13,15,False
2017-05-14,0,False
2017-05-15,13,False
2017-05-16,13,False
2017-05-17,27,False
2017-05-18,14,False
2017-05-19,14,False
2017-05-20,16,False
2017-05-21,0,False
2017-05-22,13,False
2017-05-23,13,False
2017-05-24,0,False
2017-05-25,14,False
2017-05-26,29,False
2017-05-27,0,False
2017-05-28,0,False
2017-05-29,0,False
2017-05-30,27,False
2017-05-31,13,False
2017-06-01,41,False
2017-06-02,14,False
2017-06-03,0,False
2017-06-04,31,False
2017-06-05,0,False
2017-06-06,26,False
2017-06-07,26,False
2017-06-08,13,False
2017-06-09,41,False
2017-06-10,0,False
2017-06-11,0,False
2017-06-12,13,False
2017-06-13,0,False
2017-06-14,0,False
2017-06-15,0,False
2017-06-16,42,False
2017-06-17,0,False
2017-06-18,0,False
2017-06-19,13,False
2017-06-20,25,False
2017-06-21,26,False
2017-06-22,13,False
2017-06-23,41,False
2017-06-24,0,False
2017-06-25,0,False
2017-06-26,0,False
2017-06-27,0,False
2017-06-28,0,False
2017-06-29,14,False
2017-06-30,14,False
2017-07-01,16,False
2017-07-02,16,False
2017-07-03,14,False
2017-07-04,14,False
2017-07-05,28,False
2017-07-06,42,False
2017-07-07,14,False
2017-07-08,0,False
2017-07-09,0,False
2017-07-10,0,False
2017-07-11,14,False
2017-07-12,54,False
2017-07-13,27,False
2017-07-14,0,False
2017-07-15,0,False
2017-07-16,32,False
2017-07-17,14,False
2017-07-18,0,False
2017-07-19,0,False
2017-07-20,41,False
2017-07-21,29,False
2017-07-22,0,False
2017-07-23,15,False
2017-07-24,0,False
2017-07-25,40,False
2017-07-26,27,False
2017-07-27,13,False
2017-07-28,28,False
2017-07-29,0,False
2017-07-30,0,False
2017-07-31,13,False
2017-08-01,39,False
2017-08-02,25,False
2017-08-03,65,False
2017-08-04,41,False
2017-08-05,16,False
2017-08-06,0,False
2017-08-07,13,False
2017-08-08,38,False
2017-08-09,13,False
2017-08-10,27,False
2017-08-11,14,False
2017-08-12,0,False
2017-08-13,0,False
2017-08-14,54,False
2017-08-15,41,False
2017-08-16,0,False
2017-08-17,27,False
2017-08-18,55,False
2017-08-19,15,False
2017-08-20,0,False
2017-08-21,52,False
2017-08-22,65,False
2017-08-23,39,False
2017-08-24,13,False
2017-08-25,28,False
2017-08-26,15,False
2017-08-27,0,False
2017-08-28,13,False
2017-08-29,13,False
2017-08-30,0,False
2017-08-31,0,False
2017-09-01,14,False
2017-09-02,15,False
2017-09-03,0,False
2017-09-04,27,False
2017-09-05,13,False
2017-09-06,38,False
2017-09-07,13,False
2017-09-08,40,False
2017-09-09,0,False
2017-09-10,0,False
2017-09-11,13,False
2017-09-12,38,False
2017-09-13,38,False
2017-09-14,26,False
2017-09-15,13,False
2017-09-16,0,False
2017-09-17,15,False
2017-09-18,39,False
2017-09-19,0,False
2017-09-20,26,False
2017-09-21,13,False
2017-09-22,27,False
2017-09-23,0,False
2017-09-24,0,False
2017-09-25,26,False
2017-09-26,13,False
2017-09-27,13,False
2017-09-28,0,False
2017-09-29,0,False
2017-09-30,15,False
2017-10-01,0,False
2017-10-02,0,False
2017-10-03,26,False
2017-10-04,13,False
2017-10-05,13,False
2017-10-06,0,False
