date,Shire PLC,isPartial
2017-05-29,19,False
2017-05-30,18,False
2017-05-31,0,False
2017-06-01,19,False
2017-06-02,19,False
2017-06-03,21,False
2017-06-04,21,False
2017-06-05,18,False
2017-06-06,18,False
2017-06-07,36,False
2017-06-08,18,False
2017-06-09,19,False
2017-06-10,0,False
2017-06-11,0,False
2017-06-12,35,False
2017-06-13,0,False
2017-06-14,73,False
2017-06-15,19,False
2017-06-16,0,False
2017-06-17,0,False
2017-06-18,22,False
2017-06-19,36,False
2017-06-20,0,False
2017-06-21,52,False
2017-06-22,35,False
2017-06-23,0,False
2017-06-24,0,False
2017-06-25,0,False
2017-06-26,0,False
2017-06-27,0,False
2017-06-28,19,False
2017-06-29,0,False
2017-06-30,19,False
2017-07-01,0,False
2017-07-02,22,False
2017-07-03,19,False
2017-07-04,19,False
2017-07-05,0,False
2017-07-06,19,False
2017-07-07,0,False
2017-07-08,22,False
2017-07-09,0,False
2017-07-10,37,False
2017-07-11,36,False
2017-07-12,36,False
2017-07-13,56,False
2017-07-14,0,False
2017-07-15,0,False
2017-07-16,0,False
2017-07-17,37,False
2017-07-18,18,False
2017-07-19,36,False
2017-07-20,0,False
2017-07-21,19,False
2017-07-22,43,False
2017-07-23,0,False
2017-07-24,0,False
2017-07-25,18,False
2017-07-26,54,False
2017-07-27,55,False
2017-07-28,57,False
2017-07-29,0,False
2017-07-30,21,False
2017-07-31,18,False
2017-08-01,35,False
2017-08-02,34,False
2017-08-03,53,False
2017-08-04,19,False
2017-08-05,21,False
2017-08-06,21,False
2017-08-07,0,False
2017-08-08,34,False
2017-08-09,35,False
2017-08-10,0,False
2017-08-11,93,False
2017-08-12,61,False
2017-08-13,0,False
2017-08-14,90,False
2017-08-15,18,False
2017-08-16,54,False
2017-08-17,18,False
2017-08-18,18,False
2017-08-19,41,False
2017-08-20,0,False
2017-08-21,0,False
2017-08-22,53,False
2017-08-23,71,False
2017-08-24,18,False
2017-08-25,56,False
2017-08-26,21,False
2017-08-27,20,False
2017-08-28,0,False
2017-08-29,17,False
2017-08-30,35,False
2017-08-31,54,False
2017-09-01,37,False
2017-09-02,21,False
2017-09-03,0,False
2017-09-04,0,False
2017-09-05,69,False
2017-09-06,0,False
2017-09-07,54,False
2017-09-08,18,False
2017-09-09,20,False
2017-09-10,0,False
2017-09-11,34,False
2017-09-12,34,False
2017-09-13,17,False
