date,Shire PLC,isPartial
2013-11-06,17,False
2013-11-07,0,False
2013-11-08,9,False
2013-11-09,0,False
2013-11-10,10,False
2013-11-11,38,False
2013-11-12,21,False
2013-11-13,0,False
2013-11-14,0,False
2013-11-15,0,False
2013-11-16,10,False
2013-11-17,10,False
2013-11-18,13,False
2013-11-19,25,False
2013-11-20,9,False
2013-11-21,9,False
2013-11-22,9,False
2013-11-23,0,False
2013-11-24,0,False
2013-11-25,8,False
2013-11-26,8,False
2013-11-27,0,False
2013-11-28,14,False
2013-11-29,27,False
2013-11-30,10,False
2013-12-01,9,False
2013-12-02,21,False
2013-12-03,8,False
2013-12-04,8,False
2013-12-05,17,False
2013-12-06,0,False
2013-12-07,10,False
2013-12-08,0,False
2013-12-09,25,False
2013-12-10,0,False
2013-12-11,9,False
2013-12-12,9,False
2013-12-13,9,False
2013-12-14,0,False
2013-12-15,0,False
2013-12-16,0,False
2013-12-17,9,False
2013-12-18,9,False
2013-12-19,18,False
2013-12-20,9,False
2013-12-21,0,False
2013-12-22,0,False
2013-12-23,10,False
2013-12-24,0,False
2013-12-25,12,False
2013-12-26,10,False
2013-12-27,19,False
2013-12-28,11,False
2013-12-29,10,False
2013-12-30,9,False
2013-12-31,10,False
2014-01-01,0,False
2014-01-02,9,False
2014-01-03,13,False
2014-01-04,0,False
2014-01-05,0,False
2014-01-06,0,False
2014-01-07,8,False
2014-01-08,8,False
2014-01-09,8,False
2014-01-10,0,False
2014-01-11,10,False
2014-01-12,0,False
2014-01-13,0,False
2014-01-14,8,False
2014-01-15,12,False
2014-01-16,0,False
2014-01-17,9,False
2014-01-18,0,False
2014-01-19,10,False
2014-01-20,16,False
2014-01-21,0,False
2014-01-22,8,False
2014-01-23,16,False
2014-01-24,0,False
2014-01-25,10,False
2014-01-26,9,False
2014-01-27,0,False
2014-01-28,16,False
2014-01-29,8,False
2014-01-30,0,False
2014-01-31,0,False
2014-02-01,0,False
2014-02-02,0,False
2014-02-03,8,False
2014-02-04,12,False
2014-02-05,16,False
2014-02-06,0,False
2014-02-07,9,False
2014-02-08,0,False
2014-02-09,9,False
2014-02-10,8,False
2014-02-11,8,False
2014-02-12,8,False
2014-02-13,8,False
2014-02-14,26,False
2014-02-15,10,False
2014-02-16,0,False
2014-02-17,8,False
2014-02-18,8,False
2014-02-19,8,False
2014-02-20,16,False
2014-02-21,8,False
2014-02-22,14,False
2014-02-23,9,False
2014-02-24,8,False
2014-02-25,8,False
2014-02-26,8,False
2014-02-27,20,False
2014-02-28,9,False
2014-03-01,0,False
2014-03-02,0,False
2014-03-03,16,False
2014-03-04,8,False
2014-03-05,0,False
2014-03-06,37,False
2014-03-07,9,False
2014-03-08,0,False
2014-03-09,10,False
2014-03-10,16,False
2014-03-11,8,False
2014-03-12,8,False
2014-03-13,16,False
2014-03-14,25,False
2014-03-15,0,False
2014-03-16,0,False
2014-03-17,12,False
2014-03-18,0,False
2014-03-19,8,False
2014-03-20,8,False
2014-03-21,8,False
2014-03-22,10,False
2014-03-23,9,False
2014-03-24,8,False
2014-03-25,12,False
2014-03-26,16,False
2014-03-27,8,False
2014-03-28,17,False
2014-03-29,0,False
2014-03-30,0,False
2014-03-31,24,False
2014-04-01,8,False
2014-04-02,8,False
2014-04-03,0,False
2014-04-04,8,False
2014-04-05,0,False
2014-04-06,0,False
2014-04-07,16,False
2014-04-08,0,False
2014-04-09,0,False
2014-04-10,8,False
2014-04-11,9,False
2014-04-12,10,False
2014-04-13,0,False
2014-04-14,8,False
2014-04-15,8,False
2014-04-16,8,False
2014-04-17,9,False
2014-04-18,0,False
2014-04-19,0,False
2014-04-20,0,False
2014-04-21,0,False
2014-04-22,12,False
2014-04-23,16,False
2014-04-24,8,False
2014-04-25,9,False
2014-04-26,0,False
2014-04-27,0,False
2014-04-28,0,False
2014-04-29,24,False
2014-04-30,0,False
2014-05-01,13,False
2014-05-02,17,False
2014-05-03,10,False
2014-05-04,0,False
2014-05-05,0,False
2014-05-06,8,False
2014-05-07,12,False
2014-05-08,8,False
2014-05-09,9,False
2014-05-10,10,False
2014-05-11,0,False
2014-05-12,8,False
2014-05-13,8,False
2014-05-14,0,False
2014-05-15,12,False
2014-05-16,25,False
2014-05-17,0,False
2014-05-18,10,False
2014-05-19,8,False
2014-05-20,8,False
2014-05-21,17,False
2014-05-22,9,False
2014-05-23,9,False
2014-05-24,0,False
2014-05-25,0,False
2014-05-26,0,False
2014-05-27,35,False
2014-05-28,0,False
2014-05-29,9,False
2014-05-30,9,False
2014-05-31,11,False
2014-06-01,0,False
2014-06-02,9,False
2014-06-03,18,False
2014-06-04,9,False
2014-06-05,14,False
2014-06-06,0,False
2014-06-07,0,False
2014-06-08,0,False
2014-06-09,0,False
2014-06-10,0,False
2014-06-11,9,False
2014-06-12,18,False
2014-06-13,19,False
2014-06-14,0,False
2014-06-15,0,False
2014-06-16,0,False
2014-06-17,18,False
2014-06-18,9,False
2014-06-19,9,False
2014-06-20,100,False
2014-06-21,11,False
2014-06-22,16,False
2014-06-23,36,False
2014-06-24,18,False
2014-06-25,18,False
2014-06-26,9,False
2014-06-27,14,False
2014-06-28,0,False
2014-06-29,0,False
2014-06-30,37,False
2014-07-01,36,False
2014-07-02,9,False
2014-07-03,19,False
2014-07-04,10,False
2014-07-05,11,False
2014-07-06,22,False
2014-07-07,9,False
2014-07-08,36,False
2014-07-09,23,False
2014-07-10,18,False
2014-07-11,19,False
2014-07-12,0,False
2014-07-13,11,False
2014-07-14,27,False
2014-07-15,36,False
2014-07-16,19,False
2014-07-17,37,False
2014-07-18,57,False
2014-07-19,11,False
2014-07-20,22,False
2014-07-21,18,False
2014-07-22,9,False
2014-07-23,9,False
2014-07-24,9,False
