date,Shire PLC,isPartial
2015-08-18,13,False
2015-08-19,0,False
2015-08-20,26,False
2015-08-21,13,False
2015-08-22,0,False
2015-08-23,15,False
2015-08-24,50,False
2015-08-25,25,False
2015-08-26,13,False
2015-08-27,13,False
2015-08-28,0,False
2015-08-29,15,False
2015-08-30,0,False
2015-08-31,0,False
2015-09-01,12,False
2015-09-02,13,False
2015-09-03,0,False
2015-09-04,13,False
2015-09-05,0,False
2015-09-06,0,False
2015-09-07,0,False
2015-09-08,0,False
2015-09-09,12,False
2015-09-10,0,False
2015-09-11,0,False
2015-09-12,0,False
2015-09-13,0,False
2015-09-14,0,False
2015-09-15,0,False
2015-09-16,37,False
2015-09-17,37,False
2015-09-18,26,False
2015-09-19,0,False
2015-09-20,0,False
2015-09-21,24,False
2015-09-22,0,False
2015-09-23,12,False
2015-09-24,0,False
2015-09-25,13,False
2015-09-26,0,False
2015-09-27,14,False
2015-09-28,12,False
2015-09-29,0,False
2015-09-30,0,False
2015-10-01,12,False
2015-10-02,0,False
2015-10-03,0,False
2015-10-04,0,False
2015-10-05,12,False
2015-10-06,24,False
2015-10-07,12,False
2015-10-08,0,False
2015-10-09,0,False
2015-10-10,0,False
2015-10-11,0,False
2015-10-12,25,False
2015-10-13,24,False
2015-10-14,37,False
2015-10-15,12,False
2015-10-16,0,False
2015-10-17,14,False
2015-10-18,0,False
2015-10-19,0,False
2015-10-20,12,False
2015-10-21,0,False
2015-10-22,24,False
2015-10-23,25,False
2015-10-24,14,False
2015-10-25,0,False
2015-10-26,24,False
2015-10-27,0,False
2015-10-28,12,False
2015-10-29,24,False
2015-10-30,13,False
2015-10-31,0,False
2015-11-01,0,False
2015-11-02,36,False
2015-11-03,23,False
2015-11-04,24,False
2015-11-05,12,False
2015-11-06,37,False
2015-11-07,0,False
2015-11-08,0,False
2015-11-09,35,False
2015-11-10,0,False
2015-11-11,12,False
2015-11-12,0,False
2015-11-13,25,False
2015-11-14,0,False
2015-11-15,0,False
2015-11-16,0,False
2015-11-17,0,False
2015-11-18,0,False
2015-11-19,0,False
2015-11-20,12,False
2015-11-21,14,False
2015-11-22,0,False
2015-11-23,12,False
2015-11-24,12,False
2015-11-25,12,False
2015-11-26,25,False
2015-11-27,13,False
2015-11-28,0,False
2015-11-29,0,False
2015-11-30,12,False
2015-12-01,0,False
2015-12-02,12,False
2015-12-03,36,False
2015-12-04,0,False
2015-12-05,14,False
2015-12-06,0,False
2015-12-07,12,False
2015-12-08,0,False
2015-12-09,36,False
2015-12-10,12,False
2015-12-11,25,False
2015-12-12,0,False
2015-12-13,0,False
2015-12-14,0,False
2015-12-15,0,False
2015-12-16,38,False
2015-12-17,13,False
2015-12-18,0,False
2015-12-19,15,False
2015-12-20,0,False
2015-12-21,25,False
2015-12-22,13,False
2015-12-23,41,False
2015-12-24,0,False
2015-12-25,0,False
2015-12-26,0,False
2015-12-27,0,False
2015-12-28,0,False
2015-12-29,26,False
2015-12-30,0,False
2015-12-31,14,False
2016-01-01,0,False
2016-01-02,0,False
2016-01-03,15,False
2016-01-04,13,False
2016-01-05,26,False
2016-01-06,0,False
2016-01-07,0,False
2016-01-08,0,False
2016-01-09,14,False
2016-01-10,29,False
2016-01-11,100,False
2016-01-12,75,False
2016-01-13,13,False
2016-01-14,0,False
2016-01-15,13,False
2016-01-16,14,False
2016-01-17,14,False
2016-01-18,13,False
2016-01-19,13,False
2016-01-20,13,False
2016-01-21,0,False
2016-01-22,26,False
2016-01-23,0,False
2016-01-24,0,False
2016-01-25,0,False
2016-01-26,0,False
2016-01-27,25,False
2016-01-28,26,False
2016-01-29,13,False
2016-01-30,0,False
2016-01-31,0,False
2016-02-01,25,False
2016-02-02,25,False
2016-02-03,0,False
2016-02-04,26,False
2016-02-05,27,False
2016-02-06,0,False
2016-02-07,0,False
2016-02-08,0,False
2016-02-09,77,False
2016-02-10,25,False
2016-02-11,13,False
2016-02-12,26,False
2016-02-13,0,False
2016-02-14,0,False
2016-02-15,0,False
2016-02-16,12,False
2016-02-17,12,False
2016-02-18,38,False
2016-02-19,0,False
2016-02-20,0,False
2016-02-21,0,False
2016-02-22,12,False
2016-02-23,12,False
2016-02-24,12,False
2016-02-25,0,False
2016-02-26,0,False
2016-02-27,0,False
2016-02-28,0,False
2016-02-29,0,False
2016-03-01,12,False
2016-03-02,12,False
2016-03-03,0,False
2016-03-04,26,False
2016-03-05,0,False
2016-03-06,0,False
2016-03-07,0,False
2016-03-08,0,False
2016-03-09,25,False
2016-03-10,25,False
2016-03-11,0,False
2016-03-12,29,False
2016-03-13,0,False
2016-03-14,12,False
2016-03-15,37,False
2016-03-16,37,False
2016-03-17,38,False
2016-03-18,13,False
2016-03-19,0,False
2016-03-20,14,False
2016-03-21,25,False
2016-03-22,0,False
2016-03-23,26,False
2016-03-24,0,False
2016-03-25,28,False
2016-03-26,0,False
2016-03-27,0,False
2016-03-28,0,False
2016-03-29,37,False
2016-03-30,0,False
2016-03-31,13,False
2016-04-01,13,False
2016-04-02,0,False
2016-04-03,0,False
2016-04-04,0,False
2016-04-05,0,False
2016-04-06,50,False
2016-04-07,25,False
2016-04-08,40,False
2016-04-09,0,False
2016-04-10,0,False
2016-04-11,0,False
2016-04-12,37,False
2016-04-13,0,False
2016-04-14,13,False
2016-04-15,13,False
2016-04-16,0,False
2016-04-17,0,False
2016-04-18,25,False
2016-04-19,0,False
2016-04-20,25,False
2016-04-21,13,False
2016-04-22,26,False
2016-04-23,0,False
2016-04-24,0,False
2016-04-25,0,False
2016-04-26,25,False
2016-04-27,25,False
2016-04-28,25,False
2016-04-29,40,False
2016-04-30,0,False
2016-05-01,0,False
2016-05-02,0,False
2016-05-03,25,False
2016-05-04,63,False
