date,Shire PLC,isPartial
2015-12-26,50,False
2015-12-27,0,False
2015-12-28,65,False
2015-12-29,21,False
2015-12-30,22,False
2015-12-31,24,False
2016-01-01,27,False
2016-01-02,0,False
2016-01-03,50,False
2016-01-04,32,False
2016-01-05,43,False
2016-01-06,21,False
2016-01-07,44,False
2016-01-08,89,False
2016-01-09,0,False
2016-01-10,48,False
2016-01-11,94,False
2016-01-12,94,False
2016-01-13,21,False
2016-01-14,52,False
2016-01-15,55,False
2016-01-16,25,False
2016-01-17,0,False
2016-01-18,21,False
2016-01-19,21,False
2016-01-20,42,False
2016-01-21,0,False
2016-01-22,33,False
2016-01-23,0,False
2016-01-24,0,False
2016-01-25,31,False
2016-01-26,21,False
2016-01-27,21,False
2016-01-28,32,False
2016-01-29,33,False
2016-01-30,0,False
2016-01-31,24,False
2016-02-01,42,False
2016-02-02,21,False
2016-02-03,21,False
2016-02-04,43,False
2016-02-05,44,False
2016-02-06,25,False
2016-02-07,0,False
2016-02-08,21,False
2016-02-09,64,False
2016-02-10,21,False
2016-02-11,53,False
2016-02-12,33,False
2016-02-13,24,False
2016-02-14,0,False
2016-02-15,0,False
2016-02-16,21,False
2016-02-17,31,False
2016-02-18,31,False
2016-02-19,0,False
2016-02-20,0,False
2016-02-21,0,False
2016-02-22,20,False
2016-02-23,21,False
2016-02-24,21,False
2016-02-25,21,False
2016-02-26,0,False
2016-02-27,24,False
2016-02-28,0,False
2016-02-29,40,False
2016-03-01,31,False
2016-03-02,20,False
2016-03-03,0,False
2016-03-04,32,False
2016-03-05,24,False
2016-03-06,23,False
2016-03-07,83,False
2016-03-08,31,False
2016-03-09,52,False
2016-03-10,21,False
2016-03-11,22,False
2016-03-12,24,False
2016-03-13,0,False
2016-03-14,21,False
2016-03-15,20,False
2016-03-16,83,False
2016-03-17,32,False
2016-03-18,22,False
2016-03-19,24,False
2016-03-20,0,False
2016-03-21,42,False
2016-03-22,42,False
2016-03-23,32,False
2016-03-24,22,False
2016-03-25,23,False
2016-03-26,25,False
2016-03-27,0,False
2016-03-28,22,False
2016-03-29,21,False
2016-03-30,0,False
2016-03-31,42,False
2016-04-01,0,False
2016-04-02,0,False
2016-04-03,48,False
2016-04-04,52,False
2016-04-05,31,False
2016-04-06,52,False
2016-04-07,63,False
2016-04-08,88,False
2016-04-09,24,False
2016-04-10,0,False
2016-04-11,21,False
2016-04-12,42,False
2016-04-13,21,False
2016-04-14,32,False
2016-04-15,44,False
2016-04-16,0,False
2016-04-17,0,False
2016-04-18,21,False
2016-04-19,42,False
2016-04-20,42,False
2016-04-21,32,False
2016-04-22,33,False
2016-04-23,0,False
2016-04-24,0,False
2016-04-25,41,False
2016-04-26,20,False
2016-04-27,21,False
2016-04-28,32,False
2016-04-29,33,False
2016-04-30,0,False
2016-05-01,0,False
2016-05-02,21,False
2016-05-03,62,False
2016-05-04,63,False
2016-05-05,54,False
2016-05-06,22,False
2016-05-07,25,False
2016-05-08,0,False
2016-05-09,21,False
2016-05-10,31,False
2016-05-11,31,False
2016-05-12,84,False
2016-05-13,76,False
2016-05-14,48,False
2016-05-15,24,False
2016-05-16,21,False
2016-05-17,41,False
2016-05-18,21,False
2016-05-19,21,False
2016-05-20,45,False
2016-05-21,0,False
2016-05-22,24,False
2016-05-23,0,False
2016-05-24,21,False
2016-05-25,0,False
2016-05-26,22,False
2016-05-27,22,False
2016-05-28,25,False
2016-05-29,25,False
2016-05-30,33,False
2016-05-31,21,False
