date,Cerner,isPartial
2015-08-18,77,False
2015-08-19,91,False
2015-08-20,87,False
2015-08-21,84,False
2015-08-22,48,False
2015-08-23,41,False
2015-08-24,87,False
2015-08-25,82,False
2015-08-26,100,False
2015-08-27,88,False
2015-08-28,71,False
2015-08-29,35,False
2015-08-30,27,False
2015-08-31,61,False
2015-09-01,79,False
2015-09-02,82,False
2015-09-03,75,False
2015-09-04,65,False
2015-09-05,31,False
2015-09-06,41,False
2015-09-07,22,False
2015-09-08,68,False
2015-09-09,83,False
2015-09-10,51,False
2015-09-11,75,False
2015-09-12,36,False
2015-09-13,35,False
2015-09-14,67,False
2015-09-15,62,False
2015-09-16,66,False
2015-09-17,68,False
2015-09-18,63,False
2015-09-19,26,False
2015-09-20,25,False
2015-09-21,70,False
2015-09-22,94,False
2015-09-23,61,False
2015-09-24,89,False
2015-09-25,54,False
2015-09-26,28,False
2015-09-27,34,False
2015-09-28,75,False
2015-09-29,83,False
2015-09-30,67,False
2015-10-01,75,False
2015-10-02,37,False
2015-10-03,44,False
2015-10-04,31,False
2015-10-05,82,False
2015-10-06,82,False
2015-10-07,60,False
2015-10-08,64,False
2015-10-09,85,False
2015-10-10,31,False
2015-10-11,47,False
2015-10-12,69,False
2015-10-13,81,False
2015-10-14,59,False
2015-10-15,78,False
2015-10-16,73,False
2015-10-17,33,False
2015-10-18,28,False
2015-10-19,56,False
2015-10-20,88,False
2015-10-21,84,False
2015-10-22,63,False
2015-10-23,54,False
2015-10-24,56,False
2015-10-25,28,False
2015-10-26,52,False
2015-10-27,81,False
2015-10-28,85,False
2015-10-29,58,False
2015-10-30,59,False
2015-10-31,22,False
2015-11-01,41,False
2015-11-02,56,False
2015-11-03,73,False
2015-11-04,98,False
2015-11-05,66,False
2015-11-06,68,False
2015-11-07,35,False
2015-11-08,38,False
2015-11-09,60,False
2015-11-10,85,False
2015-11-11,65,False
2015-11-12,68,False
2015-11-13,56,False
2015-11-14,36,False
2015-11-15,29,False
2015-11-16,61,False
2015-11-17,85,False
2015-11-18,63,False
2015-11-19,75,False
2015-11-20,62,False
