date,Cerner,isPartial
2016-09-11,15,False
2016-09-12,55,False
2016-09-13,61,False
2016-09-14,85,False
2016-09-15,64,False
2016-09-16,64,False
2016-09-17,40,False
2016-09-18,51,False
2016-09-19,40,False
2016-09-20,71,False
2016-09-21,59,False
2016-09-22,70,False
2016-09-23,61,False
2016-09-24,36,False
2016-09-25,13,False
2016-09-26,67,False
2016-09-27,67,False
2016-09-28,61,False
2016-09-29,58,False
2016-09-30,54,False
2016-10-01,17,False
2016-10-02,23,False
2016-10-03,52,False
2016-10-04,81,False
2016-10-05,43,False
2016-10-06,50,False
2016-10-07,38,False
2016-10-08,17,False
2016-10-09,25,False
2016-10-10,61,False
2016-10-11,74,False
2016-10-12,42,False
2016-10-13,48,False
2016-10-14,45,False
2016-10-15,43,False
2016-10-16,18,False
2016-10-17,58,False
2016-10-18,55,False
2016-10-19,63,False
2016-10-20,64,False
2016-10-21,70,False
2016-10-22,48,False
2016-10-23,18,False
2016-10-24,88,False
2016-10-25,84,False
2016-10-26,61,False
2016-10-27,79,False
2016-10-28,50,False
2016-10-29,28,False
2016-10-30,38,False
2016-10-31,62,False
2016-11-01,82,False
2016-11-02,64,False
2016-11-03,60,False
2016-11-04,53,False
2016-11-05,35,False
2016-11-06,21,False
2016-11-07,67,False
2016-11-08,73,False
2016-11-09,74,False
2016-11-10,64,False
2016-11-11,55,False
2016-11-12,33,False
2016-11-13,37,False
2016-11-14,83,False
2016-11-15,66,False
2016-11-16,71,False
2016-11-17,83,False
2016-11-18,46,False
2016-11-19,27,False
2016-11-20,33,False
2016-11-21,64,False
2016-11-22,64,False
2016-11-23,31,False
2016-11-24,39,False
2016-11-25,31,False
2016-11-26,21,False
2016-11-27,22,False
2016-11-28,47,False
2016-11-29,58,False
2016-11-30,77,False
2016-12-01,76,False
2016-12-02,44,False
2016-12-03,23,False
2016-12-04,29,False
2016-12-05,43,False
2016-12-06,76,False
2016-12-07,50,False
2016-12-08,48,False
2016-12-09,54,False
2016-12-10,30,False
2016-12-11,31,False
2016-12-12,66,False
2016-12-13,58,False
2016-12-14,56,False
2016-12-15,54,False
2016-12-16,51,False
2016-12-17,16,False
2016-12-18,12,False
2016-12-19,48,False
2016-12-20,70,False
2016-12-21,65,False
2016-12-22,48,False
2016-12-23,34,False
2016-12-24,25,False
2016-12-25,16,False
2016-12-26,36,False
2016-12-27,40,False
2016-12-28,47,False
2016-12-29,36,False
2016-12-30,44,False
2016-12-31,15,False
2017-01-01,17,False
2017-01-02,29,False
2017-01-03,52,False
2017-01-04,52,False
2017-01-05,61,False
2017-01-06,44,False
2017-01-07,32,False
2017-01-08,37,False
2017-01-09,52,False
2017-01-10,71,False
2017-01-11,66,False
2017-01-12,75,False
2017-01-13,52,False
2017-01-14,31,False
2017-01-15,25,False
2017-01-16,47,False
2017-01-17,69,False
2017-01-18,60,False
2017-01-19,63,False
2017-01-20,50,False
2017-01-21,25,False
2017-01-22,21,False
2017-01-23,46,False
2017-01-24,66,False
2017-01-25,65,False
2017-01-26,47,False
2017-01-27,59,False
2017-01-28,24,False
2017-01-29,37,False
2017-01-30,55,False
2017-01-31,86,False
2017-02-01,73,False
2017-02-02,76,False
2017-02-03,72,False
2017-02-04,20,False
2017-02-05,28,False
2017-02-06,56,False
2017-02-07,86,False
2017-02-08,66,False
2017-02-09,69,False
2017-02-10,83,False
2017-02-11,32,False
2017-02-12,41,False
2017-02-13,61,False
2017-02-14,76,False
2017-02-15,63,False
2017-02-16,96,False
2017-02-17,65,False
2017-02-18,28,False
2017-02-19,47,False
2017-02-20,52,False
2017-02-21,83,False
2017-02-22,56,False
2017-02-23,52,False
2017-02-24,66,False
2017-02-25,38,False
2017-02-26,26,False
2017-02-27,65,False
2017-02-28,59,False
2017-03-01,60,False
2017-03-02,75,False
2017-03-03,60,False
2017-03-04,14,False
2017-03-05,31,False
2017-03-06,68,False
2017-03-07,57,False
2017-03-08,75,False
2017-03-09,68,False
2017-03-10,51,False
2017-03-11,52,False
2017-03-12,31,False
2017-03-13,80,False
2017-03-14,61,False
2017-03-15,70,False
2017-03-16,63,False
2017-03-17,67,False
2017-03-18,38,False
2017-03-19,28,False
2017-03-20,62,False
2017-03-21,80,False
2017-03-22,80,False
2017-03-23,62,False
2017-03-24,59,False
2017-03-25,25,False
2017-03-26,33,False
2017-03-27,57,False
2017-03-28,90,False
2017-03-29,75,False
2017-03-30,70,False
2017-03-31,54,False
2017-04-01,31,False
2017-04-02,40,False
2017-04-03,68,False
2017-04-04,69,False
2017-04-05,82,False
2017-04-06,63,False
2017-04-07,58,False
2017-04-08,32,False
2017-04-09,24,False
2017-04-10,64,False
2017-04-11,76,False
2017-04-12,60,False
2017-04-13,76,False
2017-04-14,57,False
2017-04-15,38,False
2017-04-16,29,False
2017-04-17,44,False
2017-04-18,53,False
2017-04-19,67,False
2017-04-20,83,False
2017-04-21,59,False
2017-04-22,38,False
2017-04-23,21,False
2017-04-24,45,False
2017-04-25,57,False
2017-04-26,58,False
2017-04-27,84,False
2017-04-28,77,False
2017-04-29,37,False
2017-04-30,22,False
2017-05-01,92,False
2017-05-02,76,False
2017-05-03,59,False
2017-05-04,68,False
2017-05-05,61,False
2017-05-06,32,False
2017-05-07,33,False
2017-05-08,60,False
2017-05-09,100,False
2017-05-10,65,False
2017-05-11,44,False
2017-05-12,58,False
2017-05-13,27,False
2017-05-14,37,False
2017-05-15,56,False
2017-05-16,58,False
2017-05-17,81,False
2017-05-18,40,False
2017-05-19,45,False
2017-05-20,27,False
2017-05-21,39,False
2017-05-22,59,False
2017-05-23,76,False
2017-05-24,44,False
2017-05-25,55,False
2017-05-26,39,False
2017-05-27,35,False
2017-05-28,20,False
2017-05-29,24,False
