date,Cerner,isPartial
2016-05-04,65,False
2016-05-05,91,False
2016-05-06,75,False
2016-05-07,34,False
2016-05-08,34,False
2016-05-09,72,False
2016-05-10,83,False
2016-05-11,75,False
2016-05-12,66,False
2016-05-13,73,False
2016-05-14,29,False
2016-05-15,35,False
2016-05-16,83,False
2016-05-17,85,False
2016-05-18,89,False
2016-05-19,69,False
2016-05-20,58,False
2016-05-21,25,False
2016-05-22,21,False
2016-05-23,39,False
2016-05-24,76,False
2016-05-25,86,False
2016-05-26,73,False
2016-05-27,77,False
2016-05-28,27,False
2016-05-29,25,False
2016-05-30,35,False
2016-05-31,50,False
2016-06-01,81,False
2016-06-02,63,False
2016-06-03,64,False
2016-06-04,34,False
2016-06-05,19,False
2016-06-06,53,False
2016-06-07,56,False
2016-06-08,74,False
2016-06-09,48,False
2016-06-10,61,False
2016-06-11,28,False
2016-06-12,35,False
2016-06-13,59,False
2016-06-14,68,False
2016-06-15,61,False
2016-06-16,54,False
2016-06-17,63,False
2016-06-18,26,False
2016-06-19,30,False
2016-06-20,58,False
2016-06-21,58,False
2016-06-22,59,False
2016-06-23,64,False
2016-06-24,56,False
2016-06-25,30,False
2016-06-26,17,False
2016-06-27,65,False
2016-06-28,90,False
2016-06-29,90,False
2016-06-30,67,False
2016-07-01,61,False
2016-07-02,37,False
2016-07-03,33,False
2016-07-04,33,False
2016-07-05,62,False
2016-07-06,64,False
2016-07-07,41,False
2016-07-08,53,False
2016-07-09,23,False
2016-07-10,24,False
2016-07-11,65,False
2016-07-12,63,False
2016-07-13,87,False
2016-07-14,63,False
2016-07-15,65,False
2016-07-16,33,False
2016-07-17,34,False
2016-07-18,52,False
2016-07-19,77,False
2016-07-20,77,False
2016-07-21,74,False
2016-07-22,65,False
2016-07-23,25,False
2016-07-24,41,False
2016-07-25,61,False
2016-07-26,70,False
2016-07-27,82,False
2016-07-28,68,False
2016-07-29,59,False
2016-07-30,38,False
2016-07-31,24,False
2016-08-01,89,False
2016-08-02,100,False
2016-08-03,75,False
2016-08-04,66,False
2016-08-05,64,False
2016-08-06,42,False
2016-08-07,35,False
2016-08-08,67,False
2016-08-09,88,False
2016-08-10,80,False
2016-08-11,56,False
2016-08-12,48,False
2016-08-13,25,False
2016-08-14,32,False
2016-08-15,76,False
2016-08-16,75,False
2016-08-17,69,False
2016-08-18,41,False
2016-08-19,46,False
2016-08-20,30,False
2016-08-21,37,False
2016-08-22,74,False
2016-08-23,76,False
2016-08-24,86,False
2016-08-25,61,False
2016-08-26,78,False
2016-08-27,40,False
2016-08-28,24,False
2016-08-29,80,False
2016-08-30,73,False
2016-08-31,54,False
2016-09-01,61,False
2016-09-02,78,False
2016-09-03,35,False
2016-09-04,23,False
2016-09-05,38,False
2016-09-06,50,False
2016-09-07,60,False
2016-09-08,80,False
2016-09-09,61,False
2016-09-10,35,False
2016-09-11,46,False
2016-09-12,70,False
2016-09-13,97,False
2016-09-14,64,False
2016-09-15,59,False
2016-09-16,68,False
2016-09-17,30,False
2016-09-18,27,False
2016-09-19,84,False
2016-09-20,71,False
2016-09-21,62,False
2016-09-22,97,False
2016-09-23,62,False
2016-09-24,34,False
2016-09-25,27,False
2016-09-26,80,False
2016-09-27,78,False
2016-09-28,53,False
2016-09-29,58,False
2016-09-30,73,False
2016-10-01,19,False
2016-10-02,22,False
2016-10-03,77,False
2016-10-04,65,False
2016-10-05,60,False
2016-10-06,74,False
2016-10-07,56,False
2016-10-08,44,False
2016-10-09,23,False
2016-10-10,82,False
2016-10-11,46,False
2016-10-12,68,False
2016-10-13,57,False
2016-10-14,71,False
2016-10-15,46,False
2016-10-16,29,False
2016-10-17,94,False
2016-10-18,62,False
2016-10-19,73,False
2016-10-20,87,False
2016-10-21,72,False
2016-10-22,30,False
2016-10-23,31,False
2016-10-24,73,False
2016-10-25,89,False
2016-10-26,51,False
2016-10-27,70,False
2016-10-28,57,False
2016-10-29,47,False
2016-10-30,27,False
2016-10-31,56,False
2016-11-01,77,False
2016-11-02,91,False
2016-11-03,61,False
2016-11-04,70,False
2016-11-05,33,False
2016-11-06,40,False
2016-11-07,71,False
2016-11-08,55,False
2016-11-09,72,False
2016-11-10,82,False
2016-11-11,87,False
2016-11-12,23,False
2016-11-13,41,False
2016-11-14,79,False
2016-11-15,85,False
2016-11-16,70,False
2016-11-17,87,False
2016-11-18,80,False
2016-11-19,31,False
2016-11-20,40,False
2016-11-21,78,False
2016-11-22,58,False
2016-11-23,39,False
2016-11-24,38,False
2016-11-25,29,False
2016-11-26,26,False
2016-11-27,22,False
2016-11-28,47,False
2016-11-29,70,False
2016-11-30,79,False
2016-12-01,76,False
2016-12-02,77,False
2016-12-03,34,False
2016-12-04,43,False
2016-12-05,65,False
2016-12-06,81,False
2016-12-07,68,False
2016-12-08,60,False
2016-12-09,50,False
2016-12-10,38,False
2016-12-11,19,False
2016-12-12,42,False
2016-12-13,85,False
2016-12-14,50,False
2016-12-15,87,False
2016-12-16,31,False
2016-12-17,22,False
2016-12-18,29,False
2016-12-19,57,False
2016-12-20,61,False
2016-12-21,66,False
2016-12-22,49,False
2016-12-23,31,False
2016-12-24,27,False
2016-12-25,11,False
2016-12-26,23,False
2016-12-27,33,False
2016-12-28,60,False
2016-12-29,53,False
2016-12-30,57,False
2016-12-31,22,False
2017-01-01,22,False
2017-01-02,33,False
2017-01-03,65,False
2017-01-04,63,False
2017-01-05,58,False
2017-01-06,78,False
2017-01-07,35,False
2017-01-08,45,False
2017-01-09,80,False
2017-01-10,62,False
2017-01-11,71,False
2017-01-12,80,False
2017-01-13,63,False
2017-01-14,29,False
2017-01-15,34,False
2017-01-16,73,False
2017-01-17,63,False
2017-01-18,86,False
2017-01-19,66,False
