date,Cerner,isPartial
2013-02-19,37,False
2013-02-20,64,False
2013-02-21,45,False
2013-02-22,42,False
2013-02-23,29,False
2013-02-24,38,False
2013-02-25,87,False
2013-02-26,68,False
2013-02-27,55,False
2013-02-28,74,False
2013-03-01,66,False
2013-03-02,18,False
2013-03-03,28,False
2013-03-04,61,False
2013-03-05,70,False
2013-03-06,83,False
2013-03-07,62,False
2013-03-08,46,False
2013-03-09,49,False
2013-03-10,36,False
2013-03-11,80,False
2013-03-12,56,False
2013-03-13,53,False
2013-03-14,63,False
2013-03-15,36,False
2013-03-16,15,False
2013-03-17,28,False
2013-03-18,60,False
2013-03-19,59,False
2013-03-20,63,False
2013-03-21,72,False
2013-03-22,68,False
2013-03-23,15,False
2013-03-24,33,False
2013-03-25,48,False
2013-03-26,68,False
2013-03-27,78,False
2013-03-28,67,False
2013-03-29,57,False
2013-03-30,38,False
2013-03-31,25,False
2013-04-01,52,False
2013-04-02,67,False
2013-04-03,71,False
2013-04-04,55,False
2013-04-05,45,False
2013-04-06,21,False
2013-04-07,46,False
2013-04-08,47,False
2013-04-09,66,False
2013-04-10,56,False
2013-04-11,81,False
2013-04-12,52,False
2013-04-13,21,False
2013-04-14,26,False
2013-04-15,60,False
2013-04-16,67,False
2013-04-17,65,False
2013-04-18,51,False
2013-04-19,41,False
2013-04-20,31,False
2013-04-21,18,False
2013-04-22,43,False
2013-04-23,67,False
2013-04-24,72,False
2013-04-25,72,False
2013-04-26,48,False
2013-04-27,31,False
2013-04-28,18,False
2013-04-29,73,False
2013-04-30,66,False
2013-05-01,43,False
2013-05-02,51,False
2013-05-03,63,False
2013-05-04,31,False
2013-05-05,40,False
2013-05-06,64,False
2013-05-07,48,False
2013-05-08,57,False
2013-05-09,69,False
2013-05-10,51,False
2013-05-11,29,False
2013-05-12,31,False
2013-05-13,62,False
2013-05-14,38,False
2013-05-15,39,False
2013-05-16,66,False
2013-05-17,50,False
2013-05-18,23,False
2013-05-19,18,False
2013-05-20,41,False
2013-05-21,55,False
2013-05-22,68,False
2013-05-23,61,False
2013-05-24,65,False
2013-05-25,29,False
2013-05-26,26,False
2013-05-27,42,False
2013-05-28,36,False
2013-05-29,81,False
2013-05-30,67,False
2013-05-31,48,False
2013-06-01,31,False
2013-06-02,3,False
2013-06-03,70,False
2013-06-04,80,False
2013-06-05,71,False
2013-06-06,69,False
2013-06-07,56,False
2013-06-08,37,False
2013-06-09,26,False
2013-06-10,53,False
2013-06-11,53,False
2013-06-12,47,False
2013-06-13,47,False
2013-06-14,55,False
2013-06-15,13,False
2013-06-16,21,False
2013-06-17,70,False
2013-06-18,43,False
2013-06-19,73,False
2013-06-20,39,False
2013-06-21,55,False
2013-06-22,35,False
2013-06-23,26,False
2013-06-24,56,False
2013-06-25,72,False
2013-06-26,92,False
2013-06-27,71,False
2013-06-28,48,False
2013-06-29,24,False
2013-06-30,21,False
2013-07-01,67,False
2013-07-02,78,False
2013-07-03,71,False
2013-07-04,32,False
2013-07-05,33,False
2013-07-06,30,False
2013-07-07,40,False
2013-07-08,59,False
2013-07-09,77,False
2013-07-10,84,False
2013-07-11,80,False
2013-07-12,67,False
2013-07-13,16,False
2013-07-14,16,False
2013-07-15,79,False
2013-07-16,94,False
2013-07-17,53,False
2013-07-18,63,False
2013-07-19,81,False
2013-07-20,24,False
2013-07-21,30,False
2013-07-22,61,False
2013-07-23,78,False
2013-07-24,73,False
2013-07-25,74,False
2013-07-26,55,False
2013-07-27,30,False
2013-07-28,19,False
2013-07-29,65,False
2013-07-30,65,False
2013-07-31,66,False
2013-08-01,83,False
2013-08-02,77,False
2013-08-03,32,False
2013-08-04,27,False
2013-08-05,71,False
2013-08-06,57,False
2013-08-07,84,False
2013-08-08,63,False
2013-08-09,42,False
2013-08-10,30,False
2013-08-11,45,False
2013-08-12,55,False
2013-08-13,73,False
2013-08-14,51,False
2013-08-15,61,False
2013-08-16,46,False
2013-08-17,40,False
2013-08-18,36,False
2013-08-19,76,False
2013-08-20,82,False
2013-08-21,66,False
2013-08-22,72,False
2013-08-23,61,False
2013-08-24,21,False
2013-08-25,39,False
2013-08-26,59,False
2013-08-27,69,False
2013-08-28,83,False
2013-08-29,45,False
2013-08-30,51,False
2013-08-31,44,False
2013-09-01,30,False
2013-09-02,28,False
2013-09-03,68,False
2013-09-04,72,False
2013-09-05,70,False
2013-09-06,69,False
2013-09-07,23,False
2013-09-08,32,False
2013-09-09,52,False
2013-09-10,69,False
2013-09-11,49,False
2013-09-12,58,False
2013-09-13,56,False
2013-09-14,12,False
2013-09-15,29,False
2013-09-16,55,False
2013-09-17,67,False
2013-09-18,83,False
2013-09-19,45,False
2013-09-20,50,False
2013-09-21,29,False
2013-09-22,48,False
2013-09-23,45,False
2013-09-24,57,False
2013-09-25,52,False
2013-09-26,55,False
2013-09-27,81,False
2013-09-28,42,False
2013-09-29,53,False
2013-09-30,74,False
2013-10-01,79,False
2013-10-02,60,False
2013-10-03,77,False
2013-10-04,54,False
2013-10-05,39,False
2013-10-06,43,False
2013-10-07,92,False
2013-10-08,67,False
2013-10-09,99,False
2013-10-10,71,False
2013-10-11,71,False
2013-10-12,25,False
2013-10-13,29,False
2013-10-14,100,False
2013-10-15,60,False
2013-10-16,60,False
2013-10-17,67,False
2013-10-18,58,False
2013-10-19,59,False
2013-10-20,29,False
2013-10-21,54,False
2013-10-22,42,False
2013-10-23,66,False
2013-10-24,73,False
2013-10-25,60,False
2013-10-26,29,False
2013-10-27,31,False
2013-10-28,57,False
2013-10-29,73,False
2013-10-30,69,False
2013-10-31,37,False
2013-11-01,57,False
2013-11-02,31,False
2013-11-03,26,False
2013-11-04,52,False
2013-11-05,78,False
2013-11-06,70,False
