date,Cerner,isPartial
2017-10-06,54,False
2017-10-07,30,False
2017-10-08,44,False
2017-10-09,79,False
2017-10-10,57,False
2017-10-11,57,False
2017-10-12,68,False
2017-10-13,58,False
2017-10-14,16,False
2017-10-15,23,False
2017-10-16,54,False
2017-10-17,59,False
2017-10-18,62,False
2017-10-19,54,False
2017-10-20,58,False
2017-10-21,24,False
2017-10-22,26,False
2017-10-23,59,False
2017-10-24,49,False
2017-10-25,57,False
2017-10-26,62,False
2017-10-27,73,False
2017-10-28,23,False
2017-10-29,26,False
2017-10-30,55,False
2017-10-31,66,False
2017-11-01,66,False
2017-11-02,51,False
2017-11-03,43,False
2017-11-04,18,False
2017-11-05,20,False
2017-11-06,48,False
2017-11-07,50,False
2017-11-08,55,False
2017-11-09,54,False
2017-11-10,40,False
2017-11-11,29,False
2017-11-12,19,False
2017-11-13,47,False
2017-11-14,62,False
2017-11-15,66,False
2017-11-16,60,False
2017-11-17,52,False
2017-11-18,15,False
2017-11-19,24,False
2017-11-20,50,False
2017-11-21,51,False
2017-11-22,100,False
2017-11-23,43,False
2017-11-24,34,False
2017-11-25,29,False
2017-11-26,26,False
2017-11-27,65,False
2017-11-28,46,False
2017-11-29,65,False
2017-11-30,60,False
2017-12-01,41,False
2017-12-02,25,False
2017-12-03,33,False
2017-12-04,66,False
2017-12-05,50,False
2017-12-06,51,False
2017-12-07,61,False
2017-12-08,46,False
2017-12-09,25,False
2017-12-10,24,False
2017-12-11,36,False
2017-12-12,58,False
2017-12-13,53,False
2017-12-14,45,False
2017-12-15,51,False
2017-12-16,25,False
2017-12-17,18,False
2017-12-18,56,False
2017-12-19,36,False
2017-12-20,40,False
2017-12-21,47,False
2017-12-22,34,False
2017-12-23,25,False
2017-12-24,16,False
2017-12-25,22,False
2017-12-26,42,False
2017-12-27,32,False
2017-12-28,48,False
2017-12-29,35,False
2017-12-30,20,False
2017-12-31,23,False
2018-01-01,18,False
2018-01-02,47,False
2018-01-03,38,False
2018-01-04,64,False
2018-01-05,43,False
2018-01-06,28,False
2018-01-07,22,False
2018-01-08,59,False
2018-01-09,59,False
2018-01-10,96,False
2018-01-11,71,False
2018-01-12,48,False
2018-01-13,28,False
2018-01-14,15,False
2018-01-15,55,False
2018-01-16,66,False
2018-01-17,46,False
2018-01-18,52,False
2018-01-19,49,False
2018-01-20,48,False
2018-01-21,17,False
2018-01-22,64,False
2018-01-23,45,False
2018-01-24,56,False
2018-01-25,50,False
2018-01-26,41,False
2018-01-27,29,False
2018-01-28,30,False
